Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-1.559735,-38.731203,4.0,LAZY,LAZY,51,51
﻿2,1243.823507,-149.73395,4.862745,COLLISION_WITH_NavModifierVolume5,LAZY,42,51
﻿3,1276.709593,-291.647523,5.568627,COLLISION_WITH_BP_IntersectionBorder26,LAZY,35,51
﻿4,10103.531845,251.077705,5.431373,COLLISION_WITH_NavModifierVolume25,LAZY,27,51
﻿5,8311.873274,85.283046,7.647059,LAZY,LAZY,24,51
﻿6,3810.219254,-47.087219,4.960784,COLLISION_WITH_BP_IntersectionBorder69,LAZY,25,51
﻿7,2235.268715,-7351.712498,11.019608,TIMEFINISHED,LAZY,30,51
﻿8,4667.941119,100.97826,5.666667,COLLISION_WITH_NavModifierVolume62,LAZY,27,51
﻿9,1328.102715,122.629841,4.921569,CORRECTINGWRONG,LAZY,28,51
﻿10,3987.734002,-198.691151,4.843137,COLLISION_WITH_NavModifierVolume50,LAZY,30,51
﻿11,1235.594137,165.55163,5.333333,COLLISION_WITH_NavModifierVolume14,LAZY,28,51
﻿12,2295.386378,-765.470603,5.843137,COLLISION_WITH_NavModifierVolume32,LAZY,28,51
﻿13,1548.57882,-203.12194,5.235294,LAZY,LAZY,30,51
﻿14,9505.828132,-211.818614,5.352941,COLLISION_WITH_NavModifierVolume45,LAZY,30,51
﻿15,7693.019341,-204.427157,5.784314,COLLISION_WITH_BP_IntersectionBorder206,LAZY,26,51
﻿16,1186.21042,-8761.56828,21.196078,TIMEFINISHED,LAZY,30,51
﻿17,3333.656459,-226.179731,5.921569,COLLISION_WITH_NavModifierVolume61,LAZY,30,51
﻿18,1431.011081,-188.605745,5.0,COLLISION_WITH_NavModifierVolume24,LAZY,25,51
﻿19,5749.360491,-690.256019,6.490196,LAZY,LAZY,30,51
﻿20,3167.883002,-321.261639,5.568627,COLLISION_WITH_NavModifierVolume22,LAZY,28,51
﻿21,1826.274141,297.793805,5.784314,COLLISION_WITH_NavModifierVolume47,LAZY,29,51
﻿22,6737.661342,-117.914312,6.823529,CORRECTINGWRONG,LAZY,29,51
﻿23,2371.305617,-720.039579,5.980392,COLLISION_WITH_NavModifierVolume46,LAZY,31,51
﻿24,1495.072905,-703.441074,6.431373,COLLISION_WITH_NavModifierVolume32,LAZY,27,51
﻿25,1461.84282,-179.77535,5.294118,COLLISION_WITH_NavModifierVolume8,LAZY,30,51
﻿26,25551.769718,-6755.794861,10.764706,TIMEFINISHED,LAZY,32,51
