Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering,Ticks_StopContext_TrafficLight,Ticks_StopContext_Stop,Ticks_StopContext_Yield,MutNumChanged,MutAvgMagnitude,MutNumLarge,MutParentFitness,Acum_SteerApproachPenalty,NumStopZonesEntered,NotNorm_PeakFitness,Acum_StopCompletionBonus,NumStopsCompleted,Acum_YieldCompletionBonus,NumYieldsCompleted,Acum_NavPenalty,NumRoundaboutsEntered,NumRoundaboutsCompleted,Acum_SpeedAtRoundaboutEntry,Acum_FrontObstAtRoundaboutEntry,Ticks_InRoundabout,Acum_SteeringInRoundabout,Acum_ThrottleInRoundabout,CollisionsInRoundabout,R_CurrentExitNumber,R_EntryDir_First,R_EntryDir_Second,R_EntryDir_Third,R_Exit1_Count,R_Exit2_Count,R_Exit3Plus_Count,R_Exit1_Deaths,R_Exit2_Deaths,R_Exit3Plus_Deaths,R_Exit1_Steering,R_Exit2_Steering,R_Exit3Plus_Steering,R_Exit1_Ticks,R_Exit2_Ticks,R_Exit3Plus_Ticks,R_Exit1_Throttle,R_Exit2_Throttle,R_Exit3Plus_Throttle,Acum_RoundaboutBonus,Acum_RndCompletionBonus,Acum_RndEntryPenalty,Acum_RndThrottlePenalty,Acum_AlignmentPenalty,NumCarOverlaps
﻿1,BP_VehicleAI217,805.46348,7,BP_SpawnPoint7,COLLISION_WITH_BP_IntersectionBorder176,441.946932,694.061686,1770.159227,0.962507,0.0,1771.121734,0.0,0.0,180.0,180.0,true,3.227731,0.517812,1.47262,0.153274,0.0,8.0,0.0,0.0,0.0,0.030255,0.0,0.0,0.0,0.0,35.073766,35.073766,18,91.260141,0.0,0.0,8.0,0,0.0,0,203803.708155,0.546553,0,1679.368885,0.0,0,170.927174,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000002,1
﻿1,BP_VehicleAI222,7437.703409,11,BP_SpawnPoint31,COLLISION_WITH_NavModifierVolume32,140.677218,202.814112,6417.231456,4.783863,0.0,6422.015319,0.0,0.0,269.0,269.0,true,3.961865,0.636769,0.07934,0.304627,0.0,8.0,0.0,0.0,0.0,0.228043,0.0,0.0,0.0,0.0,-9.376058,-9.376058,23,93.303142,0.0,0.0,8.0,0,0.0,0,203803.708155,15.900093,0,7673.803444,0.0,0,1375.307558,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000003,1
﻿1,BP_VehicleAI25,6004.857324,16,BP_SpawnPoint34,STOP_VIOLATION,0.0,286.576923,5508.513838,3.54853,0.0,5512.062367,85.735539,0.0,372.0,394.0,true,4.686004,1.956786,1.52566,1.872312,0.0,122.0,238.43784,0.000002,0.0,1.604741,0.0,0.268213,0.0,3.9,114.837355,114.837355,6,183.100125,0.0,114.0,8.0,0,0.0,0,203803.708155,86.735962,2,6060.069349,0.0,0,1191.886762,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000798,0
﻿1,BP_VehicleAI223,7621.153146,17,BP_SpawnPoint59,STOP_VIOLATION,0.0,1134.08165,10009.57663,6.541632,0.0,10016.118262,73.178094,0.0,430.0,437.0,true,5.811495,3.192053,1.145513,2.991956,0.0,111.0,733.66487,0.000019,0.0,8.558585,0.0,0.0,0.0,3.8,60.529202,60.529202,24,220.274226,0.0,111.0,0.0,0,0.0,0,203803.708155,445.480104,1,8655.440864,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001794,1
﻿1,BP_VehicleAI20,4967.081742,20,BP_SpawnPoint45,STOP_VIOLATION,0.864412,2069.702803,7294.835799,4.680821,13.210893,7299.51662,58.66388,0.0,516.0,527.0,true,6.315068,1.483521,3.96958,0.743485,0.452769,129.0,144.002543,0.0,0.0,1.988658,0.0,0.0,0.0,4.5,125.14389,125.14389,1,212.779641,0.0,129.0,0.0,0,0.0,0,203803.708155,70.423384,1,5065.670126,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000091,1
﻿1,BP_VehicleAI225,6134.211262,23,BP_SpawnPoint10,STOP_VIOLATION,0.0,918.378372,6216.556455,3.969811,52.450296,6220.526266,105.125012,0.0,582.0,606.0,true,7.370114,3.722669,0.449636,3.492501,0.0,179.0,215.047881,0.000024,0.0,2.718771,0.912663,0.123337,0.0,3.9,205.748978,205.748978,26,339.678706,0.0,114.0,65.0,0,0.0,0,203803.708155,116.487284,2,6184.503669,0.0,0,1218.993125,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001081,0
﻿1,BP_VehicleAI216,7608.345554,25,BP_SpawnPoint29,COLLISION_WITH_BP_IntersectionBorder266,1437.811433,1467.246479,9978.151945,6.014555,0.0,9984.1665,0.0,0.0,665.0,665.0,true,8.40924,0.731411,4.036265,0.298343,0.0,9.0,0.0,0.0,0.0,0.107701,0.0,0.0,0.0,0.0,53.275358,53.275358,17,326.14132,0.0,0.0,9.0,0,0.0,0,203803.708155,11.389768,0,9632.779826,0.0,0,1278.105105,1,737.37062,1,0,913.906738,1.0,268,-65.292445,92.447698,1,3,0,1,0,1,1,1,0,0,1,81.06822,33.246574,34.50267,192.0,40.0,36.0,39.703837,20.924528,31.819334,0.0,0.0,0.0,0.0,0.000049,0
﻿1,BP_VehicleAI218,11235.314482,28,BP_SpawnPoint22,COLLISION_WITH_NavModifierVolume36,180.737632,1533.759284,11532.33854,8.42185,450.068803,11540.76039,0.0,243.472482,743.0,743.0,true,7.848491,2.840928,3.101275,2.3807,0.0,152.0,27.449641,0.000001,0.0,0.61187,0.687532,0.879145,0.0,0.0,257.614822,257.614822,19,403.604305,143.0,0.0,9.0,0,0.0,0,203803.708155,38.171084,2,11417.072053,0.0,0,1268.687464,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000181,2
﻿1,BP_VehicleAI29,11443.2473,32,BP_SpawnPoint28,COLLISION_WITH_BP_IntersectionBorder227,1479.692721,1358.703064,14359.86189,9.528328,2.972916,14369.390218,0.0,0.0,896.0,896.0,true,9.986735,1.352545,5.127112,0.916842,0.0,30.0,0.0,0.000012,0.0,0.680996,1.011676,0.0,0.0,0.0,98.825962,98.825962,10,390.231999,0.0,0.0,30.0,0,0.0,0,203803.708155,28.064051,1,13466.214168,0.0,0,1274.033104,1,1336.007521,1,0,911.817871,1.0,312,-38.575143,99.135557,1,3,0,1,0,1,1,1,0,0,1,118.594337,32.635513,25.491859,247.0,39.0,26.0,49.572367,25.381864,24.181326,0.0,0.0,0.0,0.0,0.000571,0
﻿1,BP_VehicleAI27,10181.633949,34,BP_SpawnPoint33,STOP_VIOLATION,0.0,1253.614777,10445.990152,6.549877,106.762527,10452.540029,58.714101,0.0,924.0,945.0,true,9.250168,5.837024,3.350436,5.354941,0.0,254.0,213.859122,0.000026,0.0,2.259805,0.961324,0.082547,0.0,3.8,350.999831,350.999831,8,506.915003,0.0,146.0,108.0,0,0.0,0,203803.708155,104.097018,2,10230.855151,0.0,0,1254.877168,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000926,1
﻿1,BP_VehicleAI26,18012.815939,38,BP_SpawnPoint38,STOP_VIOLATION,0.0,2045.940962,13883.09799,9.377178,0.0,13892.475169,36.643877,0.0,1083.0,1089.0,true,9.862382,2.829706,7.160015,2.355881,0.104565,282.0,260.443658,0.0,0.0,2.093134,1.525518,0.0,0.0,4.1,97.179326,97.179326,7,504.609853,0.0,272.0,10.0,0,0.0,0,203803.708155,152.452056,2,18506.3593,6000.0,1,1192.064841,1,574.148762,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001622,1
﻿1,BP_VehicleAI28,16604.540934,39,BP_SpawnPoint12,STOP_VIOLATION,119.844035,2150.74864,19061.768992,12.461108,0.0,19074.2301,0.0,0.0,1127.0,1127.0,true,11.039896,4.480105,4.186386,3.77436,0.010039,162.0,635.049243,0.000037,0.0,7.421734,0.0,0.0,0.0,3.7,-2.906968,-2.906968,9,493.437208,0.0,144.0,18.0,0,0.0,0,203803.708155,463.354878,1,17739.972451,0.0,0,906.731645,2,0.0,1,0,79.162643,0.488923,272,5.212303,90.357789,0,1,0,1,0,1,0,0,0,0,0,132.706559,0.0,0.0,272.0,0.0,0.0,90.357789,0.0,0.0,0.0,0.0,0.0,0.0,0.002243,0
﻿1,BP_VehicleAI226,22879.092865,41,BP_SpawnPoint49,COLLISION_WITH_BP_IntersectionBorder19,608.308432,2303.225654,18651.701986,13.632928,17.652418,18665.334913,0.0,0.0,1175.0,1175.0,true,11.59949,2.187298,7.285579,1.433854,0.317346,143.0,51.006883,0.0,0.0,1.245518,2.507455,0.0,0.0,0.0,192.347888,192.347888,27,372.645634,0.0,117.0,26.0,0,0.0,0,203803.708155,47.325417,2,23697.061733,6000.0,1,1207.217702,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,1
﻿1,BP_VehicleAI224,22162.356914,44,BP_SpawnPoint11,STOP_VIOLATION,188.184144,2071.505508,23365.054209,15.563501,7.559678,23380.617711,0.0,0.0,1316.0,1316.0,true,12.671971,5.09618,3.597481,4.457287,0.0,186.0,627.322166,0.00011,0.0,9.417426,1.024303,0.178488,0.0,3.7,9.056025,9.056025,25,551.901414,0.0,144.0,42.0,0,0.0,0,203803.708155,468.183203,2,23345.495356,0.0,0,2138.793721,2,0.0,1,0,911.222168,1.0,250,21.188727,58.694404,0,1,0,1,0,1,0,0,0,0,0,130.149161,0.0,0.0,250.0,0.0,0.0,58.694404,0.0,0.0,0.0,0.0,0.0,0.0,0.001638,0
﻿1,BP_VehicleAI230,23214.405298,45,BP_SpawnPoint37,STOP_VIOLATION,0.0,2071.369815,16115.325841,11.41061,2706.986538,16126.736451,20.607167,0.0,1333.0,1347.0,true,10.990646,3.660853,12.866376,3.290343,0.402042,554.0,502.017742,0.000008,0.0,4.089325,0.671242,0.974519,0.0,3.9,146.838232,146.838232,31,505.730825,0.0,545.0,9.0,0,0.0,0,203803.708155,226.540234,2,23326.73777,6000.0,1,1205.312308,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005707,0
﻿1,BP_VehicleAI227,18089.336242,46,BP_SpawnPoint47,STOP_VIOLATION,0.691372,2613.12142,19923.450349,13.734841,16.949667,19937.18519,22.552781,0.0,1346.0,1363.0,true,11.382432,2.451946,10.179809,1.653388,0.240253,264.0,292.136071,0.000016,0.0,1.546548,0.837376,0.0,0.0,5.7,84.20833,84.20833,28,466.262617,0.0,226.0,38.0,0,0.0,0,203803.708155,68.593983,2,18251.849432,0.0,0,1133.843824,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000248,0
﻿1,BP_VehicleAI220,23945.525289,52,BP_SpawnPoint56,STOP_VIOLATION,129.152517,2538.159031,25323.444384,16.826228,0.0,25340.270612,0.0,0.0,1614.0,1614.0,true,13.878296,5.098183,6.105371,4.386186,0.0,202.0,619.435482,0.000135,0.0,7.534079,1.038343,0.228395,0.0,3.7,-45.162687,-45.162687,21,666.719056,0.0,175.0,27.0,0,0.0,0,203803.708155,473.807869,3,25064.429059,0.0,0,2526.045986,3,0.0,1,0,611.749084,0.220981,277,-2.752139,79.656371,0,1,0,1,0,1,0,0,0,0,0,156.315673,0.0,0.0,277.0,0.0,0.0,79.656371,0.0,0.0,-152.699682,0.0,152.699682,0.0,0.002515,0
﻿1,BP_VehicleAI213,35233.524469,67,BP_SpawnPoint46,COLLISION_WITH_BP_IntersectionBorder277,1392.327681,5953.801001,28447.658184,20.040029,11.191737,28467.698214,30.64243,0.0,2277.0,2296.0,true,19.644578,4.900864,11.029868,3.713828,0.406843,335.0,181.086888,0.000094,0.0,2.369175,2.270498,1.426791,0.0,0.0,-240.911779,-240.911779,14,910.593777,0.0,313.0,22.0,0,0.0,0,203803.708155,141.186298,2,37445.754902,12000.0,2,2456.053706,2,0.0,1,0,930.871582,1.0,337,-128.542401,132.623733,1,3,0,0,1,1,1,1,0,0,1,138.923036,43.080119,35.698074,253.0,47.0,37.0,71.146112,29.314671,32.16295,0.0,0.0,0.0,0.0,0.005622,0
﻿1,BP_VehicleAI214,45309.07142,73,BP_SpawnPoint58,COLLISION_WITH_BP_IntersectionBorder269,1499.816017,4364.29928,39636.077362,30.387558,0.0,39666.464919,42.756206,0.0,2567.0,2581.0,true,19.42284,2.7657,13.167983,1.481853,0.119964,224.0,146.535559,0.000009,0.0,1.761,1.287192,0.59702,0.0,0.0,184.122168,184.122168,15,983.239488,0.0,191.0,33.0,0,0.0,0,203803.708155,79.564576,2,47567.823465,6000.0,1,3756.233961,3,772.818326,1,1,1800.541931,2.0,586,-48.615391,184.961311,1,3,1,0,1,2,1,1,0,0,1,255.445115,45.879928,32.283362,501.0,49.0,36.0,122.930614,27.920581,34.110116,2793.923767,2793.923767,0.0,0.0,0.000254,0
﻿1,BP_VehicleAI229,37396.937528,73,BP_SpawnPoint52,STOP_VIOLATION,0.0,3321.196037,38810.001873,29.443923,402.97862,38839.445796,0.0,0.0,2584.0,2584.0,true,18.28757,7.810873,8.514091,6.636772,0.0,331.0,573.72403,0.000126,0.0,8.749481,0.757513,0.0,0.0,3.7,555.354951,555.354951,30,969.779586,0.0,180.0,151.0,0,0.0,0,203803.708155,401.530004,2,38214.002991,0.0,0,2459.715465,2,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002676,0
﻿1,BP_VehicleAI215,59954.794821,85,BP_SpawnPoint57,STOP_VIOLATION,0.0,2551.512279,56471.875,44.403443,0.0,56516.278443,0.0,0.0,3165.0,3165.0,true,20.677511,6.28618,8.526435,4.718834,0.0,244.0,563.730113,0.000281,0.0,7.129508,0.33896,0.040405,0.0,3.7,504.391313,504.391313,16,953.239463,0.0,215.0,29.0,0,0.0,0,203803.708155,395.266751,2,60750.811141,0.0,0,4210.689329,3,0.0,1,1,1858.98053,1.950157,505,86.748136,117.81382,0,2,1,1,0,2,1,0,0,0,0,209.104329,53.523282,0.0,401.0,104.0,0.0,87.357156,30.456665,0.0,2745.467717,2745.467717,0.0,0.0,0.001736,0
﻿1,BP_VehicleAI219,53220.884735,92,BP_SpawnPoint41,STOP_VIOLATION,0.0,2646.089197,53996.038794,40.690236,0.0,54036.72903,39.688373,0.0,3550.0,3580.0,true,22.138583,5.26281,11.617158,3.879171,0.0,259.0,616.202112,0.000239,0.0,7.800467,0.7114,0.037354,0.0,3.8,628.403037,628.403037,20,1250.034015,0.0,220.0,39.0,0,0.0,0,203803.708155,392.829452,2,54054.453711,0.0,0,4116.215162,4,1229.448216,1,0,910.527527,1.0,422,90.195005,88.049939,0,1,1,0,0,1,0,0,0,0,0,209.099467,0.0,0.0,422.0,0.0,0.0,88.049939,0.0,0.0,0.0,0.0,0.0,0.0,0.001401,0
﻿1,BP_VehicleAI22,66505.836436,102,BP_SpawnPoint,STOP_VIOLATION,0.0,3651.346829,61134.762387,47.369974,43.111825,61182.132361,0.0,0.0,4123.0,4123.0,true,24.576134,7.185581,13.105044,5.610545,0.0,377.0,628.297022,0.0004,0.0,6.983462,1.554795,0.249939,0.0,3.8,588.935311,588.935311,3,1256.038663,0.0,339.0,38.0,0,0.0,0,203803.708155,410.312282,3,67282.894245,6000.0,1,3977.533951,3,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001706,1
﻿1,BP_VehicleAI23,52249.603869,103,BP_SpawnPoint35,STOP_VIOLATION,0.0,4242.419497,49365.437244,35.042455,333.091415,49400.4797,98.513116,0.0,4139.0,4186.0,true,26.264866,8.996591,12.212391,7.323953,0.0,455.0,204.711265,0.000241,0.0,3.558942,3.032699,0.125731,0.0,3.9,1054.795217,1054.795217,4,1679.450047,0.0,239.0,216.0,0,0.0,0,203803.708155,193.583001,4,52292.799872,0.0,0,7258.820116,6,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001299,0
