Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,365453.949054,48320.199874,86.064516,STOP_VIOLATION,STOP_VIOLATION,23,31
﻿2,62726.789383,30602.796606,56.806452,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿3,118325.717793,34539.122005,63.483871,STOP_VIOLATION,STOP_VIOLATION,19,31
﻿4,126117.435195,29866.978709,56.935484,STOP_VIOLATION,STOP_VIOLATION,22,31
﻿5,72459.096246,23287.76952,45.677419,STOP_VIOLATION,STOP_VIOLATION,21,31
