Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Media_B,Acum_C,Acum_D,Acum_E,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering
﻿1,BP_VehicleAI232,-529.651143,2,BP_SpawnPoint13,COLLISION_WITH_NavModifierVolume45,1020.070834,177.867892,667.922625,0.000004,301.24703,62.557362,0.001585,0.363374,0.0,668.287584,0.0,0.0,45.0,45.0,true,2.537699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.653552,8.653552,33,24.807045
﻿1,BP_VehicleAI213,-908.212799,2,BP_SpawnPoint25,COLLISION_WITH_NavModifierVolume3,912.472397,326.725417,330.925901,0.0,309.021103,63.947525,0.000097,0.059016,0.0,330.985015,0.0,0.0,46.0,46.0,true,2.580736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.299133,11.299133,14,20.667082
﻿1,BP_VehicleAI25,-1076.89288,2,BP_SpawnPoint47,COLLISION_WITH_NavModifierVolume55,1117.152549,356.317706,396.273831,0.000454,320.499572,66.727852,0.204965,0.09858,0.0,396.577376,0.0,0.0,48.0,48.0,true,2.693712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.735914,22.735914,6,27.730655
﻿1,BP_VehicleAI227,-1052.575429,2,BP_SpawnPoint20,COLLISION_WITH_NavModifierVolume25,1224.558548,341.856694,513.647793,0.000063,331.218197,69.50818,0.029099,0.16292,0.0,513.839813,0.0,0.0,50.0,50.0,true,2.717587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.045966,10.045966,28,19.7889
﻿1,BP_VehicleAI27,-1099.73826,2,BP_SpawnPoint26,COLLISION_WITH_NavModifierVolume30,1588.005799,342.251507,829.894275,0.000481,354.194972,73.67867,0.238161,0.386611,0.0,830.519046,0.0,0.0,53.0,53.0,true,2.886295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148356,4.148356,8,23.247036
﻿1,BP_VehicleAI28,-778.541264,3,BP_SpawnPoint18,COLLISION_WITH_NavModifierVolume27,1745.810915,275.334661,1241.697798,0.00031,384.074423,79.239325,0.16627,0.740245,0.0,1242.604313,0.0,0.0,57.0,57.0,true,3.038556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.131497,-0.131497,9,28.528829
﻿1,BP_VehicleAI234,-1349.547571,3,BP_SpawnPoint31,COLLISION_WITH_NavModifierVolume33,1773.585672,390.38918,814.050055,0.000114,351.211892,79.239325,0.055608,0.321618,0.0,814.42728,0.0,0.0,57.0,57.0,true,3.050597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.676003,12.676003,35,22.764007
﻿1,BP_VehicleAI242,-1003.994254,3,BP_SpawnPoint35,COLLISION_WITH_NavModifierVolume33,1951.801536,325.464914,1272.260223,0.000493,415.977622,82.019652,0.28838,0.723593,0.0,1273.272196,0.0,0.0,59.0,59.0,true,3.110472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.067035,5.067035,43,25.826967
﻿1,BP_VehicleAI24,-1319.082455,3,BP_SpawnPoint41,COLLISION_WITH_NavModifierVolume6,1812.143945,380.408199,872.968271,0.000309,395.229742,83.409815,0.171546,0.329872,0.0,873.469689,0.0,0.0,60.0,60.0,true,3.14813,0.07506,0.0,0.07506,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.341383,-23.341383,5,26.117443
﻿1,BP_VehicleAI237,-1340.413672,3,BP_SpawnPoint49,COLLISION_WITH_NavModifierVolume54,2175.144889,358.532221,1192.212436,0.000921,386.783706,87.580306,0.494811,0.556191,0.0,1193.263438,0.0,0.0,63.0,63.0,true,3.254298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.870394,-8.870394,38,29.651067
