Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-431.567413,19451.794916,45.72,COLLISION_WITH_NavModifierVolume10,TIMEFINISHED,6,25
﻿2,6479.740556,9289.803449,25.791667,COLLISION_WITH_BP_IntersectionBorder147,LAZY,4,24
﻿3,35380.508244,6504.221568,20.208333,COLLISION_WITH_BP_IntersectionBorder148,COLLISION_WITH_NavModifierVolume40,3,24
﻿4,19868.992047,5085.714671,21.541667,COLLISION_WITH_BP_IntersectionBorder203,COLLISION_WITH_NavModifierVolume2,2,24
﻿5,4414.59652,1206.258906,10.083333,COLLISION_WITH_NavModifierVolume43,LAZY,4,24
﻿6,156.300264,2483.949822,14.666667,COLLISION_WITH_BP_IntersectionBorder117,LAZY,6,24
﻿7,10263.656395,1202.175711,7.875,COLLISION_WITH_NavModifierVolume43,LAZY,13,24
﻿8,20083.53042,2812.435235,11.833333,COLLISION_WITH_NavModifierVolume12,LAZY,11,24
﻿9,29091.697617,3815.914606,13.583333,COLLISION_WITH_NavModifierVolume2,LAZY,9,24
﻿10,23357.512138,2547.359815,10.458333,COLLISION_WITH_BP_IntersectionBorder192,LAZY,12,24
﻿11,5523.682912,5407.583322,17.0,COLLISION_WITH_BP_IntersectionBorder147,LAZY,10,24
﻿12,1296.72262,1312.629949,7.75,COLLISION_WITH_NavModifierVolume17,LAZY,13,24
﻿13,62015.368108,5543.641851,18.041667,TIMEFINISHED,LAZY,12,24
﻿14,24010.815361,8444.781854,29.083333,COLLISION_WITH_BP_IntersectionBorder221,LAZY,4,24
﻿15,48898.693371,6860.451904,19.791667,TIMEFINISHED,LAZY,14,24
﻿16,8640.896685,4941.363195,14.916667,COLLISION_WITH_NavModifierVolume30,LAZY,13,24
﻿17,6489.356736,2468.613379,10.0,COLLISION_WITH_BP_IntersectionBorder147,LAZY,13,24
﻿18,43701.427802,5787.734382,17.666667,TIMEFINISHED,COLLISION_WITH_NavModifierVolume50,2,24
﻿19,39657.863329,3562.488217,17.291667,COLLISION_WITH_NavModifierVolume50,LAZY,15,24
﻿20,8381.764118,4756.12964,18.125,COLLISION_WITH_NavModifierVolume43,LAZY,11,24
﻿21,222.971238,3104.245934,11.125,COLLISION_WITH_BP_IntersectionBorder116,LAZY,4,24
﻿22,206.815683,5069.679057,15.958333,COLLISION_WITH_BP_IntersectionBorder117,LAZY,4,24
﻿23,21243.798278,3127.124661,11.75,STOP_VIOLATION,LAZY,13,24
﻿24,46869.982506,8455.8985,24.333333,TIMEFINISHED,LAZY,5,24
﻿25,7307.304504,4613.592812,15.916667,COLLISION_WITH_NavModifierVolume21,LAZY,13,24
﻿26,57931.068314,7133.411382,19.541667,TIMEFINISHED,TIMEFINISHED,2,24
﻿27,44755.586013,3968.791267,13.375,TIMEFINISHED,COLLISION_WITH_NavModifierVolume40,2,24
﻿28,41970.658295,3329.362228,15.458333,TIMEFINISHED,LAZY,3,24
﻿29,3638.29697,2376.156039,10.25,COLLISION_WITH_BP_IntersectionBorder200,LAZY,10,24
﻿30,45057.012192,4279.086308,13.916667,TIMEFINISHED,COLLISION_WITH_NavModifierVolume10,4,24
﻿31,1236.727008,1448.773637,9.416667,LAZY,LAZY,10,24
﻿32,59753.45641,3045.237328,13.958333,TIMEFINISHED,LAZY,5,24
﻿33,53690.680427,4461.864929,15.416667,TIMEFINISHED,LAZY,13,24
﻿34,1808.309339,1321.197629,6.833333,COLLISION_WITH_NavModifierVolume19,COLLISION_WITH_NavModifierVolume18,2,24
﻿35,29020.305068,6440.81259,19.958333,COLLISION_WITH_BP_IntersectionBorder148,LAZY,13,24
﻿36,32663.923787,3755.744892,11.75,COLLISION_WITH_NavModifierVolume40,COLLISION_WITH_NavModifierVolume40,3,24
﻿37,5222.720746,2534.718183,11.875,COLLISION_WITH_NavModifierVolume43,LAZY,4,24
﻿38,43362.985172,3068.00218,11.833333,COLLISION_WITH_NavModifierVolume137,LAZY,14,24
﻿39,1805.100867,3802.482403,13.791667,COLLISION_WITH_NavModifierVolume19,LAZY,14,24
﻿40,47677.237634,4288.494294,13.291667,COLLISION_WITH_NavModifierVolume50,LAZY,14,24
﻿41,32290.26755,3934.723424,16.0,COLLISION_WITH_NavModifierVolume55,LAZY,13,24
﻿42,5122.656173,3505.089143,13.458333,COLLISION_WITH_NavModifierVolume43,COLLISION_WITH_NavModifierVolume10,3,24
﻿43,831.861297,3982.21726,13.583333,COLLISION_WITH_NavModifierVolume15,LAZY,12,24
﻿44,25901.478243,4193.320115,16.0,COLLISION_WITH_BP_IntersectionBorder192,LAZY,3,24
﻿45,40116.818026,8177.604993,22.083333,COLLISION_WITH_NavModifierVolume17,LAZY,4,24
﻿46,8207.300617,4353.451674,15.291667,COLLISION_WITH_NavModifierVolume43,LAZY,13,24
﻿47,47886.829058,2661.388975,10.291667,TIMEFINISHED,COLLISION_WITH_NavModifierVolume19,2,24
﻿48,32236.492447,4912.577924,13.541667,COLLISION_WITH_NavModifierVolume137,COLLISION_WITH_NavModifierVolume10,3,24
﻿49,5232.08089,1074.841575,6.291667,COLLISION_WITH_NavModifierVolume43,LAZY,5,24
﻿50,5218.326293,2009.544643,10.125,COLLISION_WITH_NavModifierVolume43,LAZY,12,24
﻿51,6390.237266,3463.627417,18.125,COLLISION_WITH_BP_IntersectionBorder147,LAZY,3,24
﻿52,56397.871031,4754.400928,14.291667,TIMEFINISHED,COLLISION_WITH_NavModifierVolume15,2,24
﻿53,3357.59111,1333.01796,7.375,COLLISION_WITH_NavModifierVolume20,COLLISION_WITH_NavModifierVolume20,2,24
﻿54,4960.30114,3285.192659,13.916667,COLLISION_WITH_NavModifierVolume43,LAZY,12,24
﻿55,6359.65845,6090.919837,17.041667,COLLISION_WITH_BP_IntersectionBorder147,LAZY,4,24
﻿56,1814.636696,2802.684344,11.333333,COLLISION_WITH_NavModifierVolume19,LAZY,13,24
﻿57,6391.17377,5920.018138,17.75,COLLISION_WITH_BP_IntersectionBorder147,LAZY,13,24
﻿58,9557.407818,2905.47265,11.5,COLLISION_WITH_NavModifierVolume21,LAZY,13,24
﻿59,38046.484878,2280.244158,10.75,COLLISION_WITH_NavModifierVolume137,LAZY,13,24
﻿60,10447.118334,4282.465896,15.166667,COLLISION_WITH_NavModifierVolume43,LAZY,4,24
﻿61,1669.073967,2772.195614,12.291667,COLLISION_WITH_NavModifierVolume19,LAZY,14,24
﻿62,44152.705923,2536.097159,10.958333,COLLISION_WITH_NavModifierVolume50,LAZY,14,24
﻿63,6428.753297,3738.605453,12.75,COLLISION_WITH_BP_IntersectionBorder147,LAZY,13,24
