Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,88891.961208,25894.484216,43.40625,TIMEFINISHED,COLLISION_WITH_NavModifierVolume19,5,32
﻿2,-311.778017,16817.684509,30.65625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,6,32
﻿3,-326.896198,22164.711435,36.75,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿4,-384.333126,27803.330781,44.53125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿5,-452.62312,15607.19071,26.1875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿6,83403.598817,24303.618208,40.75,TIMEFINISHED,TIMEFINISHED,6,32
﻿7,-326.182575,25216.713631,40.0,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,6,32
﻿8,-306.510505,14991.614114,25.96875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_BP_IntersectionBorder192,4,32
﻿9,-250.854785,20513.910716,33.40625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,3,32
﻿10,-325.566085,20336.183072,34.28125,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_BP_IntersectionBorder147,4,32
﻿11,-289.08951,24405.245488,42.03125,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,7,32
﻿12,-272.256707,16486.420399,29.53125,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿13,-255.696109,22705.055655,38.125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿14,-266.768392,18877.591001,31.34375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿15,-215.93904,23520.398083,39.65625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿16,-509.285274,25977.550459,42.5,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿17,-324.277052,23035.353574,40.15625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,4,32
﻿18,-210.256624,24104.524877,38.25,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿19,-318.887728,14042.427485,23.875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume40,3,32
﻿20,-349.006512,18414.655916,32.125,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿21,-418.488813,21809.074136,35.625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿22,-346.743877,19786.871812,34.625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿23,-395.216665,20833.462746,36.40625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿24,-319.758232,14127.79676,26.09375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,3,32
﻿25,-197.537511,23479.209565,39.0,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿26,-369.118016,20312.55023,33.90625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿27,-238.993419,23680.352325,37.71875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿28,-327.047046,24533.323912,41.1875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,4,32
﻿29,-296.292014,18426.764458,30.9375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,3,32
﻿30,-329.80139,25131.140204,41.34375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿31,-322.94549,22605.562449,39.375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_BP_IntersectionBorder147,4,32
﻿32,-232.392609,16807.251835,29.9375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,3,32
﻿33,-222.459708,18123.659184,32.84375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_BP_IntersectionBorder203,3,32
﻿34,-304.141871,15788.489682,28.96875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿35,-236.351325,21419.02472,35.90625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿36,-349.741985,29470.203845,46.25,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿37,9792.823182,19368.908928,32.0,COLLISION_WITH_NavModifierVolume25,COLLISION_WITH_NavModifierVolume19,3,32
﻿38,-247.533178,18902.134705,31.625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿39,-251.843712,23099.869093,37.96875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,5,32
﻿40,-273.321991,22368.27701,37.15625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume40,5,32
﻿41,-297.453994,22868.565532,37.53125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿42,-297.533425,19165.716634,31.0,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿43,-319.924546,20981.237051,35.375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿44,-284.731704,25400.034851,43.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿45,-345.701622,20698.823439,42.3125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿46,-293.31413,17421.498132,34.375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿47,-348.317863,20776.016686,38.40625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿48,-234.421427,17436.870835,36.65625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿49,-278.565708,25771.532534,46.96875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿50,-325.452447,26154.589676,49.28125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿51,-240.47917,21597.138228,39.6875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿52,-494.897069,21570.054363,41.1875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,8,32
﻿53,-366.590843,17871.761881,35.65625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,6,32
﻿54,-231.775064,24805.285222,47.5625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,8,32
﻿55,-322.087159,18577.678359,35.84375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,4,32
﻿56,-325.886527,26312.836896,49.40625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,10,32
﻿57,-146.627953,23741.02511,47.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,8,32
﻿58,-346.37647,21821.83082,38.4375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿59,-274.978371,21705.491262,42.3125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿60,-186.023704,22334.370289,44.0625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,8,32
﻿61,-315.150799,17930.778875,36.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿62,-267.444912,22838.992506,42.15625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿63,-300.683178,25458.183778,47.90625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿64,-213.392089,23921.77715,47.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,8,32
﻿65,-229.065274,14829.001094,29.03125,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,6,32
﻿66,-358.724811,22485.3667,43.8125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,9,32
﻿67,-204.551224,22022.319592,43.3125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿68,-328.30146,19427.456088,38.0625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿69,-236.718445,19454.990257,35.625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿70,-191.110156,21163.992607,40.5,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿71,-294.750551,20249.838296,37.4375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿72,-333.933156,22148.725813,41.46875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿73,-239.28852,20172.625176,37.8125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿74,-279.290791,27020.311869,49.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,9,32
﻿75,-333.709199,19923.250989,36.46875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿76,-217.192547,25120.420957,46.15625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,9,32
﻿77,-325.95574,24984.320664,47.40625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,9,32
﻿78,-320.880698,22979.174634,43.46875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿79,-335.584197,24580.693141,48.75,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,10,32
﻿80,-324.968047,22560.9405,44.65625,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿81,-286.439765,22933.886822,43.4375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,7,32
﻿82,-260.212959,20495.922897,40.03125,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,6,32
﻿83,10498.347347,21282.584898,38.6875,COLLISION_WITH_NavModifierVolume43,TIMEFINISHED,6,32
﻿84,83381.575853,23297.603223,42.59375,TIMEFINISHED,TIMEFINISHED,7,32
﻿85,3620.84194,20385.689265,39.21875,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume19,5,32
﻿86,3479.579567,20552.788476,36.40625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,6,32
﻿87,85635.015499,25487.392786,43.5,TIMEFINISHED,TIMEFINISHED,7,32
﻿88,3560.876838,25894.771482,46.625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,8,32
﻿89,3578.613113,23044.032866,43.5,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿90,3554.656987,27818.245702,48.8125,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,8,32
﻿91,3694.772722,21920.138188,41.15625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,6,32
﻿92,3637.915023,26252.88741,47.625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,7,32
﻿93,3581.016096,14034.821025,21.4375,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume19,7,32
﻿94,95171.574275,27624.906812,46.34375,TIMEFINISHED,TIMEFINISHED,10,32
﻿95,97273.915155,23910.989015,44.40625,TIMEFINISHED,TIMEFINISHED,6,32
﻿96,3544.164864,24882.733586,44.40625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,7,32
﻿97,10239.18377,28062.466681,49.4375,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,9,32
﻿98,98282.535748,26775.903113,46.625,TIMEFINISHED,TIMEFINISHED,7,32
﻿99,90736.938637,23606.463851,43.0625,TIMEFINISHED,TIMEFINISHED,5,32
﻿100,10514.999255,18678.721297,34.75,COLLISION_WITH_NavModifierVolume25,COLLISION_WITH_NavModifierVolume19,5,32
﻿101,3464.585348,21966.666896,35.0625,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume19,6,32
﻿102,107090.048401,19890.039483,35.03125,TIMEFINISHED,TIMEFINISHED,5,32
﻿103,84549.769442,21541.934228,32.40625,TIMEFINISHED,COLLISION_WITH_NavModifierVolume19,7,32
﻿104,108048.911137,24866.40864,41.0625,TIMEFINISHED,TIMEFINISHED,7,32
﻿105,109048.034141,18382.276697,29.75,TIMEFINISHED,TIMEFINISHED,4,32
﻿106,3547.84866,18355.177952,30.21875,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume19,4,32
﻿107,3660.469934,11355.150182,23.8125,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,3,32
﻿108,98702.244495,19951.179839,34.375,TIMEFINISHED,TIMEFINISHED,6,32
﻿109,102857.091089,17729.815511,29.84375,TIMEFINISHED,TIMEFINISHED,4,32
﻿110,105626.362768,17597.356488,32.5625,TIMEFINISHED,TIMEFINISHED,6,32
﻿111,10341.176511,16640.772123,30.375,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,4,32
﻿112,3527.607003,19290.746495,31.625,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume19,4,32
﻿113,3605.342103,13694.733196,26.4375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,3,32
﻿114,108457.979991,20234.885105,34.5,TIMEFINISHED,TIMEFINISHED,6,32
﻿115,3587.929241,15009.510105,27.9375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,4,32
﻿116,3606.157799,19988.748119,33.875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿117,112447.602664,17180.030326,27.15625,TIMEFINISHED,TIMEFINISHED,3,32
﻿118,10307.43042,19150.739994,33.65625,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,5,32
﻿119,103351.905817,17945.125931,29.59375,TIMEFINISHED,TIMEFINISHED,4,32
﻿120,10380.278022,15344.901633,31.5,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,5,32
﻿121,107183.149265,17898.084735,28.46875,TIMEFINISHED,TIMEFINISHED,4,32
﻿122,11096.927395,16590.12527,28.84375,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,4,32
﻿123,3600.413679,16368.63344,29.84375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿124,3685.528788,12301.051213,25.34375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,3,32
﻿125,3555.541091,14421.008555,31.71875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿126,3591.788576,13966.567237,29.34375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿127,3533.221112,14203.557677,27.6875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,4,32
﻿128,3496.557016,11195.535132,28.90625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,4,32
﻿129,3582.567298,20731.532442,43.9375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,8,32
﻿130,3627.927112,17124.594093,35.71875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,6,32
﻿131,11141.586189,12521.9658,27.5625,COLLISION_WITH_NavModifierVolume25,TIMEFINISHED,3,32
﻿132,3576.286138,12106.878709,30.71875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
﻿133,3586.85233,17071.810819,39.34375,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,7,32
﻿134,3494.870885,10172.337576,21.875,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,3,32
﻿135,3533.492584,16923.822472,37.15625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,6,32
﻿136,3597.927747,16860.005166,35.15625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,6,32
﻿137,3593.490202,14108.084215,32.15625,COLLISION_WITH_BP_IntersectionBorder147,TIMEFINISHED,5,32
