Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-488.128975,158.551347,5.615385,COLLISION_WITH_NavModifierVolume20,LAZY,33,52
﻿2,1738.751652,-211.575161,3.519231,COLLISION_WITH_NavModifierVolume21,LAZY,6,52
﻿3,-1619.264746,-128.921419,3.769231,COLLISION_WITH_BP_IntersectionBorder146,LAZY,4,52
﻿4,-1631.651247,172.693168,5.057692,COLLISION_WITH_BP_IntersectionBorder127,LAZY,11,52
﻿5,-890.223857,224.173263,4.346154,COLLISION_WITH_NavModifierVolume2,LAZY,10,52
﻿6,-1183.137644,-204.026288,3.884615,COLLISION_WITH_NavModifierVolume15,LAZY,21,52
﻿7,-458.74376,-18.281254,4.596154,COLLISION_WITH_NavModifierVolume30,LAZY,25,52
﻿8,-285.706341,-65.952219,4.557692,COLLISION_WITH_NavModifierVolume15,LAZY,23,52
﻿9,-2098.235838,178.845652,4.615385,COLLISION_WITH_NavModifierVolume15,LAZY,13,52
﻿10,-132.012317,-296.207309,3.615385,LAZY,LAZY,6,52
﻿11,167.844502,34.264946,4.461538,COLLISION_WITH_NavModifierVolume33,LAZY,20,52
﻿12,624.060625,-191.611605,4.115385,COLLISION_WITH_NavModifierVolume19,LAZY,27,52
﻿13,854.922994,250.091589,4.75,COLLISION_WITH_NavModifierVolume8,LAZY,13,52
﻿14,53.700269,-206.824279,3.846154,COLLISION_WITH_NavModifierVolume14,LAZY,23,52
﻿15,4828.743283,-59.376744,4.115385,COLLISION_WITH_NavModifierVolume8,LAZY,27,52
﻿16,1032.523451,196.123968,4.865385,COLLISION_WITH_NavModifierVolume14,LAZY,13,52
﻿17,11615.521826,390.956119,5.0,COLLISION_WITH_NavModifierVolume13,LAZY,28,52
﻿18,3104.345324,209.967302,4.557692,COLLISION_WITH_NavModifierVolume46,LAZY,10,52
﻿19,1726.636107,687.680293,6.442308,COLLISION_WITH_NavModifierVolume14,LAZY,20,52
﻿20,1213.068213,7.856183,4.192308,COLLISION_WITH_NavModifierVolume54,LAZY,19,52
﻿21,296.493865,218.109704,5.173077,TRAFFIC_VIOLATION,LAZY,20,52
﻿22,5960.503957,371.357613,5.153846,YIELD_VIOLATION,LAZY,25,52
﻿23,3874.23742,-62.523057,5.019231,COLLISION_WITH_NavModifierVolume61,LAZY,27,52
﻿24,2244.837327,116.126194,4.730769,COLLISION_WITH_BP_IntersectionBorder175,LAZY,23,52
﻿25,1595.952405,186.932841,4.730769,COLLISION_WITH_NavModifierVolume141,LAZY,29,52
﻿26,2612.749747,195.741945,5.192308,COLLISION_WITH_NavModifierVolume61,LAZY,24,52
﻿27,3269.647733,187.955982,5.673077,COLLISION_WITH_NavModifierVolume14,LAZY,15,52
﻿28,1457.072225,263.796164,4.826923,COLLISION_WITH_NavModifierVolume28,LAZY,10,52
﻿29,2104.263213,153.264274,5.134615,COLLISION_WITH_NavModifierVolume53,LAZY,24,52
