Generación,MejorFitnessNorm,FitnessNormMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular
﻿575,20949.104092,625.256264,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿576,2937.139845,563.538671,4.683333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,31
﻿577,20524.732152,178.84282,4.283333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿578,55406.388016,-303.80574,6.8,CORRECTINGWRONG,LAZY,28
﻿579,8412.679339,375.936128,5.316667,CORRECTINGWRONG,LAZY,26
﻿580,16208.99606,915.993894,5.416667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿581,44853.219075,80.584012,4.566667,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿582,26218.965982,557.731937,4.233333,CORRECTINGWRONG,LAZY,27
﻿583,13445.697002,-809.458984,5.466667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿584,17212.350014,486.680707,4.233333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿585,21094.924573,1832.236048,4.8,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿586,14882.453615,749.723735,5.583333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿587,66781.20306,-1157.373118,6.233333,COLLISION_WITH_NavModifierVolume21,LAZY,28
﻿588,19999.426768,984.402003,4.733333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿589,21609.659111,498.023566,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿590,76174.6293,-1742.999505,7.083333,COLLISION_WITH_BP_IntersectionBorder40,LAZY,28
﻿591,21215.133589,1474.253142,4.983333,COLLISION_WITH_NavModifierVolume30,LAZY,22
﻿592,17929.321914,890.656063,5.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿593,15996.33068,1148.899884,5.4,COLLISION_WITH_NavModifierVolume23,LAZY,24
﻿594,67997.151138,-4714.927084,6.016667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,27
﻿595,116764.696679,-607.377743,8.016667,CORRECTINGWRONG,LAZY,29
﻿596,18064.481512,209.968412,4.833333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿597,114679.232863,496.13435,7.866667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿598,14922.87113,-341.282238,5.95,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿599,17732.20707,680.407173,5.333333,COLLISION_WITH_NavModifierVolume23,LAZY,23
﻿600,52376.170075,-3724.916341,5.383333,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿601,16836.058025,1533.180573,4.816667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿602,21382.989301,517.356245,4.2,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿603,17748.952457,1998.070119,5.9,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿604,14557.786446,1067.524036,5.466667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿605,17451.115755,508.630572,4.533333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,25
﻿606,96710.377174,-4724.891445,5.55,CORRECTINGWRONG,LAZY,25
﻿607,17231.366941,412.383618,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,22
﻿608,21246.275964,1677.503029,4.75,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿609,15401.151757,-20.277883,4.333333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿610,21218.774136,801.375974,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿611,5159.423359,284.701578,4.2,COLLISION_WITH_NavModifierVolume12,LAZY,28
﻿612,18577.294072,-556.923278,5.9,COLLISION_WITH_NavModifierVolume2,LAZY,25
﻿613,18811.220733,269.420024,4.8,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿614,20727.083027,1712.408868,5.3,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿615,15171.584741,1191.536734,5.266667,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿616,16102.157097,1566.772219,5.3,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿617,20544.461529,1400.935176,4.716667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿618,18502.806092,480.068948,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿619,43165.116994,-1446.204855,4.9,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿620,18886.893062,594.377107,5.016667,COLLISION_WITH_NavModifierVolume43,LAZY,23
﻿621,153491.004636,-6317.69364,7.583333,COLLISION_WITH_BP_IntersectionBorder15,LAZY,23
﻿622,18407.224298,-245.574662,4.933333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿623,13981.67683,358.222316,6.2,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿624,21467.396078,-1820.776313,5.166667,COLLISION_WITH_NavModifierVolume42,LAZY,32
﻿625,13896.258035,-631.246613,6.583333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿626,31621.164535,793.872903,5.283333,CORRECTINGWRONG,LAZY,29
﻿627,17076.457367,-1501.349365,5.033333,COLLISION_WITH_NavModifierVolume2,LAZY,29
﻿628,3859.792641,259.61296,4.666667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿629,45036.136953,1149.405931,5.483333,COLLISION_WITH_NavModifierVolume22,LAZY,27
﻿630,21217.086143,1454.150047,4.716667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿631,17175.840623,2001.703394,5.066667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,26
﻿632,18038.849041,535.184156,4.25,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿633,40560.334165,-2292.3982,6.45,COLLISION_WITH_NavModifierVolume22,LAZY,29
﻿634,11618.560536,239.738525,4.816667,CORRECTINGWRONG,LAZY,28
﻿635,11219.64504,477.657999,4.866667,CORRECTINGWRONG,LAZY,27
﻿636,20393.048447,-285.521986,4.566667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿637,259615.721253,-14322.140202,7.616667,COLLISION_WITH_NavModifierVolume40,LAZY,25
﻿638,17571.636413,-1952.221319,5.8,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿639,12262.336398,789.041872,5.366667,CORRECTINGWRONG,LAZY,26
﻿640,20503.795381,1501.639446,5.25,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿641,21238.000454,754.51308,4.5,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿642,19557.755585,1478.253953,5.25,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿643,20895.807721,1342.649724,5.416667,COLLISION_WITH_NavModifierVolume2,LAZY,27
﻿644,143925.252873,-8416.181813,7.05,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿645,45945.684605,-85.014363,5.0,CORRECTINGWRONG,LAZY,28
﻿646,133298.527973,-6142.724797,8.7,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿647,13890.856543,192.522952,4.6,COLLISION_WITH_BP_IntersectionBorder11,LAZY,24
﻿648,13498.385281,1352.670893,6.1,COLLISION_WITH_BP_IntersectionBorder36,LAZY,24
﻿649,131694.115032,-6832.528331,7.45,COLLISION_WITH_BP_TrafficLight_01,LAZY,27
﻿650,3614.317352,40.58082,4.633333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿651,14568.496625,-2005.357669,6.0,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿652,10836.526901,873.17247,5.616667,CORRECTINGWRONG,LAZY,32
﻿653,15868.295303,1094.822073,4.166667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,27
﻿654,4708.260792,762.681145,4.7,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿655,13206.958088,67.252242,5.033333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,29
﻿656,16574.108907,-124.58508,4.916667,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿657,17899.202097,-235.290659,4.533333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,30
﻿658,26003.39581,1467.290768,4.566667,CORRECTINGWRONG,LAZY,26
﻿659,40366.501026,238.150771,5.016667,CORRECTINGWRONG,LAZY,32
﻿660,16732.996319,1603.221415,5.066667,COLLISION_WITH_NavModifierVolume61,LAZY,29
﻿661,13370.793298,-10.109446,6.566667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿662,20648.599981,1513.892213,4.7,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿663,15570.479303,-2963.511582,6.166667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿664,12122.365734,-1772.854354,6.466667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿665,14449.204023,-5075.912242,8.55,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿666,4930.619458,-1265.951251,4.75,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿667,55742.115334,-486.337518,5.5,CORRECTINGWRONG,LAZY,26
﻿668,9544.686751,-275.842369,5.85,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿669,7044.996385,-939.117398,5.9,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿670,26191.702392,17.421624,5.483333,COLLISION_WITH_NavModifierVolume42,LAZY,35
﻿671,67226.083044,-2858.710702,5.383333,COLLISION_WITH_NavModifierVolume21,LAZY,28
﻿672,18867.295403,395.800755,5.416667,COLLISION_WITH_NavModifierVolume20,LAZY,25
﻿673,17300.209754,2382.914365,5.033333,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿674,18166.326537,1139.943571,4.616667,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿675,19047.068001,1872.079404,6.166667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿676,3751.631507,434.780745,4.833333,COLLISION_WITH_NavModifierVolume12,LAZY,25
﻿677,26059.504151,-692.178524,4.866667,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿678,9166.776547,240.020327,5.266667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿679,41978.541373,-1057.925616,5.016667,CORRECTINGWRONG,LAZY,29
﻿680,19970.062832,1726.920449,4.783333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿681,19410.626782,-194.596059,5.5,COLLISION_WITH_NavModifierVolume2,LAZY,26
﻿682,15482.379631,-671.445631,5.116667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿683,1927.875105,863.435602,4.75,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿684,11018.75786,-708.753832,6.766667,COLLISION_WITH_NavModifierVolume2,LAZY,28
﻿685,21325.067599,1797.955839,4.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿686,116347.304026,-8138.296276,6.683333,COLLISION_WITH_BP_IntersectionBorder46,LAZY,28
﻿687,8325.870853,-2703.765903,5.466667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿688,77398.828282,-2228.946955,6.166667,COLLISION_WITH_NavModifierVolume22,LAZY,27
﻿689,17379.605219,733.19575,5.016667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿690,49678.213822,-16.824919,4.483333,CORRECTINGWRONG,LAZY,30
﻿691,10539.134372,-365.012746,4.866667,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿692,94939.519083,-3330.345722,5.1,COLLISION_WITH_BP_IntersectionBorder67,LAZY,32
﻿693,17780.243304,-926.107668,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿694,17790.277579,-1165.924337,5.066667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿695,14608.876715,-306.999748,5.7,COLLISION_WITH_BP_IntersectionBorder11,LAZY,32
﻿696,19521.689887,1361.683832,4.833333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,27
﻿697,8041.457119,720.723995,5.233333,CORRECTINGWRONG,LAZY,25
﻿698,18716.389868,-1091.704239,5.1,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿699,11801.227136,166.402659,4.8,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿700,83811.134363,-838.977214,5.7,CORRECTINGWRONG,LAZY,29
﻿701,21708.79122,1399.470136,4.416667,COLLISION_WITH_BP_IntersectionBorder36,LAZY,29
﻿702,44812.496474,984.137372,6.233333,CORRECTINGWRONG,LAZY,24
﻿703,95255.224072,-1731.755978,6.416667,COLLISION_WITH_NavModifierVolume21,LAZY,26
﻿704,18905.334914,-1064.662591,4.85,COLLISION_WITH_NavModifierVolume2,LAZY,28
﻿705,10728.658071,-5115.716609,6.45,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿706,14384.162134,240.555179,4.483333,CORRECTINGWRONG,LAZY,29
﻿707,23404.627751,413.719465,5.35,COLLISION_WITH_NavModifierVolume42,LAZY,26
﻿708,88060.323695,-2382.977105,5.866667,COLLISION_WITH_NavModifierVolume11,LAZY,30
﻿709,16017.116922,1539.774064,5.633333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿710,20624.538831,868.284249,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿711,16985.260046,-942.048156,5.183333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿712,17057.980275,690.727512,6.033333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿713,13481.00338,793.336779,4.65,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿714,69694.733938,-1828.953118,5.733333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,24
﻿715,21483.087567,1071.928887,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿716,15268.742739,-4348.772884,7.066667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿717,13921.556821,521.811436,5.283333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿718,19259.365672,936.892329,5.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿719,16259.318752,2133.959231,5.333333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿720,21136.039693,697.834692,4.866667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿721,54477.809185,-1670.859445,5.3,COLLISION_WITH_BP_IntersectionBorder96,LAZY,32
﻿722,82235.864391,843.404675,6.783333,COLLISION_WITH_NavModifierVolume2,LAZY,23
﻿723,19318.758012,142.963335,4.866667,COLLISION_WITH_NavModifierVolume2,LAZY,32
﻿724,80686.492567,-2285.246758,7.316667,COLLISION_WITH_NavModifierVolume18,LAZY,31
﻿725,16624.640963,-462.878698,5.383333,COLLISION_WITH_NavModifierVolume23,LAZY,24
﻿726,5851.329153,-332.458367,4.0,LAZY,LAZY,26
﻿727,12975.270843,-907.612919,7.483333,COLLISION_WITH_NavModifierVolume12,LAZY,28
﻿728,16870.202064,1.475396,5.383333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿729,143903.160446,-3575.704415,6.866667,COLLISION_WITH_NavModifierVolume42,LAZY,29
﻿730,104790.139589,-5731.88655,5.65,CORRECTINGWRONG,LAZY,27
﻿731,85150.330156,-1741.907699,6.3,COLLISION_WITH_BP_IntersectionBorder67,LAZY,25
﻿732,21154.807692,1286.340406,4.8,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿733,12391.458108,246.030734,5.416667,CORRECTINGWRONG,LAZY,30
﻿734,21894.526242,1186.758657,4.516667,COLLISION_WITH_BP_IntersectionBorder36,LAZY,29
﻿735,16395.98318,-2283.597398,6.8,LAZY,LAZY,27
﻿736,21319.375065,1190.454476,4.283333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿737,39791.885381,1704.514799,6.783333,CORRECTINGWRONG,LAZY,32
﻿738,52581.315757,-2579.19671,5.333333,COLLISION_WITH_NavModifierVolume7,LAZY,29
﻿739,64307.44655,-275.821746,6.4,CORRECTINGWRONG,LAZY,26
﻿740,43205.095752,529.751613,4.666667,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿741,98747.909378,-4561.031017,5.75,COLLISION_WITH_BP_TrafficLight_01,LAZY,22
﻿742,16707.336056,341.128012,5.433333,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿743,18810.846198,1327.2355,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿744,4140.334822,-89.912309,5.85,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿745,7166.654021,519.179311,5.316667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿746,189607.082472,-6604.71357,7.816667,CORRECTINGWRONG,LAZY,29
﻿747,19780.972337,-1042.521885,5.066667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿748,92831.74748,-4269.044098,5.616667,COLLISION_WITH_BP_IntersectionBorder67,LAZY,30
﻿749,109202.038962,-2426.272566,7.733333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿750,15017.310981,1356.142765,6.116667,CORRECTINGWRONG,LAZY,27
﻿751,53137.482611,-892.022251,4.816667,COLLISION_WITH_BP_IntersectionBorder46,LAZY,31
﻿752,14258.041443,411.848301,6.283333,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿753,16012.683617,494.186886,4.816667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿754,20006.286556,717.633327,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿755,56836.753494,-791.117331,5.483333,COLLISION_WITH_BP_IntersectionBorder19,LAZY,30
﻿756,2404.198696,-2472.050198,7.516667,COLLISION_WITH_NavModifierVolume23,LAZY,23
﻿757,132199.192146,-4227.506403,6.966667,COLLISION_WITH_BP_IntersectionBorder15,LAZY,32
﻿758,19542.344585,1209.147406,4.9,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿759,16606.248879,-1790.825144,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿760,19475.394269,763.369304,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿761,3203.219828,-466.443228,5.183333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿762,18979.615689,786.432922,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿763,10792.978825,-1238.162437,5.45,CORRECTINGWRONG,LAZY,28
﻿764,25676.061743,665.093487,5.016667,COLLISION_WITH_NavModifierVolume42,LAZY,31
﻿765,21081.530371,760.799399,4.866667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿766,17253.925789,-325.109549,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿767,18955.378267,-201.428679,4.333333,CORRECTINGWRONG,LAZY,28
﻿768,4772.724165,217.740277,4.533333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿769,13341.202529,1397.041463,6.233333,CORRECTINGWRONG,LAZY,24
﻿770,276358.46662,-11650.451313,9.0,COLLISION_WITH_BP_IntersectionBorder124,LAZY,23
﻿771,17916.637761,-3652.824093,6.916667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿772,26789.629995,790.066928,4.516667,COLLISION_WITH_NavModifierVolume42,LAZY,28
﻿773,14469.743366,1031.841679,6.7,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿774,4474.729351,137.810888,4.183333,COLLISION_WITH_NavModifierVolume61,LAZY,26
﻿775,13163.501329,135.222392,4.85,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿776,19907.660253,-277.487768,4.866667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿777,26557.89658,-759.940702,4.45,COLLISION_WITH_NavModifierVolume42,LAZY,22
﻿778,83331.042735,-1426.391781,6.133333,COLLISION_WITH_NavModifierVolume22,LAZY,29
﻿779,17773.103297,53.329871,4.583333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,23
﻿780,12152.095508,980.938617,5.116667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿781,17654.615355,529.967769,5.116667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿782,21139.246801,1947.716038,5.05,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿783,73430.79829,-230.754864,5.35,COLLISION_WITH_NavModifierVolume52,LAZY,30
﻿784,16003.906412,744.048697,4.766667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿785,21664.354597,876.407207,4.216667,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿786,15621.628709,-1247.381438,4.766667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿787,20163.826411,-2817.664804,6.033333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿788,4134.566857,-83.389281,4.3,COLLISION_WITH_NavModifierVolume12,LAZY,31
﻿789,141385.644815,-4687.983366,6.4,COLLISION_WITH_BP_IntersectionBorder123,LAZY,30
﻿790,21226.820333,680.148473,4.233333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,30
﻿791,142253.056744,-4141.93881,6.65,COLLISION_WITH_BP_IntersectionBorder67,LAZY,28
﻿792,20850.223576,604.366725,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿793,12852.790249,-1585.080544,5.816667,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿794,16357.045976,423.831261,4.5,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿795,21871.612029,1524.569172,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿796,4825.510895,-46.822128,4.133333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿797,17120.432228,491.329062,4.9,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿798,17456.705774,-332.112221,4.6,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿799,20805.811186,454.567978,4.866667,COLLISION_WITH_NavModifierVolume2,LAZY,31
﻿800,4100.365907,140.067352,4.6,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿801,15965.330743,836.037941,4.266667,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿802,20742.05678,888.532934,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿803,11914.680461,606.499519,4.5,CORRECTINGWRONG,LAZY,25
﻿804,17157.479788,839.625389,4.883333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,29
﻿805,19070.835849,-184.1433,4.7,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿806,19108.481815,439.009976,5.933333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿807,20792.456297,1391.365128,4.95,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿808,6163.330459,125.02155,5.3,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿809,20397.864734,36.024741,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿810,18832.603062,756.506506,4.966667,COLLISION_WITH_BP_IntersectionBorder36,LAZY,35
﻿811,4235.03542,-369.484705,4.433333,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿812,4681.173567,310.557052,4.05,COLLISION_WITH_NavModifierVolume12,LAZY,30
﻿813,75139.391368,-2951.346098,5.666667,COLLISION_WITH_NavModifierVolume54,LAZY,30
﻿814,18637.183929,2079.130237,5.233333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿815,19067.915621,-3.695434,5.233333,COLLISION_WITH_NavModifierVolume20,LAZY,31
﻿816,75198.316574,-4125.18249,5.35,COLLISION_WITH_NavModifierVolume42,LAZY,25
﻿817,17241.439122,854.081286,4.366667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿818,11603.740442,310.05047,4.3,COLLISION_WITH_NavModifierVolume2,LAZY,27
﻿819,17214.664772,919.860721,5.833333,COLLISION_WITH_NavModifierVolume2,LAZY,32
﻿820,10007.82,-2139.82739,5.733333,CORRECTINGWRONG,LAZY,30
﻿821,18519.877551,1554.20278,4.866667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿822,4220.338007,115.964655,3.833333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿823,13057.118112,-338.502714,6.75,COLLISION_WITH_NavModifierVolume12,LAZY,27
﻿824,18967.33521,2015.887174,5.3,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿825,18743.578101,-564.976395,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿826,9469.418499,-2337.623401,4.983333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿827,20226.058744,211.26961,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿828,17762.885742,534.035075,4.616667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿829,15282.668546,-46.672488,4.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿830,19188.353575,-208.966959,4.033333,LAZY,LAZY,30
﻿831,72593.277132,-3799.329514,5.166667,COLLISION_WITH_BP_IntersectionBorder40,LAZY,29
﻿832,19508.19123,1123.462765,4.816667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿833,27509.318327,690.588583,4.45,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿834,112707.057855,-3551.895473,4.916667,CORRECTINGWRONG,LAZY,30
﻿835,21125.645097,826.620841,4.116667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿836,17202.26728,524.71261,4.083333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿837,16359.113266,-495.364367,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿838,66471.801407,-1343.685353,7.266667,CORRECTINGWRONG,LAZY,28
﻿839,16948.431829,-1098.531312,5.3,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿840,4401.39567,-1066.822583,4.766667,CORRECTINGWRONG,LAZY,30
﻿841,16007.949612,-118.210022,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿842,20263.926881,819.861455,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿843,63085.927815,-2435.911854,5.366667,COLLISION_WITH_BP_TrafficLight_01,LAZY,25
﻿844,13384.08482,1457.242238,4.866667,CORRECTINGWRONG,LAZY,32
﻿845,19821.773072,95.405946,5.033333,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿846,19268.060115,687.090175,4.333333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿847,26181.685266,1050.11374,4.633333,CORRECTINGWRONG,LAZY,29
﻿848,43923.436265,995.573619,5.6,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿849,54869.468709,-1491.310282,4.8,COLLISION_WITH_BP_IntersectionBorder46,LAZY,31
﻿850,14715.912848,-676.854267,4.05,CORRECTINGWRONG,LAZY,29
﻿851,13548.724594,-591.507544,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿852,18197.247723,-1472.780463,6.0,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿853,21038.448326,1374.401968,4.85,COLLISION_WITH_NavModifierVolume20,LAZY,30
﻿854,20406.138369,992.249871,4.483333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿855,20809.919535,1259.054147,5.433333,COLLISION_WITH_NavModifierVolume2,LAZY,28
﻿856,14604.602695,-566.887319,5.433333,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿857,3212.333228,113.796747,3.966667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿858,17942.307941,342.310619,4.616667,COLLISION_WITH_NavModifierVolume12,LAZY,28
﻿859,15998.180067,348.016175,5.316667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿860,16204.135856,1291.535649,4.566667,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿861,16477.428881,457.396767,4.966667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿862,12589.200344,-2265.276499,4.616667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿863,17111.800378,512.524529,4.8,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿864,20783.985365,601.798551,4.483333,COLLISION_WITH_NavModifierVolume2,LAZY,26
﻿865,16229.145371,-3317.856607,6.716667,COLLISION_WITH_NavModifierVolume2,LAZY,26
