Generación,MejorFitnessNorm,FitnessNormMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular
﻿285,76364.174876,-735.330013,6.066667,COLLISION_WITH_NavModifierVolume42,LAZY,25
﻿286,6478.518124,-3022.967088,6.3,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿287,17048.383606,-2170.497334,7.166667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿288,19403.949564,-18.177286,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿289,17843.361901,-440.350652,5.8,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿290,11306.986973,-366.823764,6.333333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿291,226582.497993,-2082.356558,10.016667,COLLISION_WITH_BP_IntersectionBorder15,LAZY,29
﻿292,17479.383445,-3007.126654,7.383333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿293,11612.258443,-275.177871,9.7,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿294,21248.768542,1010.222645,4.35,COLLISION_WITH_NavModifierVolume2,LAZY,29
﻿295,15892.951548,928.071265,5.533333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿296,11016.849815,-601.389388,5.933333,CORRECTINGWRONG,LAZY,22
﻿297,20459.556083,-609.863709,4.516667,COLLISION_WITH_NavModifierVolume2,LAZY,23
﻿298,70338.076271,-3235.001788,5.3,COLLISION_WITH_BP_IntersectionBorder123,LAZY,22
﻿299,55635.851389,-2141.000439,6.35,COLLISION_WITH_BP_IntersectionBorder46,LAZY,28
﻿300,88073.111786,-2790.471945,7.283333,COLLISION_WITH_BP_IntersectionBorder131,LAZY,28
﻿301,9979.476333,1140.180776,7.2,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿302,73108.705836,-1544.526741,6.233333,COLLISION_WITH_BP_IntersectionBorder67,LAZY,26
﻿303,11016.062915,-1307.58163,5.216667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿304,17393.265318,1329.459934,4.816667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿305,21206.783038,1103.693115,4.516667,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿306,115128.107507,-273.810154,7.933333,CORRECTINGWRONG,LAZY,24
﻿307,101330.498401,-4628.632048,7.683333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿308,107513.901449,-3001.230926,6.916667,COLLISION_WITH_NavModifierVolume5,LAZY,28
﻿309,267966.836678,-9255.767113,7.9,COLLISION_WITH_NavModifierVolume17,LAZY,26
﻿310,11468.656578,-596.266664,5.583333,CORRECTINGWRONG,LAZY,28
﻿311,147960.977172,-5090.255016,6.933333,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿312,109688.250188,-4311.356549,6.35,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿313,76689.17319,-3650.574814,5.766667,COLLISION_WITH_BP_TrafficLight_01,LAZY,27
﻿314,14362.176223,865.397247,5.916667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿315,8394.590041,-5666.010609,6.45,COLLISION_WITH_BP_IntersectionBorder11,LAZY,29
﻿316,20564.63554,1175.966225,4.816667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿317,25525.267475,380.961761,5.1,COLLISION_WITH_NavModifierVolume32,LAZY,24
﻿318,17369.499669,976.433149,4.866667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿319,21396.311652,-216.857851,3.933333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,29
﻿320,81190.952608,-2101.850062,6.683333,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿321,12862.904641,1093.86808,6.25,CORRECTINGWRONG,LAZY,28
﻿322,4549.88772,1188.795666,5.75,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿323,78003.935754,-2454.775696,5.95,COLLISION_WITH_NavModifierVolume42,LAZY,30
﻿324,15260.112772,-178.90632,5.3,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿325,16852.183482,234.452759,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿326,142103.696724,751.606985,10.233333,COLLISION_WITH_NavModifierVolume8,LAZY,29
﻿327,13852.772226,639.81786,6.416667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿328,15713.147877,-828.8409,6.016667,COLLISION_WITH_BP_IntersectionBorder36,LAZY,30
﻿329,19290.961716,1126.158451,5.283333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿330,19245.256344,-245.60491,4.783333,COLLISION_WITH_NavModifierVolume2,LAZY,30
﻿331,21343.244573,1104.968442,4.383333,COLLISION_WITH_NavModifierVolume20,LAZY,26
﻿332,14102.89477,-1810.117413,6.366667,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿333,20745.445725,285.110731,4.283333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿334,20243.897759,-906.641674,4.466667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿335,104201.439251,-5387.49985,6.85,COLLISION_WITH_NavModifierVolume5,LAZY,24
﻿336,4077.209843,-3184.060481,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿337,39572.953902,-1730.067023,6.316667,CORRECTINGWRONG,LAZY,27
﻿338,5076.9521,-95.876994,5.0,COLLISION_WITH_BP_IntersectionBorder11,LAZY,28
﻿339,21435.275773,783.634946,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿340,42696.65057,49.889822,4.233333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿341,15901.986399,2242.195133,6.866667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿342,10182.294935,-1004.442486,5.266667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,29
﻿343,20440.984269,725.224357,5.55,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿344,15763.382715,1177.839764,6.2,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿345,53885.13847,-929.849283,5.916667,COLLISION_WITH_NavModifierVolume22,LAZY,25
﻿346,16520.954071,22.401306,5.183333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿347,13860.462325,1259.994051,5.333333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿348,13119.943335,-2667.531867,6.066667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿349,89855.715474,-1609.409455,6.216667,COLLISION_WITH_BP_TrafficLight_01,LAZY,29
﻿350,51690.676621,-1224.188824,6.9,COLLISION_WITH_BP_IntersectionBorder46,LAZY,26
﻿351,3841.695085,-449.228644,5.7,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿352,20927.317469,1602.122593,5.466667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿353,75065.878063,-115.919459,8.183333,COLLISION_WITH_NavModifierVolume40,LAZY,28
﻿354,115668.115001,-2076.098344,6.916667,CORRECTINGWRONG,LAZY,25
﻿355,15533.935259,-2675.736422,5.75,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿356,16352.596785,568.598884,4.95,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿357,4162.034622,-1144.95182,5.116667,CORRECTINGWRONG,LAZY,27
﻿358,15739.136235,313.304946,6.0,COLLISION_WITH_BP_IntersectionBorder36,LAZY,25
﻿359,12420.510416,976.221312,7.3,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿360,18370.977446,809.85314,6.0,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿361,93427.024826,-4191.531895,5.9,COLLISION_WITH_BP_IntersectionBorder131,LAZY,22
﻿362,8615.004854,-1266.614907,7.433333,CORRECTINGWRONG,LAZY,30
﻿363,3803.038239,262.262602,4.083333,COLLISION_WITH_NavModifierVolume23,LAZY,34
﻿364,36232.967259,-5194.544854,6.383333,CORRECTINGWRONG,LAZY,25
﻿365,47480.979866,-3944.857841,5.483333,CORRECTINGWRONG,LAZY,24
﻿366,13428.122308,-569.689979,5.433333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿367,58910.180775,591.621714,6.016667,COLLISION_WITH_NavModifierVolume9,LAZY,24
﻿368,18394.988934,675.530124,5.7,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿369,89177.493303,-333.647153,7.016667,COLLISION_WITH_BP_IntersectionBorder131,LAZY,32
﻿370,9980.477442,-2542.806969,6.633333,CORRECTINGWRONG,LAZY,27
﻿371,25520.268815,638.454766,7.266667,COLLISION_WITH_NavModifierVolume8,LAZY,34
﻿372,10889.387065,-2368.737641,6.25,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿373,143114.831235,-1849.165809,8.75,COLLISION_WITH_NavModifierVolume8,LAZY,24
﻿374,150961.645951,-5142.953174,8.6,COLLISION_WITH_BP_IntersectionBorder15,LAZY,27
﻿375,10896.818008,-488.823214,5.766667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿376,15613.529014,-1552.641197,4.85,COLLISION_WITH_NavModifierVolume21,LAZY,25
﻿377,44381.845913,-711.652996,6.083333,CORRECTINGWRONG,LAZY,30
﻿378,16057.157996,400.449939,5.166667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿379,14939.82277,2388.369762,5.9,COLLISION_WITH_NavModifierVolume30,LAZY,22
﻿380,13918.739306,-2910.471288,6.25,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿381,43474.308839,-2344.057074,7.9,COLLISION_WITH_NavModifierVolume52,LAZY,24
﻿382,9462.253297,-740.804567,5.15,COLLISION_WITH_NavModifierVolume30,LAZY,22
﻿383,74293.91522,-2053.870835,6.883333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,27
﻿384,4170.202283,-456.678198,5.733333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿385,18019.520843,-1031.356115,6.916667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿386,191438.371534,-7340.178781,7.716667,COLLISION_WITH_NavModifierVolume21,LAZY,25
﻿387,95871.736964,-2627.194443,5.733333,COLLISION_WITH_NavModifierVolume,LAZY,26
﻿388,15150.322285,-771.391975,5.566667,COLLISION_WITH_NavModifierVolume23,LAZY,23
﻿389,79663.106054,-2054.406015,5.45,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿390,31087.049525,716.239975,6.25,CORRECTINGWRONG,LAZY,27
﻿391,19610.547314,1800.441992,5.283333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿392,15263.821578,-1641.203252,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿393,19752.595127,-109.5232,5.466667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿394,8675.441196,-6994.390431,6.566667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿395,16536.360474,-274.951034,4.683333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿396,51673.125819,-1300.913056,4.966667,COLLISION_WITH_NavModifierVolume22,LAZY,29
﻿397,94967.110554,-2565.316653,7.033333,COLLISION_WITH_NavModifierVolume,LAZY,29
﻿398,4779.203303,-2062.825309,4.783333,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿399,21475.578362,1411.523869,4.5,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿400,17092.99048,-96.215918,7.116667,COLLISION_WITH_NavModifierVolume23,LAZY,23
﻿401,15459.04004,453.001873,6.466667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿402,74481.746774,634.43945,7.533333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,25
﻿403,20888.311263,353.205044,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿404,15291.892604,223.080869,5.833333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿405,19213.764452,537.43189,5.5,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿406,127609.296977,-4122.68664,6.683333,COLLISION_WITH_BP_IntersectionBorder124,LAZY,29
﻿407,18739.026272,-3684.604849,7.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿408,80611.545064,-408.01,5.916667,CORRECTINGWRONG,LAZY,32
﻿409,19499.586447,-4038.187742,6.833333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿410,51116.019439,1576.660493,6.216667,COLLISION_WITH_BP_IntersectionBorder27,LAZY,29
﻿411,65504.091723,-2865.166566,6.333333,CORRECTINGWRONG,LAZY,22
﻿412,75850.570091,-3584.546907,5.816667,COLLISION_WITH_NavModifierVolume22,LAZY,25
﻿413,143342.012314,-11197.757812,7.1,COLLISION_WITH_BP_IntersectionBorder15,LAZY,32
﻿414,13958.611549,1.550488,5.6,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿415,149129.25211,-7269.732714,7.3,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿416,57589.459441,-290.226117,7.583333,CORRECTINGWRONG,LAZY,26
﻿417,115932.546796,-5336.058977,5.816667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿418,12958.214131,-607.760365,5.75,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿419,25602.500531,-735.142794,5.55,COLLISION_WITH_NavModifierVolume42,LAZY,28
﻿420,75356.546964,-4226.716907,5.683333,COLLISION_WITH_NavModifierVolume43,LAZY,23
﻿421,13984.404907,-2105.405519,7.2,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿422,4876.707286,-537.662295,6.45,CORRECTINGWRONG,LAZY,30
﻿423,12971.016113,-535.233352,6.35,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿424,74152.426759,649.742743,5.9,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿425,68556.79871,-996.533022,6.183333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,30
﻿426,44842.283073,-856.592878,6.55,COLLISION_WITH_NavModifierVolume52,LAZY,25
﻿427,142737.068494,-5740.261857,6.383333,COLLISION_WITH_NavModifierVolume42,LAZY,28
﻿428,43487.773357,-2148.835776,6.35,CORRECTINGWRONG,LAZY,25
﻿429,74942.461962,-2548.954202,5.933333,COLLISION_WITH_NavModifierVolume42,LAZY,31
﻿430,11396.443971,2437.6595,6.3,CORRECTINGWRONG,LAZY,28
﻿431,46866.76407,-815.485909,6.2,COLLISION_WITH_NavModifierVolume22,LAZY,28
﻿432,40407.899455,701.752226,7.266667,COLLISION_WITH_BP_IntersectionBorder60,LAZY,26
﻿433,21226.719418,2369.514869,5.583333,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿434,42676.485983,-3740.146719,5.35,CORRECTINGWRONG,LAZY,28
﻿435,18492.0766,-404.164093,5.45,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿436,13881.559084,-314.208134,5.833333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿437,18924.834022,-260.346306,5.416667,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿438,20885.596957,1014.773876,5.716667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿439,4074.535093,-289.010273,4.766667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿440,17023.444445,-646.009533,6.916667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿441,111792.53802,-711.993273,7.366667,CORRECTINGWRONG,LAZY,24
﻿442,17919.960186,87.636306,6.033333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿443,10892.113443,-2050.608294,7.7,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿444,10920.582054,213.553486,5.05,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿445,13484.192512,-4078.310105,6.7,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿446,82214.282357,-2599.03359,6.0,COLLISION_WITH_NavModifierVolume22,LAZY,24
﻿447,78726.074816,-1711.363028,6.2,LAZY,LAZY,30
﻿448,23649.233944,-2220.487324,5.75,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿449,114667.863081,-1623.022188,7.083333,CORRECTINGWRONG,LAZY,30
﻿450,93820.482796,-3291.712387,6.1,COLLISION_WITH_BP_IntersectionBorder131,LAZY,24
﻿451,11578.459288,798.718571,4.8,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿452,16967.121256,-135.775967,4.483333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿453,11128.326951,-398.695209,5.266667,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿454,93464.644706,-3877.687501,6.733333,COLLISION_WITH_BP_TrafficLight_01,LAZY,28
﻿455,20910.532996,1538.889166,4.983333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿456,15934.675025,-2588.167454,5.816667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿457,16507.987797,1491.977236,5.166667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿458,10252.885012,-4467.565271,7.383333,COLLISION_WITH_NavModifierVolume2,LAZY,24
﻿459,146026.823792,-9198.054791,6.6,COLLISION_WITH_BP_IntersectionBorder15,LAZY,30
﻿460,4685.073206,-552.721415,5.116667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿461,19636.945558,395.436861,6.85,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿462,17613.237785,2095.368148,4.983333,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿463,15356.092634,-1211.718571,6.5,COLLISION_WITH_NavModifierVolume2,LAZY,23
﻿464,17660.927421,-1123.430046,4.383333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿465,21121.581716,545.9515,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿466,107253.280615,-3760.182782,6.916667,CORRECTINGWRONG,LAZY,28
﻿467,20403.058985,658.931939,5.033333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿468,146311.740722,-6878.028466,6.633333,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿469,18916.538214,450.557126,4.766667,CORRECTINGWRONG,LAZY,28
﻿470,50351.507639,647.78215,5.283333,CORRECTINGWRONG,LAZY,29
﻿471,55734.44493,-2421.109947,6.233333,COLLISION_WITH_BP_IntersectionBorder46,LAZY,29
﻿472,11957.691405,2204.651026,6.716667,COLLISION_WITH_NavModifierVolume30,LAZY,23
﻿473,145435.280486,-6107.900431,6.183333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,31
﻿474,80820.782273,226.973973,6.283333,COLLISION_WITH_NavModifierVolume42,LAZY,27
﻿475,133955.878262,-5673.576982,6.8,COLLISION_WITH_NavModifierVolume8,LAZY,24
﻿476,17181.056071,-1164.544455,7.766667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿477,70381.494609,-596.297159,5.866667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿478,81109.294142,957.766364,7.05,COLLISION_WITH_NavModifierVolume42,LAZY,28
﻿479,43444.946765,696.508402,6.55,REVERSE,LAZY,25
﻿480,19173.031031,2966.863786,6.05,COLLISION_WITH_NavModifierVolume2,LAZY,27
﻿481,30218.858576,-1627.286836,5.716667,CORRECTINGWRONG,LAZY,28
﻿482,99017.803244,-3099.779373,5.683333,COLLISION_WITH_BP_TrafficLight_01,LAZY,27
﻿483,21201.79996,342.816724,5.316667,LAZY,LAZY,32
﻿484,13155.102067,-559.190252,4.783333,CORRECTINGWRONG,LAZY,24
﻿485,2298.510298,-1837.282306,4.466667,COLLISION_WITH_NavModifierVolume12,LAZY,26
﻿486,61240.103164,-678.631597,5.283333,CORRECTINGWRONG,LAZY,32
﻿487,39803.06095,-4601.754082,6.2,CORRECTINGWRONG,LAZY,27
﻿488,4885.232779,837.242951,4.766667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿489,4675.999886,-76.670328,4.116667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿490,55301.801644,-833.348577,5.583333,COLLISION_WITH_BP_IntersectionBorder46,LAZY,28
﻿491,270055.895224,-12153.683697,9.8,COLLISION_WITH_BP_IntersectionBorder123,LAZY,24
﻿492,18249.639938,403.124423,4.166667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿493,14751.76489,147.778221,6.433333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿494,10681.908652,-517.703373,5.0,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿495,18318.584866,-490.139677,5.266667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿496,15073.583216,-73.576143,6.383333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿497,5100.955167,537.561377,3.85,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿498,19036.246992,285.203682,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿499,16862.638091,247.154002,4.05,COLLISION_WITH_NavModifierVolume23,LAZY,24
﻿500,19681.68276,577.27113,5.433333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿501,13651.378588,-3773.069135,6.266667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿502,16959.212622,100.841729,4.483333,COLLISION_WITH_NavModifierVolume12,LAZY,31
﻿503,18856.239555,-778.369667,5.366667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿504,49670.194509,-1882.713399,4.516667,COLLISION_WITH_NavModifierVolume8,LAZY,22
﻿505,14483.520109,870.273212,5.083333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,27
﻿506,11624.223657,690.114301,5.65,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿507,8773.038797,-322.432737,6.883333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,27
﻿508,147521.754635,-7139.899192,6.566667,COLLISION_WITH_BP_IntersectionBorder15,LAZY,26
﻿509,6019.536969,1521.68126,5.5,REVERSE,LAZY,31
﻿510,51088.069778,-3218.070676,5.266667,COLLISION_WITH_NavModifierVolume8,LAZY,24
﻿511,20673.038906,765.334151,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿512,21153.522927,-9.811618,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿513,21060.221316,1211.716352,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿514,98932.008532,-3359.463548,6.166667,COLLISION_WITH_NavModifierVolume,LAZY,27
﻿515,20315.514797,635.368499,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿516,18192.119258,22.33236,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿517,101784.999904,-3038.341891,5.816667,CORRECTINGWRONG,LAZY,28
﻿518,15249.913771,-5859.346316,8.5,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿519,16516.252614,2091.872605,6.533333,COLLISION_WITH_BP_IntersectionBorder36,LAZY,27
﻿520,18970.149579,12.247468,4.533333,COLLISION_WITH_NavModifierVolume2,LAZY,31
﻿521,17734.213926,114.938313,5.05,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿522,14081.222598,851.751784,5.5,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿523,15742.753643,341.067522,5.5,COLLISION_WITH_BP_IntersectionBorder36,LAZY,29
﻿524,20865.212036,990.785944,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿525,26053.358514,747.945743,4.05,CORRECTINGWRONG,LAZY,29
﻿526,65704.900105,-1150.346082,5.616667,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿527,18174.412817,856.984799,4.75,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿528,76587.350379,-1072.247531,5.8,COLLISION_WITH_NavModifierVolume42,LAZY,30
﻿529,6806.875712,-545.908683,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿530,9241.21009,-3422.65305,5.816667,CORRECTINGWRONG,LAZY,28
﻿531,24248.807663,584.26466,4.966667,CORRECTINGWRONG,LAZY,27
﻿532,51059.798451,431.919069,5.866667,COLLISION_WITH_NavModifierVolume22,LAZY,26
﻿533,124986.98496,-4875.28193,5.5,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿534,13253.77536,812.023914,5.183333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿535,140670.692716,-4143.236102,6.2,COLLISION_WITH_NavModifierVolume17,LAZY,24
﻿536,4629.505491,850.016897,5.45,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿537,9068.763413,-98.093684,7.116667,CORRECTINGWRONG,LAZY,33
﻿538,17592.834372,-1629.687355,5.983333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿539,16485.778163,-980.070739,4.833333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,33
﻿540,17129.085845,-2161.976898,5.45,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿541,142369.735899,-6138.385993,7.5,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿542,141485.150634,-10016.017592,6.483333,COLLISION_WITH_NavModifierVolume8,LAZY,21
﻿543,3781.577493,300.700931,4.466667,CORRECTINGWRONG,LAZY,24
﻿544,21818.183192,662.069894,4.633333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿545,17576.897208,-293.643882,5.266667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿546,13508.99463,-2977.335813,5.483333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿547,22603.875729,-711.119877,5.016667,COLLISION_WITH_NavModifierVolume42,LAZY,31
﻿548,14136.312699,848.980823,5.083333,COLLISION_WITH_NavModifierVolume23,LAZY,34
﻿549,16012.211651,-324.200342,6.783333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿550,26260.991809,64.181365,4.016667,COLLISION_WITH_BP_IntersectionBorder3,LAZY,29
﻿551,17364.283562,322.170372,6.316667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿552,19220.896491,858.368733,4.566667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿553,16641.108835,1538.321782,5.033333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿554,15782.698042,301.609725,4.166667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿555,277333.630941,-17987.522111,7.6,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿556,17294.385685,-209.663399,5.333333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿557,17078.431083,1105.308859,5.166667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿558,13738.584471,617.938848,4.55,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿559,15548.578275,1203.037977,4.883333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿560,20420.88279,93.36742,5.383333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿561,137545.017704,-8143.521028,6.6,COLLISION_WITH_NavModifierVolume40,LAZY,29
﻿562,53511.045183,35.28597,4.716667,CORRECTINGWRONG,LAZY,28
﻿563,49042.552619,-1623.379909,4.883333,COLLISION_WITH_NavModifierVolume20,LAZY,26
﻿564,12772.226162,1210.008476,5.1,CORRECTINGWRONG,LAZY,28
﻿565,17772.985101,151.800396,4.433333,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿566,15359.124168,-2430.211147,6.933333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿567,131812.476102,-5261.215449,6.233333,CORRECTINGWRONG,LAZY,28
﻿568,19846.756359,-52.991745,4.2,COLLISION_WITH_BP_IntersectionBorder86,LAZY,28
﻿569,56086.545095,-2453.58112,4.833333,COLLISION_WITH_NavModifierVolume7,LAZY,26
﻿570,44000.096812,595.179067,7.4,CORRECTINGWRONG,LAZY,26
﻿571,20329.236289,874.894758,4.666667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿572,9431.274271,62.086227,5.2,COLLISION_WITH_NavModifierVolume23,LAZY,35
﻿573,5689.209873,-4771.475115,5.616667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿574,17796.113229,-913.222905,5.833333,COLLISION_WITH_NavModifierVolume30,LAZY,29
