Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,90043.013514,38945.988967,141.064516,TIMEFINISHED,TIMEFINISHED,12,31
﻿2,30118.146202,37672.097207,139.516129,STOP_VIOLATION_EXIT,TIMEFINISHED,13,31
﻿3,51113.750849,22913.982253,104.83871,STOP_VIOLATION_EXIT,TIMEFINISHED,5,31
﻿4,73349.534301,41131.887305,139.516129,TIMEFINISHED,TIMEFINISHED,7,31
﻿5,1512.481668,36633.981242,111.709677,NAV_VIOLATION,STOP_VIOLATION_EXIT,8,31
﻿6,58491.785117,28784.011811,138.83871,STOP_VIOLATION_TIMEOUT,TIMEFINISHED,11,31
﻿7,61114.202531,39283.167987,124.806452,TIMEFINISHED,TIMEFINISHED,10,31
﻿8,76942.950169,37162.083887,134.354839,COLLISION_WITH_BP_IntersectionBorder272,TIMEFINISHED,11,31
﻿9,68199.940772,31090.589164,111.870968,TIMEFINISHED,TIMEFINISHED,6,31
﻿10,84226.533879,29613.626289,115.16129,TIMEFINISHED,TIMEFINISHED,8,31
﻿11,77104.277266,38837.769476,124.774194,TIMEFINISHED,TIMEFINISHED,9,31
﻿12,62042.320217,27440.058124,120.258065,TIMEFINISHED,TIMEFINISHED,8,31
﻿13,94233.303398,31027.390919,126.677419,TIMEFINISHED,NAV_VIOLATION,10,31
﻿14,77388.904065,30176.113072,129.322581,TIMEFINISHED,TIMEFINISHED,9,31
﻿15,76840.215568,25315.270393,108.677419,COLLISION_WITH_BP_IntersectionBorder240,TIMEFINISHED,5,31
﻿16,81010.546703,16269.14492,111.516129,TIMEFINISHED,STOP_VIOLATION_EXIT,7,31
﻿17,80323.759976,32264.08607,120.258065,TIMEFINISHED,STOP_VIOLATION_EXIT,9,31
﻿18,87118.049654,37453.527114,120.290323,TIMEFINISHED,STOP_VIOLATION_EXIT,8,31
﻿19,57001.29031,32923.288848,134.096774,TIMEFINISHED,STOP_VIOLATION_TIMEOUT,6,31
﻿20,76983.08378,31526.56373,135.870968,TIMEFINISHED,TIMEFINISHED,14,31
﻿21,79078.021398,32946.770006,141.870968,TIMEFINISHED,TIMEFINISHED,12,31
﻿22,83252.829891,34387.412483,136.774194,TIMEFINISHED,TIMEFINISHED,12,31
﻿23,83154.43213,35343.508335,126.806452,TIMEFINISHED,TIMEFINISHED,9,31
﻿24,83742.512426,31586.769111,128.483871,COLLISION_WITH_BP_IntersectionBorder233,TIMEFINISHED,8,31
﻿25,91140.025846,36775.444185,108.806452,TIMEFINISHED,STOP_VIOLATION_TIMEOUT,8,31
﻿26,72997.479443,25487.38483,104.419355,TIMEFINISHED,TIMEFINISHED,7,31
﻿27,67816.950676,17859.143823,96.322581,TIMEFINISHED,STOP_VIOLATION_EXIT,8,31
﻿28,86800.599054,24855.15126,114.967742,TIMEFINISHED,STOP_VIOLATION_TIMEOUT,8,31
﻿29,81608.722063,37631.725338,134.16129,TIMEFINISHED,TIMEFINISHED,11,31
﻿30,80005.982146,34021.389513,114.516129,TIMEFINISHED,STOP_VIOLATION_EXIT,9,31
﻿31,65261.249488,34296.47504,137.870968,STOP_VIOLATION_TIMEOUT,TIMEFINISHED,10,31
﻿32,47553.823538,27735.685579,137.064516,STOP_VIOLATION_TIMEOUT,TIMEFINISHED,9,31
﻿33,72746.022294,24454.877171,112.548387,TIMEFINISHED,STOP_VIOLATION_EXIT,9,31
﻿34,76366.539233,26743.643945,117.903226,TIMEFINISHED,STOP_VIOLATION_TIMEOUT,7,31
﻿35,66043.698609,26491.084693,114.258065,TIMEFINISHED,STOP_VIOLATION_TIMEOUT,5,31
﻿36,64376.90083,29710.960545,107.548387,TIMEFINISHED,TIMEFINISHED,8,31
﻿37,60865.136151,25736.397011,94.516129,COLLISION_WITH_BP_IntersectionBorder209,STOP_VIOLATION_EXIT,8,31
﻿38,67238.22213,28708.787674,115.806452,NAV_VIOLATION,TIMEFINISHED,6,31
