Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-150.006266,169.305606,5.509804,LAZY,LAZY,33,51
﻿2,-150.004615,167.929427,5.745098,LAZY,LAZY,40,51
﻿3,-150.160982,-32.893073,5.137255,LAZY,LAZY,48,51
﻿4,2224.273217,-82.366736,3.705882,COLLISION_WITH_NavModifierVolume19,LAZY,25,51
﻿5,-2143.973189,-337.813245,2.980392,COLLISION_WITH_NavModifierVolume37,LAZY,6,51
﻿6,8002.959123,130.685793,8.333333,COLLISION_WITH_NavModifierVolume5,LAZY,14,51
﻿7,1180.57781,246.730434,6.215686,COLLISION_WITH_BP_IntersectionBorder111,LAZY,27,51
﻿8,-2490.192372,514.542249,5.843137,COLLISION_WITH_BP_IntersectionBorder169,LAZY,19,51
﻿9,9013.862225,344.019983,5.509804,CORRECTINGWRONG,LAZY,34,51
﻿10,7524.74106,314.59832,8.196078,COLLISION_WITH_BP_IntersectionBorder12,LAZY,15,51
﻿11,5214.254619,819.904292,4.960784,COLLISION_WITH_NavModifierVolume30,LAZY,16,51
﻿12,-992.182645,222.426889,4.078431,COLLISION_WITH_NavModifierVolume48,LAZY,22,51
﻿13,1598.84041,140.132998,3.764706,COLLISION_WITH_NavModifierVolume2,LAZY,9,51
﻿14,7373.973265,405.650116,5.627451,COLLISION_WITH_NavModifierVolume27,LAZY,29,51
﻿15,-1173.860619,167.567239,4.843137,COLLISION_WITH_NavModifierVolume15,LAZY,26,51
﻿16,324.007159,343.211544,4.862745,COLLISION_WITH_NavModifierVolume13,LAZY,17,51
﻿17,1246.299227,114.164517,5.137255,COLLISION_WITH_NavModifierVolume34,LAZY,26,51
﻿18,2872.262624,314.31708,4.803922,COLLISION_WITH_NavModifierVolume50,LAZY,30,51
﻿19,1194.668212,466.431696,5.313725,STOP_VIOLATION,LAZY,19,51
﻿20,399.808802,137.087664,4.901961,COLLISION_WITH_NavModifierVolume55,LAZY,29,51
﻿21,3763.09898,686.25508,5.666667,COLLISION_WITH_NavModifierVolume50,LAZY,29,51
﻿22,1588.214265,376.572758,5.823529,COLLISION_WITH_NavModifierVolume48,LAZY,31,51
﻿23,14510.536233,385.774448,5.45098,COLLISION_WITH_NavModifierVolume25,LAZY,22,51
﻿24,622.755186,316.821857,5.392157,COLLISION_WITH_NavModifierVolume62,LAZY,23,51
﻿25,1693.306962,138.56191,6.470588,COLLISION_WITH_NavModifierVolume61,LAZY,41,51
﻿26,13404.796295,403.794562,4.960784,COLLISION_WITH_NavModifierVolume20,LAZY,39,51
﻿27,1150.519933,73.673527,5.27451,COLLISION_WITH_NavModifierVolume44,LAZY,39,51
﻿28,5985.189914,392.655798,6.333333,CORRECTINGWRONG,LAZY,31,51
﻿29,6355.733323,375.451478,4.764706,COLLISION_WITH_BP_IntersectionBorder47,LAZY,14,51
﻿30,3033.574457,319.434722,5.27451,COLLISION_WITH_NavModifierVolume13,LAZY,37,51
﻿31,2358.93356,86.9994,8.745098,TIMEFINISHED,LAZY,40,51
﻿32,2676.92079,131.701619,5.45098,LAZY,LAZY,24,51
﻿33,6052.304655,324.054466,5.960784,COLLISION_WITH_BP_IntersectionBorder123,LAZY,34,51
﻿34,6469.621092,283.438047,5.627451,COLLISION_WITH_BP_IntersectionBorder48,LAZY,28,51
﻿35,7907.291786,243.622446,5.901961,COLLISION_WITH_NavModifierVolume43,LAZY,29,51
﻿36,2203.813303,170.4848,5.411765,COLLISION_WITH_NavModifierVolume7,LAZY,37,51
﻿37,5250.092873,648.718953,5.627451,COLLISION_WITH_NavModifierVolume142,LAZY,29,51
﻿38,1714.876856,222.170834,5.431373,COLLISION_WITH_NavModifierVolume141,LAZY,29,51
﻿39,5900.772336,417.349325,4.254902,COLLISION_WITH_NavModifierVolume11,LAZY,18,51
﻿40,2952.850636,157.05472,5.235294,COLLISION_WITH_NavModifierVolume8,LAZY,33,51
﻿41,9098.770937,312.786545,9.431373,LAZY,LAZY,35,51
﻿42,3969.61519,234.957463,4.803922,COLLISION_WITH_NavModifierVolume13,LAZY,18,51
﻿43,2168.957408,516.470249,6.078431,COLLISION_WITH_NavModifierVolume14,LAZY,27,51
﻿44,12109.363047,485.24351,5.666667,COLLISION_WITH_NavModifierVolume21,LAZY,32,51
﻿45,1500.38912,18.885229,4.921569,COLLISION_WITH_NavModifierVolume15,LAZY,35,51
﻿46,2456.559224,317.516331,6.019608,COLLISION_WITH_NavModifierVolume2,LAZY,28,51
﻿47,6258.441576,635.428905,6.627451,COLLISION_WITH_NavModifierVolume20,LAZY,25,51
﻿48,5791.033722,227.794421,5.72549,COLLISION_WITH_NavModifierVolume18,LAZY,32,51
﻿49,2611.0458,128.541685,5.078431,COLLISION_WITH_BP_IntersectionBorder35,LAZY,31,51
﻿50,2124.076259,358.715808,5.392157,COLLISION_WITH_NavModifierVolume40,LAZY,21,51
﻿51,7812.518122,253.692986,5.54902,COLLISION_WITH_NavModifierVolume39,LAZY,32,51
﻿52,5547.404858,281.732174,5.215686,COLLISION_WITH_NavModifierVolume53,LAZY,34,51
﻿53,1427.531119,110.838468,5.294118,COLLISION_WITH_NavModifierVolume30,LAZY,32,51
﻿54,1213.306487,42.228963,4.843137,COLLISION_WITH_NavModifierVolume36,LAZY,27,51
﻿55,978.633497,23.692055,5.27451,COLLISION_WITH_NavModifierVolume23,LAZY,37,51
﻿56,1423.329576,411.555938,5.686275,COLLISION_WITH_NavModifierVolume54,LAZY,31,51
﻿57,8172.43379,514.05954,6.294118,COLLISION_WITH_NavModifierVolume18,LAZY,22,51
﻿58,5369.536078,214.858308,5.313725,COLLISION_WITH_NavModifierVolume142,LAZY,30,51
﻿59,1324.8094,386.416588,5.607843,COLLISION_WITH_NavModifierVolume23,LAZY,19,51
﻿60,17099.756316,463.340109,5.27451,COLLISION_WITH_NavModifierVolume133,LAZY,29,51
﻿61,9801.331808,266.647687,4.156863,COLLISION_WITH_NavModifierVolume142,LAZY,13,51
﻿62,5364.393858,-29.314452,4.784314,COLLISION_WITH_NavModifierVolume33,LAZY,29,51
﻿63,3644.452823,-60.501818,8.431373,TIMEFINISHED,LAZY,24,51
﻿64,5912.406433,96.253515,4.901961,COLLISION_WITH_NavModifierVolume46,LAZY,27,51
﻿65,4391.39038,406.881267,5.039216,COLLISION_WITH_NavModifierVolume35,LAZY,24,51
﻿66,5714.733709,170.982279,3.803922,COLLISION_WITH_BP_IntersectionBorder113,LAZY,12,51
﻿67,2524.126444,-24.644561,3.862745,COLLISION_WITH_NavModifierVolume26,LAZY,14,51
﻿68,1855.604742,366.275064,5.647059,COLLISION_WITH_NavModifierVolume133,LAZY,18,51
﻿69,1758.72826,327.095873,4.960784,COLLISION_WITH_NavModifierVolume13,LAZY,28,51
﻿70,9822.353066,320.214659,4.313725,COLLISION_WITH_NavModifierVolume32,LAZY,20,51
﻿71,5458.993432,388.797375,5.980392,COLLISION_WITH_NavModifierVolume35,LAZY,12,51
