Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-2448.581596,-1134.260834,2.843137,COLLISION_WITH_NavModifierVolume19,COLLISION_WITH_NavModifierVolume10,4,51
﻿2,-2862.657795,-676.089747,3.078431,COLLISION_WITH_BP_IntersectionBorder166,COLLISION_WITH_NavModifierVolume8,5,51
﻿3,-821.044207,-150.634241,3.960784,COLLISION_WITH_NavModifierVolume18,LAZY,12,51
﻿4,-1197.231874,-445.736424,3.647059,COLLISION_WITH_BP_IntersectionBorder146,COLLISION_WITH_NavModifierVolume2,3,51
﻿5,158.153634,-470.149755,3.764706,COLLISION_WITH_NavModifierVolume43,LAZY,13,51
﻿6,5100.152154,-158.609565,3.647059,COLLISION_WITH_BP_IntersectionBorder94,LAZY,13,51
﻿7,-1987.875188,-927.806829,3.176471,COLLISION_WITH_NavModifierVolume141,COLLISION_WITH_NavModifierVolume8,4,51
﻿8,-2049.080699,-248.785789,4.882353,COLLISION_WITH_NavModifierVolume141,LAZY,12,51
﻿9,2867.671285,-273.354797,4.176471,COLLISION_WITH_BP_IntersectionBorder147,LAZY,13,51
﻿10,-225.766198,-424.661834,3.235294,COLLISION_WITH_NavModifierVolume34,COLLISION_WITH_NavModifierVolume25,3,51
﻿11,-3043.211213,-377.867065,3.960784,COLLISION_WITH_NavModifierVolume7,LAZY,11,51
