Generación,MejorFitnessNorm,FitnessNormMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular
﻿711,0.962543,-0.046802,4.3,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿712,0.826248,0.010464,4.383333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿713,0.642889,0.005376,3.733333,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿714,0.798866,-0.005203,3.866667,COLLISION_WITH_NavModifierVolume12,LAZY,35
﻿715,0.593164,-0.027089,3.716667,COLLISION_WITH_NavModifierVolume59,LAZY,28
﻿716,0.787463,0.018044,3.816667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿717,0.530955,-0.01974,3.866667,CORRECTINGWRONG,LAZY,31
﻿718,0.570915,0.029563,4.366667,CORRECTINGWRONG,LAZY,30
﻿719,0.845647,0.003877,4.916667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿720,0.883703,0.042914,4.25,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿721,0.868716,0.028869,3.883333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿722,0.714703,0.018712,4.3,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿723,0.661661,0.025287,4.016667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿724,0.856547,0.049914,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿725,0.866572,-0.009926,3.616667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿726,0.902908,0.01479,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿727,0.915596,-0.006602,4.183333,COLLISION_WITH_NavModifierVolume43,LAZY,26
﻿728,0.860228,0.014522,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿729,0.854666,-0.00754,4.083333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿730,0.795018,0.025489,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿731,0.857328,0.005922,3.916667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿732,0.835261,-0.000643,3.766667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿733,0.188042,-0.005863,3.266667,COLLISION_WITH_NavModifierVolume133,LAZY,33
﻿734,0.664419,0.01611,4.033333,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿735,0.72681,0.023768,3.783333,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿736,0.752519,0.017103,4.35,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿737,0.566685,-0.003165,3.8,CORRECTINGWRONG,LAZY,32
﻿738,0.660485,-0.022554,3.45,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿739,0.754726,0.014961,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿740,0.977581,-0.040392,4.2,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿741,0.657679,0.035117,3.566667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿742,0.542011,-0.0104,3.6,CORRECTINGWRONG,LAZY,26
﻿743,0.793039,0.015072,4.15,COLLISION_WITH_NavModifierVolume8,LAZY,33
﻿744,0.875345,0.014897,3.6,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿745,1.0,-0.293869,5.333333,COLLISION_WITH_NavModifierVolume7,LAZY,31
﻿746,0.930768,0.002826,5.583333,COLLISION_WITH_NavModifierVolume8,LAZY,18
﻿747,0.940037,-0.009444,3.933333,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿748,0.864243,0.036408,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿749,0.900211,0.033008,4.566667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿750,0.488483,-0.022886,4.933333,COLLISION_WITH_NavModifierVolume26,LAZY,31
﻿751,0.674391,0.004272,4.216667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿752,0.837172,0.028745,4.85,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿753,0.822009,0.021306,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿754,0.770779,0.043592,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿755,0.948967,0.035698,4.583333,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿756,0.819934,0.011363,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿757,0.966166,-0.02011,5.066667,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿758,0.861398,0.047222,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿759,0.630126,0.014474,3.983333,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿760,0.668978,-0.128144,4.716667,COLLISION_WITH_BP_IntersectionBorder40,LAZY,27
﻿761,0.853592,0.02151,4.2,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿762,0.868177,0.016359,4.583333,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿763,0.850537,0.040461,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿764,0.93657,0.047902,4.95,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿765,0.988678,-0.000703,4.633333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿766,0.94868,0.063889,5.366667,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿767,0.927413,0.036284,4.666667,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿768,0.776882,0.043607,4.8,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿769,0.935208,0.013064,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿770,0.862621,0.018096,3.983333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,31
﻿771,0.9748,-0.035566,4.316667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿772,0.815268,0.048439,4.833333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿773,0.822478,0.022876,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿774,0.930005,-0.004694,3.8,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿775,0.925761,0.070571,4.75,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿776,0.861336,0.012579,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿777,0.670253,0.012883,4.616667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿778,0.69959,0.042703,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿779,0.900621,0.028547,4.5,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿780,0.93728,0.03162,4.6,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿781,0.904745,-0.113201,5.016667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿782,0.598965,0.029778,4.383333,COLLISION_WITH_BP_IntersectionBorder108,LAZY,29
﻿783,0.846169,0.044608,4.333333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿784,0.741021,0.029727,4.266667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿785,0.761667,0.001109,4.05,COLLISION_WITH_NavModifierVolume23,LAZY,23
﻿786,0.859037,0.032555,4.283333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿787,0.802115,0.004732,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿788,0.833674,0.003216,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿789,0.744484,-0.02386,4.816667,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿790,0.949702,-0.100417,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,24
﻿791,0.907379,-0.105125,4.983333,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿792,0.898804,0.025121,4.416667,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿793,0.916624,0.029473,4.2,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿794,0.733944,0.028972,4.616667,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿795,0.944474,0.062297,4.85,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿796,0.880944,-0.003045,3.866667,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿797,0.935344,0.030524,4.5,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿798,0.947681,0.050118,5.45,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿799,0.955182,-0.002434,4.416667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿800,0.960839,-0.006896,4.466667,COLLISION_WITH_NavModifierVolume53,LAZY,24
﻿801,0.858584,0.044827,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿802,0.862691,0.031709,4.183333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿803,0.84703,-0.012873,4.0,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿804,0.891595,0.034906,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿805,0.867459,0.052593,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿806,0.876055,0.048759,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿807,0.755701,0.034278,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿808,0.91422,0.05542,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,33
﻿809,0.925978,-0.063552,4.466667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿810,0.911006,0.063599,4.183333,COLLISION_WITH_BP_IntersectionBorder86,LAZY,33
﻿811,0.964764,-0.009484,4.616667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿812,0.841195,0.048918,4.6,COLLISION_WITH_BP_IntersectionBorder86,LAZY,31
﻿813,0.583123,-0.006927,4.066667,COLLISION_WITH_NavModifierVolume20,LAZY,27
﻿814,0.850839,0.019742,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿815,0.78645,0.045522,4.183333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿816,0.807575,-0.015958,4.466667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿817,0.885361,0.040143,4.35,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿818,0.773486,-0.04908,5.633333,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿819,0.825001,0.006652,4.45,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿820,0.883015,-0.018407,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,22
﻿821,0.855577,0.006849,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿822,0.342841,0.003562,4.066667,COLLISION_WITH_NavModifierVolume42,LAZY,26
﻿823,0.591582,0.005809,3.95,COLLISION_WITH_NavModifierVolume59,LAZY,30
﻿824,0.862063,0.040562,4.516667,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿825,0.960105,0.029228,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿826,0.883389,0.018537,4.166667,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿827,0.872506,0.024587,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿828,0.737229,0.024981,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿829,0.863541,-0.097795,4.55,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿830,0.926253,-0.080051,4.783333,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿831,0.829678,0.047999,4.566667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿832,0.8849,0.004839,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿833,0.833413,0.000492,3.983333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿834,0.760866,0.044487,4.066667,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿835,0.625485,-0.000463,4.183333,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿836,0.717973,0.019969,4.2,COLLISION_WITH_NavModifierVolume23,LAZY,26
﻿837,0.925388,0.005332,4.333333,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿838,0.890804,0.034177,4.4,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿839,0.928241,0.026175,5.066667,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿840,0.6813,-0.016188,4.683333,COLLISION_WITH_BP_IntersectionBorder19,LAZY,30
﻿841,0.519049,-0.000677,3.866667,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿842,0.7761,0.002186,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,34
﻿843,0.861851,0.062049,4.533333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿844,0.745439,0.013961,4.116667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿845,0.909057,0.05196,4.166667,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿846,0.938786,0.051362,4.916667,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿847,0.865306,0.027407,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿848,0.92838,0.025195,4.966667,COLLISION_WITH_NavModifierVolume53,LAZY,25
﻿849,0.897862,0.03823,4.533333,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿850,0.932811,-0.016923,4.083333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿851,0.818879,0.047563,4.366667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿852,0.844964,0.032292,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿853,0.602918,0.021876,4.416667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,32
﻿854,0.851265,0.033448,3.816667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿855,0.949276,0.017777,5.0,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿856,0.862938,0.064867,4.6,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿857,0.885686,0.041152,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿858,0.577085,-0.011952,3.95,CORRECTINGWRONG,LAZY,29
﻿859,0.713954,0.022131,4.316667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿860,0.833312,-0.000486,4.25,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿861,0.860945,0.049526,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿862,0.804789,-0.021407,4.1,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿863,0.813359,0.005801,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿864,0.93642,-0.06161,4.816667,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿865,0.60031,0.019399,3.933333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,30
﻿866,0.890583,0.034847,4.35,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿867,0.90861,0.037749,4.583333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿868,0.790883,0.037532,4.533333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿869,0.939309,0.054733,4.333333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿870,0.597019,-0.13206,4.816667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿871,0.837232,0.046046,4.316667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿872,0.645242,0.028635,4.2,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿873,0.89299,0.012519,4.65,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿874,0.718817,0.062655,4.9,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿875,0.837353,0.014408,4.683333,COLLISION_WITH_NavModifierVolume8,LAZY,30
﻿876,0.621684,0.000835,4.233333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿877,0.764939,0.034185,4.416667,COLLISION_WITH_NavModifierVolume23,LAZY,30
﻿878,0.589439,-0.012055,4.316667,COLLISION_WITH_BP_IntersectionBorder19,LAZY,26
﻿879,0.940983,0.036052,4.8,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿880,0.980173,-0.000824,4.55,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿881,0.454763,0.003729,3.7,COLLISION_WITH_BP_IntersectionBorder11,LAZY,27
﻿882,0.98706,0.011095,4.166667,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿883,0.964937,0.032554,4.516667,COLLISION_WITH_NavModifierVolume53,LAZY,32
﻿884,0.85423,0.048861,4.633333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿885,0.645901,0.017461,4.666667,COLLISION_WITH_NavModifierVolume23,LAZY,25
﻿886,0.893163,0.002752,4.433333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿887,0.602371,-0.004454,4.333333,COLLISION_WITH_BP_IntersectionBorder11,LAZY,25
﻿888,0.929417,0.002456,4.766667,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿889,0.935525,0.080202,5.383333,COLLISION_WITH_NavModifierVolume8,LAZY,24
﻿890,0.976345,0.04594,4.75,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿891,0.864926,-0.021502,3.916667,COLLISION_WITH_NavModifierVolume2,LAZY,30
﻿892,0.689095,-0.008391,4.433333,CORRECTINGWRONG,LAZY,28
﻿893,0.956279,0.022048,4.816667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿894,0.95181,0.010173,4.65,COLLISION_WITH_NavModifierVolume53,LAZY,33
﻿895,0.743667,0.04647,4.766667,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿896,0.657431,0.024329,4.1,COLLISION_WITH_BP_IntersectionBorder108,LAZY,30
﻿897,0.831324,-0.020869,4.5,COLLISION_WITH_NavModifierVolume30,LAZY,22
﻿898,0.896225,-0.021158,4.216667,COLLISION_WITH_NavModifierVolume8,LAZY,29
﻿899,0.870533,0.03371,4.083333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿900,0.553222,-0.037304,4.416667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿901,0.981857,-0.033738,4.216667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿902,0.734547,0.038075,3.916667,COLLISION_WITH_NavModifierVolume23,LAZY,31
﻿903,0.93345,0.004403,4.516667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿904,0.934958,0.077148,4.283333,COLLISION_WITH_NavModifierVolume43,LAZY,31
﻿905,0.868852,0.065708,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿906,0.853878,0.05066,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿907,0.947332,-0.030043,4.166667,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿908,0.900752,0.004374,4.383333,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿909,0.952678,0.03765,4.633333,COLLISION_WITH_NavModifierVolume8,LAZY,24
﻿910,0.798896,-0.066211,4.3,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿911,0.977414,0.024006,4.816667,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿912,0.953879,0.003634,4.2,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿913,0.725841,0.043167,4.683333,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿914,0.845375,0.027609,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿915,0.910853,-0.02404,4.066667,COLLISION_WITH_NavModifierVolume8,LAZY,27
﻿916,0.702405,0.009681,4.1,CORRECTINGWRONG,LAZY,32
﻿917,0.864691,0.048384,4.383333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿918,0.97021,0.018025,4.633333,COLLISION_WITH_NavModifierVolume8,LAZY,29
﻿919,0.80454,0.019707,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿920,0.858693,0.023875,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿921,0.851264,0.020337,4.533333,COLLISION_WITH_NavModifierVolume30,LAZY,24
﻿922,0.896803,0.033131,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿923,0.861407,0.050802,4.4,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿924,0.92575,-0.051618,5.05,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿925,0.972256,-0.012429,4.866667,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿926,0.862746,0.010341,4.716667,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿927,0.859543,0.030286,4.033333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿928,0.984756,0.048524,5.083333,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿929,0.754945,0.03732,4.616667,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿930,0.853434,0.036403,3.866667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿931,0.853347,0.05328,4.383333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿932,0.756615,-0.113414,4.55,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿933,0.74612,0.002845,4.05,COLLISION_WITH_NavModifierVolume8,LAZY,25
﻿934,0.744213,0.013451,4.35,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿935,0.892689,0.011446,4.416667,COLLISION_WITH_NavModifierVolume8,LAZY,31
﻿936,0.534661,0.034161,4.55,CORRECTINGWRONG,LAZY,29
﻿937,0.956125,0.054768,5.05,COLLISION_WITH_NavModifierVolume53,LAZY,27
﻿938,0.674635,0.004127,4.333333,COLLISION_WITH_NavModifierVolume23,LAZY,27
﻿939,0.743079,0.032128,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿940,0.762194,-0.081956,5.6,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿941,0.84732,0.067671,4.516667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿942,0.949574,0.013387,4.533333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿943,0.945736,-0.034245,4.483333,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿944,0.893199,0.077792,4.733333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿945,0.900527,0.045617,5.133333,COLLISION_WITH_NavModifierVolume53,LAZY,34
﻿946,0.716724,-0.00684,5.116667,COLLISION_WITH_NavModifierVolume23,LAZY,32
﻿947,0.664327,0.032267,4.333333,COLLISION_WITH_BP_IntersectionBorder108,LAZY,29
﻿948,0.633782,0.022284,4.116667,COLLISION_WITH_BP_IntersectionBorder108,LAZY,32
﻿949,0.812517,0.021964,4.583333,COLLISION_WITH_NavModifierVolume43,LAZY,25
﻿950,0.901556,-0.00118,4.166667,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿951,0.893617,-0.008825,4.883333,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿952,0.860509,0.058319,4.366667,COLLISION_WITH_NavModifierVolume30,LAZY,31
﻿953,0.854513,0.017881,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿954,0.423864,-0.008992,3.783333,CORRECTINGWRONG,LAZY,35
﻿955,0.92741,0.004855,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,29
﻿956,0.900834,-0.030629,3.95,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿957,0.727525,-0.021097,3.933333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿958,0.950058,0.004087,4.633333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿959,0.823874,0.018136,4.783333,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿960,0.71224,0.008064,3.883333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿961,0.860966,0.038157,4.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿962,0.899319,0.023676,4.533333,COLLISION_WITH_NavModifierVolume43,LAZY,28
﻿963,0.85221,0.022511,4.016667,COLLISION_WITH_NavModifierVolume30,LAZY,25
﻿964,0.888233,0.015723,4.133333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿965,0.843807,-0.016301,4.033333,COLLISION_WITH_NavModifierVolume8,LAZY,28
﻿966,0.848726,0.025804,4.066667,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿967,0.96794,0.01985,4.4,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿968,0.705636,0.020557,3.933333,COLLISION_WITH_NavModifierVolume20,LAZY,29
﻿969,0.79373,0.022685,3.9,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿970,0.813129,0.027487,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿971,0.896589,0.003483,4.1,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿972,0.737079,-0.001239,3.766667,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿973,0.87858,0.001959,4.833333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿974,0.937274,-0.006265,4.333333,COLLISION_WITH_NavModifierVolume53,LAZY,31
﻿975,0.606028,-0.007745,4.1,COLLISION_WITH_BP_IntersectionBorder19,LAZY,29
﻿976,0.418059,-0.108209,4.616667,CORRECTINGWRONG,LAZY,30
﻿977,0.79357,0.033014,4.233333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿978,0.693677,-0.108997,5.5,COLLISION_WITH_NavModifierVolume53,LAZY,28
﻿979,0.83746,0.012104,3.883333,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿980,0.628941,0.016674,4.083333,COLLISION_WITH_NavModifierVolume23,LAZY,29
﻿981,0.937402,0.020064,4.733333,COLLISION_WITH_NavModifierVolume53,LAZY,26
﻿982,0.813608,0.008107,3.6,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿983,0.885193,-0.005551,3.95,COLLISION_WITH_NavModifierVolume30,LAZY,30
﻿984,0.832918,0.026295,4.216667,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿985,0.864018,0.039798,4.466667,COLLISION_WITH_NavModifierVolume43,LAZY,27
﻿986,0.870041,0.028623,4.483333,COLLISION_WITH_NavModifierVolume43,LAZY,29
﻿987,0.733269,0.007869,4.0,COLLISION_WITH_NavModifierVolume23,LAZY,33
﻿988,0.602586,-0.010752,4.033333,COLLISION_WITH_NavModifierVolume12,LAZY,29
﻿989,0.962189,0.065637,4.65,COLLISION_WITH_NavModifierVolume8,LAZY,26
﻿990,0.62902,0.011888,4.15,COLLISION_WITH_BP_IntersectionBorder108,LAZY,26
﻿991,0.845911,0.02674,4.366667,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿992,0.884687,0.001883,4.066667,COLLISION_WITH_NavModifierVolume43,LAZY,30
﻿993,0.900622,-0.000758,3.916667,COLLISION_WITH_NavModifierVolume53,LAZY,30
﻿994,0.886377,0.041269,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,26
﻿995,0.726504,0.022378,4.15,COLLISION_WITH_NavModifierVolume23,LAZY,28
﻿996,0.966356,0.018681,4.483333,COLLISION_WITH_NavModifierVolume11,LAZY,27
﻿997,0.864615,0.044592,4.433333,COLLISION_WITH_NavModifierVolume30,LAZY,27
﻿998,0.76076,0.03543,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿999,0.84939,-0.003696,4.15,COLLISION_WITH_NavModifierVolume30,LAZY,28
﻿1000,0.852823,0.068926,4.65,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿1001,0.986264,-0.048079,5.3,COLLISION_WITH_NavModifierVolume53,LAZY,21
﻿1002,0.885109,0.022841,4.3,COLLISION_WITH_BP_IntersectionBorder86,LAZY,28
﻿1003,0.797733,0.019812,4.116667,COLLISION_WITH_NavModifierVolume43,LAZY,26
﻿1004,0.893909,0.017125,4.05,COLLISION_WITH_NavModifierVolume30,LAZY,32
﻿1005,0.874524,0.033807,3.933333,COLLISION_WITH_NavModifierVolume30,LAZY,29
﻿1006,0.57602,0.00571,4.05,COLLISION_WITH_BP_IntersectionBorder19,LAZY,28
﻿1007,0.584209,-0.212409,5.166667,REVERSE,LAZY,28
