Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,3772.606067,323.551704,5.333333,COLLISION_WITH_NavModifierVolume21,FLIPPED,17,27
﻿2,3336.692697,822.309125,6.666667,COLLISION_WITH_BP_IntersectionBorder121,COLLISION_WITH_NavModifierVolume22,3,27
﻿3,2937.531155,562.493653,4.888889,COLLISION_WITH_NavModifierVolume13,COLLISION_WITH_NavModifierVolume10,3,27
﻿4,3233.01839,937.73237,7.62963,COLLISION_WITH_NavModifierVolume2,COLLISION_WITH_NavModifierVolume22,3,27
﻿5,4620.141264,993.542026,7.518519,COLLISION_WITH_NavModifierVolume2,FLIPPED,5,27
﻿6,2245.393098,915.54196,6.407407,COLLISION_WITH_NavModifierVolume61,COLLISION_WITH_NavModifierVolume22,3,27
﻿7,2068.11106,847.29863,6.851852,COLLISION_WITH_NavModifierVolume18,FLIPPED,5,27
﻿8,2299.180446,662.062147,5.962963,FLIPPED,COLLISION_WITH_NavModifierVolume10,3,27
﻿9,2119.700741,881.740374,6.740741,COLLISION_WITH_NavModifierVolume18,COLLISION_WITH_NavModifierVolume22,3,27
﻿10,4767.540688,822.934245,7.296296,COLLISION_WITH_BP_IntersectionBorder106,FLIPPED,5,27
﻿11,2133.074242,999.778133,7.703704,FLIPPED,FLIPPED,5,27
﻿12,1489.919834,816.970207,6.407407,COLLISION_WITH_BP_IntersectionBorder184,COLLISION_WITH_NavModifierVolume22,3,27
﻿13,5290.71482,1093.277731,7.481481,COLLISION_WITH_NavModifierVolume13,COLLISION_WITH_NavModifierVolume10,3,27
﻿14,3776.844914,942.811951,6.740741,COLLISION_WITH_NavModifierVolume9,COLLISION_WITH_NavModifierVolume22,2,27
﻿15,2413.802847,977.89054,7.518519,COLLISION_WITH_BP_IntersectionBorder67,FLIPPED,4,27
﻿16,4027.397072,1035.586248,7.444444,COLLISION_WITH_BP_IntersectionBorder97,FLIPPED,4,27
﻿17,3826.996373,965.940899,7.592593,COLLISION_WITH_BP_IntersectionBorder103,FLIPPED,5,27
﻿18,1379.310021,697.242484,7.444444,COLLISION_WITH_BP_IntersectionBorder116,FLIPPED,6,27
﻿19,1835.326177,975.481095,8.074074,COLLISION_WITH_NavModifierVolume22,FLIPPED,6,27
﻿20,2196.640082,712.603404,7.185185,FLIPPED,FLIPPED,5,27
﻿21,4317.785705,864.814689,6.555556,COLLISION_WITH_NavModifierVolume8,COLLISION_WITH_NavModifierVolume10,4,27
﻿22,4600.079788,1143.5228,8.777778,COLLISION_WITH_BP_IntersectionBorder107,FLIPPED,5,27
﻿23,4678.887997,996.448162,7.481481,COLLISION_WITH_NavModifierVolume2,FLIPPED,5,27
﻿24,2623.676525,861.145339,6.740741,COLLISION_WITH_NavModifierVolume4,COLLISION_WITH_NavModifierVolume4,2,27
﻿25,2358.58241,793.067883,7.555556,FLIPPED,FLIPPED,4,27
﻿26,1398.401751,767.368273,5.888889,COLLISION_WITH_BP_IntersectionBorder115,COLLISION_WITH_NavModifierVolume14,3,27
﻿27,2219.630668,852.238509,7.259259,COLLISION_WITH_NavModifierVolume61,FLIPPED,4,27
﻿28,4951.821928,887.376745,8.333333,COLLISION_WITH_NavModifierVolume13,FLIPPED,8,27
﻿29,3093.249151,987.788024,7.814815,COLLISION_WITH_BP_IntersectionBorder48,FLIPPED,4,27
﻿30,2740.480415,827.023492,7.0,COLLISION_WITH_NavModifierVolume21,FLIPPED,4,27
﻿31,1770.169727,613.339931,6.62963,COLLISION_WITH_NavModifierVolume22,FLIPPED,5,27
﻿32,2053.118755,686.220981,6.925926,COLLISION_WITH_NavModifierVolume37,FLIPPED,6,27
﻿33,4034.237054,721.651052,6.222222,COLLISION_WITH_NavModifierVolume9,COLLISION_WITH_NavModifierVolume22,3,27
﻿34,2215.272786,693.683349,6.037037,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume22,3,27
﻿35,3529.368028,1003.69546,6.888889,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,27
