Generation BestFit MeanFit BestFitMA MeanFitMA
143 80680.82512 29325.375521 73887.4932495 29526.042733800004
144 74340.372076 29072.635776 73724.672478933338 29354.093703433333
145 60628.874767 24230.485867 73121.135028733333 29178.954920399996
146 79040.893891 29348.374894 72941.713184200009 29223.623081466663
147 77414.457323 32867.212909 72940.115088300008 29336.930691933332
148 58127.464433 30792.731905 73656.243998533333 29649.556951900002
149 80813.531489 37635.500596 74457.406007533355 29928.4128272
150 78853.959063 33599.351252 73937.023896199986 29969.614094466666
151 69815.966116 26012.281483 73338.218695933319 29656.880411366663
152 41352.107896 32542.151942 72124.7574393 29731.198415666666
153 83896.061811 35448.95238 72280.097209499989 30058.376456333335
154 60793.833324 26025.718057 71384.068730333325 29776.963170533334
155 72742.348161 30286.381418 71794.237414099989 29815.1307608
156 82961.283486 35406.735834 71652.28762446667 29903.666191533335
157 67674.998294 34057.535683 71927.115315033341 30033.441580166669
158 78884.528966 25185.830033 72013.226669666663 29666.236592766669
159 78943.691739 30522.597722 72046.10810300002 29546.903546633333
160 48960.458022 22040.97486 72374.496665266663 29476.079799333333
161 80739.223963 29292.80292 72415.299297033329 29585.476971166667
162 61513.273519 30481.101909 71898.564347466672 29426.9550128
163 74269.064479 26250.322017 71830.2419463 29256.559883966671
164 76385.956044 30106.597077 71771.801033533338 29345.802402699996
165 47097.495836 22221.761716 71289.262128466667 29326.1190202
166 78068.323355 28513.733474 71241.8613265 29130.031254666668
167 60084.2255 27771.206517 70646.679156333354 29277.342629133338
168 62936.361245 30310.052026 70745.443425633333 29246.856816133335
169 73021.097307 31844.927731 70758.622072 29360.151792666667
170 76035.335272 29644.537829 70617.6371471 29586.547416933336
171 49124.156602 30083.191073 69565.632665966667 29727.236358399994
172 64168.192122 30768.603188 69312.278707366684 29722.988853633335
173 76248.504635 26260.157043 69164.5346912 29620.814904366667
174 79092.242068 34377.626018 69322.9303576 29797.647912433327
175 79680.864563 29233.75004 69957.996684133337 29964.423384866663
176 44515.436817 29005.936577 68807.148114999989 29953.008774299993
177 43869.603733 31601.929687 67688.986328666666 29910.832666899994
178 79281.793481 31999.999348 68394.130630266664 29951.074914999994
179 71209.265249 32674.057285 68073.988422266659 29785.693471299997
180 76917.344727 31994.464384 68009.434611066652 29732.197242366663
181 69589.249122 30409.431287 68001.877377933328 29878.768902499996
182 69631.092627 24039.57287 68944.5102023 29595.3496001
183 78647.737266 27958.511929 68769.5660508 29345.668251733332
184 88735.341997 28427.165215 69700.949673233321 29425.716490333332
185 77762.698978 28149.084796 69868.294700466664 29354.4732696
186 77744.642381 33297.122876 69694.40666363333 29284.152837666668
187 77156.977348 37268.519292 70010.4726321 29391.185624633337
188 67668.276318 28463.924739 69636.597543833341 29500.455448166678
189 70043.91778 30344.342548 69339.938411866679 29494.513609033344
190 69895.236678 23803.016492 70037.764367066658 29553.248330100007
191 74231.685788 27477.133025 69820.8464279 29492.726000266674
192 69863.293568 33035.910653 70099.180429533342 29577.886291733339
193 69625.424918 31999.459536 69944.392444166675 29769.524209033341
194 76796.357406 33214.248863 69958.072489566679 29873.112601900004
195 76242.096223 26437.941087 70929.559169133354 30013.651914266669
196 75636.66595 28356.246621 70848.503922299991 30008.4023525
197 62092.903156 26027.122839 70915.459844166675 29950.266229899997
198 78417.931789 29430.125274 71431.512195633331 29920.935338166662
199 71688.304056 28224.148475 71387.085753933337 29800.242696299996
200 62303.793203 35578.903916 70929.367684966666 29998.0548992
201 74551.402334 31532.543493 71776.94254270001 30046.366646533326
202 79255.869978 32833.576956 72279.865137900008 30115.199105466658
203 75255.13246 30070.898682 72246.752732066656 30242.223826766662
204 73478.606114 28061.60588 72059.631533599983 30031.689822166667
205 86827.531779 32097.921626 72297.853774133328 30127.162208366663
206 90115.228815 27421.974668 73817.846840733328 30074.363478066658
207 61491.033663 27386.222857 74405.2278384 29933.839917066663
208 58484.402409 31033.382067 73711.981469333332 29901.619341033333
209 44378.454916 29347.93476 72817.62112489999 29790.748590199997
210 65997.488602 28232.40472 72453.62592073335 29665.346601400004
211 80187.711294 38497.077578 72806.90799313334 29934.934811100004
212 61471.263146 34736.194939 72534.9136771 30291.488880066663
213 90308.204567 37635.417541 72923.595920466658 30614.052400466659
214 80325.620745 37262.392555 72643.271878733329 30908.559978466667
215 79239.411812 25633.909734 72692.495639866669 30824.720809733331
216 58172.96346 30583.322681 72040.106342500017 30734.260803233326
217 82406.953 27423.618067 72215.105530900008 30406.09742906666
218 80996.761689 28549.999962 72659.3883766 30408.966603166664
219 61109.355667 29070.056862 72361.569639500012 30366.490413633335
220 59231.934612 30539.420479 72006.126237299992 30591.037213199997
221 86041.483018 39049.113594 72399.786144966667 30976.769898833336
222 75720.172469 28858.968074 72595.015441666648 30837.538479533334
223 76705.540458 28886.317277 72831.01929299999 30733.767070899998
224 77317.460899 35468.916242 72848.389409433323 30808.9226502
225 79458.501672 29264.618198 72955.6029244 30903.145220566668
226 68418.072271 33596.711472 72714.9831351 31077.827382266663
227 83825.466129 27232.731574 73439.401900866666 31118.014340099995
228 60739.351074 29458.752971 72850.115877033313 31118.968596666662
229 76725.300423 32226.862693 73018.015755933317 31252.392403933332
230 88994.650714 30606.975795 73907.7110063 31086.661466566668
231 92246.073389 37431.583512 74497.533374799983 31283.296133866665
232 81486.49166 30399.566205 74571.887430866656 31202.162442166667
233 45497.261853 27674.201803 73579.95841063332 31122.272546200005
234 85846.667623 24735.172769 73992.2271276 31011.391442500004
235 61587.819799 32118.769465 73150.903394933324 31012.086370466674
236 65599.132577 23823.924863 72333.700187 30892.151376966671
237 87097.258256 34575.49947 73187.241006766664 31131.79393073334
238 89741.373835 29364.838136 74229.140054299991 31076.175799700006
239 57671.537929 27863.278108 74672.2428214 31026.687244633336
240 92949.396418 30242.488953 75570.6397486 31093.690052400005
241 84953.177816 28797.854 75729.48863266666 30770.382599800007
242 80063.494604 33369.602 76349.229681266661 30724.829501833337
243 91764.069602 33428.223361 76397.758515766662 30584.589695833332
244 57678.637955 23571.183445 75642.859089433347 30128.216058833332
245 52508.05304 28259.758497 74751.813797033348 30215.744350933332
246 58753.151417 30426.394828 74771.15339560002 30210.513422499997
247 87933.296782 27566.226876 74955.364855 30215.267049466664
248 62316.201037 26488.339727 74332.679499933336 30146.54504163333
249 76236.681497 28745.861016 74836.923694266676 30135.738513433334
250 60258.192925 30209.804258 74871.132304700019 30124.751306066664
251 61880.032825 29983.916519 74065.7506316 29822.578070233332
252 81144.277887 32019.401005 74246.554145533344 29927.9258346
253 56868.453174 23612.837925 73585.317902733339 29752.14318953333
254 74211.803584 34415.902021 73481.795992233339 29717.042715499992
255 87183.49698 32147.661166 73739.295835833327 29813.144147766659
256 62319.73463 29808.822857 73536.017914466647 29686.881193933328
257 76717.644163 33917.288825 73299.090515600008 29909.699768966668
258 79790.521593 28553.827808 73934.129532899984 29879.53559686667
259 51080.751863 30559.35586 73079.311247566657 29823.952035766666
260 60504.336583 26666.735113 72129.63410986666 29692.610679700003
261 75887.35444 40698.078472 71584.343478233335 29801.493845033336
262 60434.677872 30819.90327 70882.616351966659 29815.505080533334
263 56246.283717 30655.498184 71240.917080766667 29914.881626566672
264 75714.67987 22305.622596 70903.184155666662 29833.896620800002
265 82517.661391 26722.125126 71600.845542066687 29654.008476166669
266 81175.222111 31251.954415 72120.048526533341 29901.609461233336
267 56024.337255 36369.891843 71084.284493166677 29961.422540333337
268 80002.388728 38054.74024 70759.65165626668 30251.0859438
269 74927.864467 33367.138783 71334.86254086667 30434.547966299997
270 66159.081953 30994.601425 70441.8520587 30459.618382033332
271 63277.309258 24567.261582 69719.323106766649 30318.598634766662
272 79627.972781 32222.861554 69704.805712666654 30280.373953233331
273 57154.679235 29305.139317 68551.159367099986 30142.937818433325
274 58539.790457 31196.508396 68579.8644505 30397.1153168
275 58791.953189 31050.645972 68789.327788799987 30490.144899299998
276 62912.608425 19921.671388 68927.976355733335 30139.987451300003
277 59403.39479 30089.854261 67976.979622666666 30224.108364133328
278 89068.364139 29878.692927 68868.718392733339 30337.120137466663
279 79986.891253 34660.685439 68993.7253846 30534.280951566659
280 57162.531346 29493.230036 68890.5366653 30510.395144166665
281 76219.971006 27358.155033 69368.534604666667 30422.8697613
282 83725.0285 31279.666648 69454.5596251 30398.211949400007
283 79358.197698 27298.121583 70204.2177759 30521.054738000003
284 58721.422333 28918.107156 69687.8717342 30337.794909166674
285 33006.378644 29403.709556 67881.967789666669 30246.329855500007
286 65050.977836 32984.001666 67973.009229866671 30352.16914913334
287 76249.00659 33472.94145 67957.387977433333 30337.357569966673
288 61797.275437 27786.731185 67357.613105566663 30311.787682533341
289 55236.193762 29852.638553 67496.127835533334 30288.230438966675
290 44878.181118 32464.313833 66975.255986700009 30481.483062966676
291 78048.48884 33615.527621 67047.293800033338 30245.398034600006
292 62011.165298 37720.728205 67099.843380900013 30475.425532433335
293 78305.402758 27410.707526 67835.147348933344 30367.265843833338
294 73017.294032 29716.933636 67745.234487666676 30614.30954516667
295 86471.398045 32391.518924 67877.025709466674 30803.289338433344
296 79867.476685 30407.732823 67833.434195266658 30775.148618700005
297 90203.039071 35960.514985 68972.724255799985 30761.502723433343
298 80408.769551 28284.79051 68986.270283233331 30435.837732433341
299 56130.194398 26039.838324 68359.681280933335 30191.594383800002
300 62096.255512 28078.101229 68224.25373289999 30094.3777106
301 58678.606642 30271.778929 68070.9636457 30284.528288833331
302 54196.779891 26141.525901 67223.257216033322 30081.817100399996
303 56697.395795 26617.62394 67208.014434699988 29992.233254500003
304 46545.674244 30123.212912 66808.210560933323 29956.456738366665
305 76286.939709 33186.010187 67391.376778266655 30027.635545533332
306 62547.475602 30236.154222 67379.205684166664 30371.45164
307 54286.931999 26742.699325 67208.656924466661 30259.879808800004
308 79070.281214 31490.712608 66875.38749363333 30313.613798166669
309 80064.863997 35141.193943 66877.986585099992 30329.630748300006
310 60581.476959 35486.565649 66991.951438866658 30529.408602066673
311 81613.537505 28393.412231 67171.736988833334 30563.917175333343
312 83306.48391 32187.856093 67157.7855025 30594.190156833341
313 59103.12811 29990.710552 66482.616516233335 30683.943122466677
314 84105.642858 33484.60774 67328.75720040001 30836.159808600012
315 81175.46764 30830.133159 68934.393500266669 30883.707262033342
316 61417.436318 31211.939572 68813.275449666675 30824.638525566676
317 77960.902483 27152.804783 68870.3386461 30613.967303333342
318 56878.105262 26090.052437 68706.366306933342 30557.411345066674
319 73465.364481 23001.973393 69314.0053309 30329.055839733337
320 62456.997959 30015.540288 69899.965892266657 30247.4300549
321 61528.399893 25880.177728 69349.296260700008 29989.585058466666
322 63998.021141 34330.376179 69415.5247888 29876.573324266661
323 59149.972791 33198.10361 68777.01045656667 30069.486527066663
324 78033.226105 36250.52094 68944.208192333332 30287.272770533327
325 80079.274604 37240.38727 68731.137410966665 30448.901715399988
326 61261.399268 30637.227972 68110.934830399987 30456.551553699992
327 78165.393154 27000.384945 67709.6799665 30157.88055236666
328 84320.750422 25285.670871 67840.079328866661 30057.909897733331
329 47881.646236 33057.521562 67565.127723466663 30291.832672333334
330 59030.259898 30450.445803 67462.927869666659 30370.9108248
331 47534.673748 26982.948433 67091.463439866668 30261.2831416
332 79854.055067 31037.687141 67946.705945733323 30424.488516266665
333 67912.155313 33472.646924 68320.531263 30652.9892824
334 55457.9357 23351.996335 68617.606644866653 30427.282063166669
335 83877.740292 22496.774944 68870.633330966652 30070.974221733337
336 69692.733949 30814.963542 69108.808609199987 30090.267865733338
337 70330.613985 25824.120898 69643.59800873333 30059.648584833332
338 59487.670573 21770.429616 68990.8443207 29735.639151766671
339 80619.551944 29194.070947 69009.333918933335 29537.401718566667
340 62554.057218 31372.860805 69075.086594233318 29400.278223766665
341 88131.0458 30545.642677 69292.336870733343 29472.019238633329
342 55742.89456 23821.990511 68373.550559066673 29193.157052566665
343 80256.223404 29565.431076 69078.653735533342 29178.981070033333
344 73722.687451 29323.297054 68732.555221966672 29040.270713833335
345 90556.330116 28371.056222 69045.250637833349 28958.301482599996
346 61509.757997 27995.519826 69048.328027133335 28851.087491066664
347 79519.153191 32956.252397 69100.2697174 29044.535744866665
348 55947.342761 34065.603437 69069.2443007 29310.387444866665
349 74024.385953 34641.564809 69087.878349766659 29698.3738254
350 46645.069069 28747.304271 68560.814053433322 29656.099291499995
351 80070.096558 30309.120787 69178.870608933328 29803.730726799997
352 80513.234082 26342.754779 69729.377706966668 29537.476680133328
353 57612.111584 30958.196127 69678.115666733327 29462.813097366663
354 64829.30068 35008.159845 69237.984819233345 29421.401060866665
355 71265.232588 29226.733515 68944.1834187 29154.279269033334
356 62947.809322 29224.311092 69000.397087166668 29107.182039699997
357 55540.800365 27663.696871 68246.2439942 29129.292437233329
358 62696.746646 27101.232189 67525.443868333343 29189.811147833334
359 81184.235497 28850.624736 68635.530177033332 29049.581253633329
360 81885.061026 30233.805267 69397.3568813 29042.359902433331
361 78820.789975 27713.101226 70440.2274222 29066.698328866667
362 59407.088132 28550.617809 69758.661857700019 28983.796017799996
363 75376.115103 25642.094367 70007.460517366679 28722.77759923333
364 68643.92869 31700.968791 70446.993617033353 29001.0766811
365 82530.539758 31608.174339 70402.086932566686 29304.789994266663
366 87208.270674 29854.567258 70985.938156733348 29272.776784799993
367 45811.971744 28739.398091 70168.650082033346 29369.952691233331
368 81564.920531 34280.993155 70904.558413966661 29786.971475866671
369 58042.437052 29877.106037 70151.987917566672 29809.7393122
370 76324.314849 25030.975964 70610.996505266681 29598.343150833334
371 59080.635299 25577.308144 69642.649488566662 29432.731999733332
372 88414.767485 32039.547621 70731.7119194 29706.650570066668
373 59442.573439 32179.011169 70037.923587233337 29793.769906499998
374 58121.923538 32278.792884 69517.898123466672 29892.286434166668
375 70897.835345 34068.457363 68862.614964433335 30082.199805533335
376 67644.401068 31603.39341 69067.1030668 30202.462258333337
377 74336.744551 34337.351066 68894.356112133333 30248.498880633339
378 76228.043927 28884.487191 69570.379484333316 30075.795005766668
379 61646.581617 30253.515586 69157.78600646666 29929.526698333339
380 78428.313366 29116.041389 70217.227483033334 29941.8179356
381 64591.254469 31407.762612 69701.266080066649 29978.439329766665
382 60013.566589 34377.423879 69017.943830299992 30246.261633100003
383 62075.350672 26643.740145 69166.718466566672 30102.446433700003
384 68809.628377 25977.793675 69299.396056466678 29801.43422803334
385 47650.45158 29833.140811 68512.23668953334 29821.647804566666
386 59936.68842 27789.093834 68411.865992800012 29773.807229300008
387 74737.065736 30216.786963 69051.741505166676 29858.910232366667
388 73928.071977 32602.867787 69426.119016200013 30042.298085633331
389 78854.057799 25086.310868 69348.446426266673 29916.820956700005
390 69102.548478 31626.556779 68922.362674666671 29963.2460071
391 59507.309708 23079.156647 68278.579999100009 29808.781187800003
392 58823.806052 32984.538362 68259.137263100012 29956.578539566672
393 54664.691367 26453.923838 67568.756471900007 29983.639521933339
394 59080.722542 33498.566897 67249.98293363335 30043.559458800002
395 51654.972518 29592.394315 66220.7973589667 29976.366791333341
396 69920.764917 29292.652794 65644.547167066688 29957.636309200003
397 46073.379689 31095.579637 65653.260765233354 30036.175694066667
398 69504.752771 31587.723489 65251.255173233345 29946.400038533335
399 79757.981464 31286.214107 65975.106653633338 29993.37030753334
400 58649.464761 29730.635337 65385.944984033333 30150.025619966673
401 70036.328712 33334.879464 65751.134764466682 30408.611330633339
402 86076.184134 29201.032608 65673.181986100011 30313.994163533334
403 61199.998106 31731.785475 65731.76280833334 30299.086640400004
404 55185.032321 33348.545913 65633.866434433337 30334.745074700004
405 59404.324036 23570.922958 65250.7493908 29984.827261200004
406 46618.648556 23381.857961 64549.890973733345 29710.776079566669
407 59722.167273 35977.065207 64062.738397800007 29765.4332176
408 58225.764069 32179.677946 63462.662402533329 29875.272909433341
409 83547.781554 29928.491325 64192.702400433343 29864.4387674
410 61698.18765 26419.216683 63635.031543233337 29774.544610533336
411 62935.185625 23200.053671 63579.829248433329 29500.954312500002
412 60799.139481 27299.534707 63606.0150115 29265.02467343333
413 58736.178824 32343.636938 63494.709283233336 29455.021233199997
414 82914.998332 30815.165028 63964.888281733343 29616.266944966665
415 63048.722087 28939.692102 64478.1639653 29586.48532133333
416 71260.048114 30624.445457 64855.609288433334 29680.9970421
417 59696.158183 26637.374504 64354.245703333334 29561.683293466667
418 73859.561624 27062.898761 64351.9620249 29377.017659266665
419 55852.465206 29112.815897 63585.242271800009 29511.234493566662
420 73398.151298 32816.632433 63728.429032466658 29550.903682033331
421 89311.292137 30822.413475 64721.89511343334 29809.012242966663
422 80990.551679 27699.052814 65460.786634333344 29632.829391366668
423 62515.705964 26259.533099 65722.4871209 29626.349700066668
424 83808.560945 28364.260986 66546.748401 29455.206169700003
425 60932.985413 29214.379745 66856.0154975 29442.605684033337
426 74063.582723 28315.840717 66994.109424366688 29410.045281466668
427 39734.239912 31823.826728 66782.804765133347 29434.3201845
428 73709.607663 32266.231308 66922.966594866666 29456.9371118
429 53928.805982 23885.515148 66061.994078800009 29210.247146499998
430 66332.673835 25718.166606 66318.101047933349 29076.4981888
431 83834.385579 30074.260634 66778.036276833343 28967.810894466664
432 55610.74108 31066.003986 65762.52150836667 29029.976607066663
433 60916.533341 24159.657319 65753.072682866667 28777.5723352
434 71002.802338 34109.745259 66280.331683433338 28802.945646733333
435 61151.684001 28106.817343 66338.5770156 28954.142126233332
436 55401.786089 29230.715308 66631.3482667 29149.104037799996
437 60716.812118 32282.163859 66664.503094866668 29025.940659533328
438 78054.288288 30033.243284 67325.453902166671 28954.392837466665
439 60107.733364 34841.66914 66544.118962500012 29118.165431299996
440 76858.293485 34510.674511 67049.455823666678 29387.880692233332
441 64244.713996 26573.629947 67093.10676936667 29500.333234766662
442 77054.193439 30786.698551 67634.9419013 29616.572029566658
443 77644.741044 26091.653717 68265.22730863333 29408.172588866662
444 61433.636433 33340.489572 67549.181912 29492.350073666665
445 75475.252144 27647.841535 67963.399580566664 29449.288388099998
446 54084.327094 26622.334508 67390.875546566662 29315.884689799997
447 65413.463603 25413.074453 67581.452393899992 29275.0746881
448 61462.49551 25506.828842 67168.216856766667 29223.205690799998
449 56024.902459 28637.39934 67173.9647652 29207.358472233333
450 78191.906618 25202.387064 67333.756609199991 28953.550293266664
451 69202.195177 24350.420244 66663.4533772 28737.81718556667
452 78126.366402999993 21531.270553 66567.980534666669 28532.224443533338
453 57974.250258 28348.891274 66416.5986778 28601.869716033336
454 56733.210916000004 29283.691129 65514.087010166681 28632.517387466676
455 78205.643257 25388.247802 66089.842271633344 28504.979656033342
456 80881.927214 25642.061084 66317.12042133334 28415.853668266678
457 61303.221954 29463.059086 67036.0864894 28337.16141353334
458 60208.282096 26929.419749 66586.042303833339 28159.2676949
459 47600.548459 38117.444833 66375.1003864 28633.665351066673
460 54599.965896 20502.308315 65984.010121766667 28459.803408033338
461 63721.915961 35549.574247 65313.594467833318 28642.313861800005
462 67556.875045 24947.736144 65711.798933333324 28438.371600400005
463 80472.05337 31862.990126 66363.649600966659 28695.149360633335
464 53194.619654 24456.032277 65770.043511499985 28373.358927900004
465 62002.774373 27374.111218 65798.413190566658 28348.9353904
466 67702.550209 26009.013796 66208.438661233333 28241.54534
467 64647.873355 25486.412378 66339.4740358 28015.020290633329
468 61003.390729 27596.056613 65771.110783833341 27933.780734933331
469 83158.478897 25809.454127 66539.46896826665 27632.706901166664
470 77844.157022 28265.676966 66572.331086166654 27424.540316333332
