Generation BestFit MeanFit BestFitMA MeanFitMA
471 73483.272325 25042.491851 66880.283030466657 27373.5023798
472 57478.932433 28789.749867 66227.774330266664 27306.937423666663
473 66544.321507 30975.147536 65857.760345700008 27469.720550966667
474 76693.796577 23339.144337 66366.4323505 27136.342376466666
475 57836.123902 29916.59808 65778.461409100011 27211.967594633337
476 71317.100689 26653.53447 66352.887195600008 27213.007593366667
477 56091.460238 25976.909966 66042.153750100013 27231.802110466666
478 68545.364779 29441.064616 66278.2493924 27362.943302933338
479 58126.830763 24067.157158 66348.3136692 27210.601896866669
480 79725.04968 32228.767509 66399.418437933331 27444.814578366666
481 57470.613244 28882.498201 66008.365706833341 27595.883843600008
482 55984.157713 19671.261881 65270.29208383333 27533.883554533342
483 46207.074286 29880.504859 64878.052884766665 27584.937340700002
484 57161.342937 29796.07178 64892.323952133331 27602.016695733335
485 59994.987037 30454.943827 64285.302078133333 27770.906563233333
486 79050.649319 27613.899843 64224.259481633329 27836.634521866668
487 71070.340271 23983.331236 64549.8300922 27653.976926866671
488 61287.921475 27647.309999 64585.818071500005 27677.906601866671
489 62642.347803 29542.406348 65087.21138296667 27392.071985700004
490 57576.340491 21781.503708 65186.423869466664 27434.711832133336
491 77936.640768 28475.338635 65660.2480297 27198.903978400005
492 57619.334999 29981.166346 65328.996694833339 27366.684985133339
493 62422.342687 30483.927313 64727.339672066664 27320.7162247
494 54282.929824 27777.448862 64763.616677733342 27431.430110866673
495 52820.990851 27475.038424 64457.557227000005 27434.794351066677
496 43584.555149 20296.710714 63653.624058333342 27244.384248333343
497 30609.758794 26060.086055 62519.020239633326 27263.506704233339
498 50688.134667 33814.831311 62175.178370899994 27470.79919416667
499 72024.934198 33610.13156 61804.060214266654 27730.821775266668
500 45616.278199 28494.18891 60729.797586833323 27738.438840066668
501 69468.801026 28814.641915 60595.981876866652 27864.177175533336
502 73759.854085 26502.062156 61138.679265266655 27787.920918500004
503 64829.269256 26783.097353 61081.510856899986 27648.185912400004
504 65121.247314 23560.000143 60695.759214799989 27655.547772600003
505 64356.605911 25214.096144 60913.1086151 27498.797708066668
506 64316.270289 26926.616488 60679.747601766641 27507.900442000002
507 78764.434465 30899.248605 61435.513409333311 27671.978396633338
508 54170.14925 23952.919495 60956.33955836665 27489.040225933339
509 63876.288074 23350.659371 61147.988135399995 27465.156966366674
510 60040.61355 29603.43639 60491.840264399987 27377.645929066672
511 60658.362685 30139.745834 60598.098579099991 27419.554183500004
512 65971.892078 26695.150154 60931.023057933322 27653.683792600008
513 44000.048598 25652.212713 60857.455534999994 27512.740721066675
514 26442.88618 25822.371503 59833.506976433324 27380.284045166674
515 60474.477649 25174.33421 59849.489996833334 27204.263724600009
516 67053.304957 27249.789043 59449.578518099996 27192.126697933338
517 73861.709705 20591.686411 59542.624165900008 27079.071870433338
518 56623.34578 28801.84142 59387.138309400019 27117.556251133334
519 58614.515216 27403.468389 59252.877223166666 27046.258319166667
520 61795.278687 20731.620351 59393.508496366667 27011.262207266664
521 59451.247992 29189.135761 58777.328737166674 27035.0554448
522 78965.06102 23781.29504 59488.852937866679 26828.393067933332
523 73290.281424 34923.636063 59851.117562433341 26976.383359599993
524 71890.299547 32463.348739 60438.029886533339 27132.580022166661
525 54853.249156 25986.321863 60505.771830033344 27082.956136799996
526 70191.860728999993 27999.523916 61392.682016033337 27339.716576866667
527 46227.050207 26347.678844 61913.258396466677 27349.303003166668
528 60085.849727 29243.764853 62226.515565133341 27196.934121233335
529 82360.632008 33527.805483 62571.038825466676 27194.189918666671
530 62152.620135 28603.214585 63122.250223333343 27197.824107833334
531 59761.868881 23943.364521 62798.685818500009 27035.4481947
532 57361.275987 23003.390432 62252.066548566676 26918.825803900003
533 74897.85228 29276.012327 62587.685982700008 27001.922969699997
534 62935.414004 33347.881048 62514.824872366669 27328.185666533329
535 64028.046253 23830.390918 62503.872883766671 27282.062158999997
536 67171.34741 27685.552855 62599.042121133338 27307.360037899998
537 63505.291808 20185.882862 62090.404032566672 26950.247846466664
538 76253.180525 25288.941384 62826.505075066663 26994.781909433328
539 58430.273292 26881.003434 62644.971249 27112.460044866661
540 83497.337618 26704.162083 63426.862051266668 27015.81756796666
541 77559.921196 31602.513128 63990.247334966654 27064.576477766666
542 55323.118231 23991.645591 63635.288206733319 26974.459658999993
543 74339.101958 30835.237576 64646.589985399994 27147.227154433327
544 57773.74093 30347.070909 65690.951810399987 27298.050467966659
545 71269.380653 22380.79169 66050.781910533333 27204.932383966665
546 79857.731561 29999.827159 66477.596130666658 27296.600321166665
547 70625.09754 30725.741759 66369.709058499982 27634.402166099993
548 61372.026634 33603.979145 66527.998420299991 27794.473423599997
