Generation BestFit MeanFit BestFitMA MeanFitMA
453 3674.365082 14694.33475 4941.8846618999905 15575.254611099974
454 3624.048799 18551.938588 4941.41640169999 15767.07832356664
455 3569.733966 14336.05643 4939.533845533324 15751.549887766641
456 3596.962268 15887.996207 4939.5277232333237 15684.64829346664
457 3657.890007 15913.137104 4939.82347909999 15714.141990866641
458 3602.88019 16408.865261 4942.4964229666566 15753.42169783331
459 3579.461611 12551.755602 4942.2013972666573 15689.827861299975
460 3656.483801 18234.106331 4942.8795141666569 15804.003902033308
461 3613.572473 12789.054786 4942.804592933323 15782.528682299973
462 3560.643525 17425.911833 4941.0359399333229 15797.108638433307
463 3529.388836 14240.248201 4934.5931337333222 15689.400970633307
464 3612.518866 15480.346627 4933.457197433323 15764.231418333307
465 3608.824613 20101.649737 4934.2035436999895 15991.256081699974
466 3664.995133 15479.609099 4936.2571554999895 16094.39690836664
467 3560.0748 14121.115948 4935.0892070666569 16048.345660699972
468 3593.332502 13123.754055 4932.89588769999 16005.259414899972
469 3608.908144 11563.693509 4935.1424889666559 15816.076846033306
470 3600.692732 18972.305351 4933.1281136666557 15903.054551633306
471 3668.706395 20581.770413 4937.5911669999887 16004.047896899974
472 41702.488341 18438.187377 6207.3865249666551 16007.073133366641
473 3618.215199 14089.120966 6207.510473233322 15950.059572099974
474 3700.746948 14795.196886 6210.9779518333216 15799.444001199972
475 3630.401486 13347.755882 6212.0335325666547 15813.180361766639
476 3626.061657 18465.160185 6212.4204252999889 15924.31088376664
477 3672.685333 18830.546938 6214.6773927999884 15966.332313833305
478 61657.870471 17620.99622 8152.2268682333215 15989.951803433307
479 3626.996485 15671.197114 6817.0844430333218 15964.662639366639
480 3586.989477 14702.223203 6816.9038993999884 16060.504559333303
481 3591.116072 17032.554869 6815.8935599666556 15998.390384899971
482 3633.497407 16588.674884 6821.0184206333215 16001.308811866636
483 3618.264379 13146.638822 6819.1483971999878 15949.718947599969
484 3618.880147 15209.710459 6818.9761087999877 15838.311343299971
485 3655.24838 13721.394295 6821.8265892666541 15817.822605466637
486 3619.525231 11416.334894 6822.5786880333208 15668.767228366636
487 3527.089481 14033.028439 6818.2186704999876 15606.096939533303
488 3591.38297 19221.118337 6817.8354298333206 15699.838708733303
489 3489.430416 16122.22215 6814.8343899999873 15818.854260333303
490 3662.074711 19930.845768 6815.0207536666539 15875.412241566637
491 3532.888386 17534.173592 6812.331284099987 16033.582868433303
492 3593.15016 14135.587773 6813.414838599987 15923.905399766636
493 3668.159702 17505.110478 6818.0405341333208 16032.734142333304
494 3548.96549 15125.427333 6815.9220882666541 16020.903499199971
495 3611.547727 11374.278721 6816.01285873332 15729.99113199997
496 3647.511299 18116.145258 6815.430064266654 15817.875670633304
497 3609.493021 17729.14168 6817.0773382999878 15938.143195033304
498 3485.864141 15060.280857 6813.4950595999871 16002.694088433303
499 3641.703805 17953.541704 6814.5882482999878 16215.689028266635
500 3621.868596 16143.603734 6815.29411043332 16121.398974366635
501 3655.135741 18368.235604 6814.8417552999881 16047.6144807333
502 3584.599891 15143.63675 5544.2454736333211 15937.796126499969
503 3635.612872 15092.178792 5544.8253960666543 15971.231387366633
504 3624.288567 18532.353147 5542.2767833666549 16095.803262733301
505 3617.036891 18172.977834 5541.8312968666551 16256.643994466634
506 3642.127109 15983.145947 5542.3668119333206 16173.910186533301
507 3663.495146 13584.250477 5542.0604723666538 15999.033637833303
508 3628.553528 13571.638753 3607.7499075999872 15864.055055599971
509 3631.901174 14896.360015 3607.9133972333207 15838.227152299971
510 3657.218016 10183.610587 3610.2543485333208 15687.606731766637
511 3598.544146 15492.036891 3610.501950999987 15636.256132499971
512 3617.062907 16188.225219 3609.9541343333203 15622.907810333305
513 3642.46761 11572.800084 3610.7609086999873 15570.446519066638
514 3582.55449 18410.888454 3609.5500534666539 15677.152452233304
515 3619.951912 16185.530395 3608.3735045333206 15759.290322233304
516 3568.885305 14736.52686 3606.685506999987 15869.963387766637
517 3617.395874 14801.225702 3609.6957200999868 15895.569963199969
518 3643.439386 15301.222577 3611.4309339666529 15764.906771199969
519 3590.609656 15763.920603 3614.8035752999863 15752.963386299967
520 3609.85829 15792.077008 3613.06302793332 15615.004427633301
521 3706.012331 10829.617219 3618.8338260999867 15391.519215199969
522 3543.970853 16847.498063 3617.1945158666535 15481.916224866634
523 3582.179486 17675.375821 3614.3285086666529 15487.591736299968
524 3622.196418 16179.423138 3616.7695395999863 15522.724929799968
525 3712.793398 17428.599441 3620.1443952999862 15724.535620466633
526 3578.997376 18749.071756 3617.8605978666528 15745.633170399966
527 3679.438086 14430.942032 3620.1921000333191 15635.6931821333
528 3624.540222 18461.386489 3624.8146360666524 15749.063369866633
529 3632.507957 16415.714864 3624.5081077999857 15697.802475199967
530 3697.22758 19916.980872 3627.0200739333191 15823.581713133299
531 3668.506457 19440.789915 3627.4657644666522 15859.333523499967
532 3365.01569 14639.417521 3620.1462910999853 15842.526215866636
533 3616.468905 16085.50637 3619.5081588666521 15875.637135133302
534 3640.932197 18290.340153 3620.0629465333191 15867.570035333303
535 3494.013529 17488.527444 3615.9621677999862 15844.755022333302
536 3611.947331 16093.588436 3614.9561751999863 15848.436438633302
537 3605.629467 19438.044089 3613.0273192333198 16043.562892366634
538 3658.132161 19878.549068 3614.0132736666533 16253.793236199966
539 3596.622126 15175.286206 3612.8373053999867 16263.090775899967
540 3609.840671 17841.009182 3611.2580605666531 16518.337395733302
541 3587.534166 18286.682944 3610.8910612333198 16611.492264166634
542 67553.176286 19822.439357 5742.0948405333193 16732.6327354333
543 3630.797008 18205.521093 5741.7058204666528 16953.723435733304
544 3588.233062 14184.287606 5741.895106199986 16812.836740799969
545 3675.819231 15560.310849 5743.7573501666529 16791.996089266635
546 3696.716522 18534.488826 5748.01839073332 16918.594821466639
547 3639.980504 20672.978333 5748.7712117333194 17114.319909166636
548 3649.453028 17281.765645 5748.9716664666521 17180.3380114333
549 3656.491175 16394.259044 5751.1677170999865 17201.349292799969
550 3654.885317 14770.950465 5752.6686179999861 17167.311741366637
551 3594.270606 17415.343515 5748.94389383332 17386.8359512333
552 3642.430666 16540.468528 5752.225887599986 17376.601633399972
553 3709.981281 20291.354761 5756.4859474333189 17463.800931399968
554 3563.151236 15093.13721 5754.5177746999852 17427.591400466637
555 3562.444109 13104.878645 5749.5061317333184 17283.4673739333
556 3615.901177 12531.091858 5750.7362584333177 17076.201377333302
557 3588.439785 18123.500974 5747.7029817333178 17199.28667539997
558 3582.465525 18450.386386 5746.3004918333172 17198.920005299973
559 3596.86935 15997.975657 5745.1125382666505 17184.995365066639
560 3683.809332 21345.015303 5744.6652633333169 17232.596512766639
561 3608.524214 19708.722195 5742.6658552333165 17241.527588766643
562 3481.446295 18767.722401 5746.5468753999839 17379.137751433307
563 3699.398581 18220.829418 5749.3111979333171 17450.315186366639
564 3680.169793 20104.983072 5750.6191177999845 17510.803283666643
565 3567.744429 18991.764961 5753.0768144666517 17560.911200899973
566 3584.778151 12836.858624 5752.1711751333187 17452.353540499971
567 3633.571067 17262.407326 5753.1025617999858 17379.83231506664
568 3650.064736 15723.719662 5752.83364763332 17241.338001533306
569 71959.330286 18486.947458 8031.5905862999871 17351.726709933304
570 3600.499501 15801.770959 8031.2792139666535 17283.75210249997
571 3597.611366 14638.448737 8031.61512063332 17162.14429559997
572 3645.813827 19234.233391 5901.36970533332 17142.537430066637
573 3614.8569 19575.86415 5900.8383683999873 17188.215531966634
574 3633.75537 17629.664127 5902.3557786666534 17303.061415999968
575 3605.645802 18837.847211 5900.0166643666544 17412.312628066633
576 3581.780427 18396.413314 5896.185461199987 17407.710110999968
577 3604.486156 14356.648719 5895.002316266653 17197.1657905333
578 3690.634872 13417.012509 5896.375044399987 17068.34068599997
579 3586.441241 13125.615754 5894.0400465999865 16959.385909666635
580 3623.964444 15350.615815 5893.00935083332 16978.70808799997
581 3572.666609 14482.115412 5892.2892175999868 16880.933817899968
582 3491.207788 19411.694939 5887.2484549999872 16976.6413649333
583 3620.046325 13103.904924 5884.2506231333209 16737.059703699964
584 3640.658335 16480.725451 5886.8341930999868 16783.312645066631
585 3577.110506 15780.70482 5887.3230729999868 16872.506850899965
586 3623.555477 13018.0815 5887.57821633332 16888.73983896663
587 3673.876104 18342.339198 5890.4260936333194 16896.034446433296
588 3667.026525 13143.125174 5893.2447936333192 16719.125739366631
589 3678.146328 14585.595649 5895.9540262333194 16672.046405766632
590 3558.758551 13838.819671 5891.7856668666527 16421.839884699966
591 3632.079547 15062.769917 5892.5708446333192 16266.974808766634
592 3688.545448 20493.436691 5899.4741497333189 16324.498618433303
593 3600.563828 20135.482452 5896.1796579666534 16388.320386233303
594 3542.828572 18913.500454 5891.6016172666532 16348.604298966638
595 3654.580957 15770.845801 5894.4961681999857 16241.240326966637
596 3618.695589 17482.604645 5895.6267494666527 16396.09852766664
597 3607.578871 19251.558066 5894.7603429333194 16462.403552333308
598 3682.813975 14794.721355 5895.8519842333189 16431.436942099972
599 3274.181734 13806.159066 3606.3470324999862 16275.410662366639
600 3564.009217 14433.938483 3605.1306896999863 16229.816246499973
601 3618.590579 13770.294929 3605.829996799986 16200.877786233306
602 3647.765425 16620.555331 3605.8950500666529 16113.755184233307
603 3607.092977 12702.336212 3605.6362526333191 15884.637586299974
604 3553.914214 17950.108806 3602.9748807666529 15895.319075599973
605 3618.724365 19460.19456 3603.410832866653 15916.063987233305
606 3731.960882 20190.14544 3608.4168480333192 15975.855058099971
607 3600.875779 15135.366639 3608.2965021333193 16001.812322099973
608 3654.3528 12977.318738 3607.0870997333191 15987.155863066639
609 3516.752126 13933.529331 3604.7641292333196 16014.086315633303
610 3610.857341 17349.521094 3604.3272257999861 16080.716491599971
611 3590.269484 15771.119628 3604.9139882999862 16123.683298799971
612 3640.761182 14110.187152 3609.8991014333196 15946.96637256664
613 3666.072934 15807.517081 3611.4333217333192 16037.086777799974
614 3596.387813 17422.004205 3609.9576376666523 16068.462736266642
615 3591.294707 16703.580854 3610.4304443666524 16099.225270733308
616 3536.149711 17368.025243 3607.5169188333189 16244.223395499976
617 3653.270816 18450.523718 3606.8300758999858 16247.829546166642
618 68122.918189 19710.467926 5755.35979803332 16466.74097123331
619 3646.511388 15805.851064 5754.30530003332 16507.416151733309
620 3589.068632 12322.41764 5755.3156360666535 16456.869417366641
621 3611.963537 19033.147498 5754.6451023999871 16589.215336733309
622 3583.182957 11069.68714 5751.1330193666545 16275.090351699973
623 3666.587077 17469.163827 5753.3337943333208 16186.213064199974
624 3687.158994 16191.720701 5758.1448083999876 16095.487072433307
625 3615.350782 14727.439108 5756.8371358999875 16060.706849333306
626 3581.614515 19144.04286 5755.601100099987 16116.088123166639
627 3556.167106 14998.012346 5753.8873745999872 15974.303265833305
628 3600.831748 17933.058142 5751.1546336999872 16078.914492066639
629 3688.376143 19689.41079 5764.961113999987 16275.022882866639
630 3611.144655 19053.105047 5766.5322952666529 16428.995101666638
631 3629.010493 15130.009649 5766.87962573332 16474.318925666637
632 15686.280105 16409.25622 6168.1634483999869 16467.275621966637
633 3633.952708 14969.17949 6169.0587727666543 16542.837064566636
634 3624.067813 13349.308836 6171.3972260666542 16389.47706556664
635 3652.5367 16442.815647 6172.5243038999879 16288.897768466639
636 3571.995778 12959.778097 6167.1921337666545 16047.885523699972
637 3678.262778 17304.644622 6169.7717003999878 16120.194789799971
638 98587.502263 20064.655923 9334.2100158333214 16356.439362633304
639 3645.653313 13335.427864 9338.5067220666551 16336.502647066638
640 3631.084897 16740.867898 9339.18097393332 16316.214207199971
641 3623.599841 16355.465918 9340.29198583332 16335.692416866636
642 3641.695121 16347.881605 9340.3231171333209 16410.282231966634
643 3557.115371 12876.897622 9336.691198366656 16312.594916666634
644 3620.414657 16780.530064 9337.4920931666547 16291.212445299967
645 3651.818544 20610.537428 9339.5095543999869 16421.444331099967
646 3653.4675 16003.845487 9343.4201473666544 16375.971672566635
647 63198.214902 14471.398542 11328.251616899988 16243.334166699968
648 3632.515781 12484.041008 9178.5715366333225 16002.4532694333
649 3593.501881 16461.383343 9176.804553066655 16024.304345399967
650 3741.721077 16957.981778 9181.89296789999 16178.823149999969
651 3676.906583 12561.255001 9184.0577360999887 15963.093400099968
652 3579.129068 16087.592134 9183.9226064666564 16130.356899899967
653 3509.315483 15683.951742 9178.68021999999 16070.849830399968
654 3655.489031 14226.851582 9177.624554566657 16005.354193099967
655 3606.962339 15612.536308 9177.34493979999 16034.857433099965
656 3639.227891 14639.085841 9179.2653856666566 15884.6921991333
657 3663.898171 16895.16443 9182.8564211666562 15947.9306019333
658 3593.313674 13806.708328 9182.605818699989 15810.3856081333
659 3748.97875 17618.945212 9184.62590559999 15741.370088866632
660 3626.286596 15270.22295 9185.1306369666581 15615.274018966633
661 3593.35645 20940.097334 9183.9421688666589 15808.943608466632
662 3601.896188 18867.081297 8781.1293716333239 15890.8711110333
663 3477.742088 14960.286424 8775.9223509666572 15890.574675499965
664 3596.368941 13916.040848 8774.9990552333238 15909.465742566632
665 3608.122265 17428.771651 8773.5185740666584 15942.330942699968
666 3616.306904 15042.402392 8774.9956115999921 16011.751752533302
667 3650.316515 16980.039467 8774.0640694999929 16000.931580699969
668 3650.47911 16276.390785 5609.4966310666605 15874.656076099967
669 3692.46353 14009.238785 5611.0569716333275 15897.1164401333
670 3645.091793 14424.499131 5611.5238681666615 15819.904147899968
671 3603.054777 17237.417953 5610.8390326999952 15849.302549066635
672 3605.784105 15888.212186 5609.6419988333282 15833.980235099969
673 3695.067304 16526.948999 5614.2403965999956 15955.648614333302
674 3560.631635 15864.989383 5612.2476291999956 15925.130591633302
675 3622.143746 18668.860802 5611.2584692666615 15860.408037433303
676 3590.616351 19005.02445 5609.1634309666615 15960.447336199968
677 3668.882373 17931.421369 3624.8523466666616 16075.781430433302
678 3642.031485 11376.67906 3625.1695367999951 16038.869365499968
679 3630.332819 16927.204639 3626.3972347333283 16054.396742033301
680 3626.368787 21141.885924 3622.5521583999953 16193.860213566633
681 3701.869422 11541.651381 3623.3842530333286 16159.8734262333
682 3567.767691 17096.98598 3623.0055404666623 16193.519887766633
683 3613.359265 20118.572196 3626.4736665333289 16341.340569566635
684 3629.1139 19076.919859 3625.5944954999954 16503.009512133303
685 3612.658912 14918.138811 3625.784381266662 16479.862928899969
686 3644.010729 17220.10403 3625.9438091999955 16565.896868533302
687 3674.444597 15939.808502 3626.2953567333288 16534.051670933302
688 3672.067135 14462.17015 3628.9204720999955 16555.900398333302
689 3708.883203 21106.792505 3627.5839538666623 16672.161974766637
690 3650.898558 13364.423528 3628.4043525999955 16608.635327366635
691 3619.161233 19126.906857 3629.2645120333286 16548.195644799973
692 3594.650716 18744.896582 3629.0229962999956 16544.122820966637
693 3716.443359 18086.229987 3636.9797053333291 16648.320939733305
694 3601.494836 12910.386617 3637.1505684999956 16614.799132033306
695 3665.94729 16066.614705 3639.078069333329 16569.393900499974
696 3652.159077 16616.222522 3640.2731417666628 16621.854571499971
697 3659.236145 17185.946963 3640.5704627666628 16628.718154699971
698 3609.193097 19153.433045 3639.1942623333293 16724.619563366639
699 3585.785267 17625.681436 3635.6383202333295 16845.167651733307
700 3640.714504 21180.961073 3635.4924105999962 17070.38304979997
701 3707.231928 15577.915048 3638.9649822999959 17015.066286299974
702 3588.490338 16210.613119 3638.3885233999963 17025.812984066641
703 3619.872039 16543.861733 3635.8820145666627 17026.376741866639
704 3544.707738 20760.318693 3635.3512179999962 17189.554385533305
705 3683.800642 17823.978283 3637.4064478666628 17161.391634899974
706 3649.089042 18381.192757 3639.3555375666629 17140.597245133307
707 3655.763196 16720.065206 3638.9182316666629 17100.218706366642
708 3615.226077 15133.951116 3638.0247180666629 17225.461108233307
709 3716.569666 16939.746065 3640.8992796333291 17225.879155766637
710 3676.810472 14981.578472 3642.5806691333291 17020.535574033303
711 3614.157404 12693.560701 3639.6569351999956 17058.932551366637
712 3631.446185 19266.71882 3641.779551666662 17131.256979366637
713 3752.58166 16746.906666 3646.4202981666617 17018.868128366637
714 3634.903696 14584.494321 3646.6132913666615 16869.1206104333
715 3545.981999 13881.571701 3644.390727599995 16834.5683734333
716 3619.245075 18118.74978 3643.5652057999951 16864.523231766634
717 3689.725357 18375.779787 3644.0745644666617 16945.722274599968
718 3648.469517 14470.091161 3643.2879771999951 16945.986308299969
719 3643.107107 18725.182781 3641.0954406666619 16866.599317499968
720 3668.610342 19654.662829 3641.6858334666617 17076.273960866634
721 3751.570827 18829.660582 3646.0994865999951 17066.36575169997
722 3579.159462 21328.093905 3645.5831114666612 17152.4723291333
723 3693.929038 16795.523573 3644.8326340999947 17109.44878199997
724 3659.902676 11685.106206 3646.779562099995 17068.6061016333
725 3638.83913 13528.294718 3645.8759567666616 16983.995435399967
726 3582.055286 16134.011157 3643.5391637333282 16967.9217232333
727 3565.890633 15847.728669 3640.4276466666615 16923.314446766635
728 3645.333516 18675.30048 3641.6323272999948 16907.376694599967
729 3654.035974 14421.85765 3643.9073508666615 16800.582568399968
730 3618.96604 15102.573467 3643.1824020666613 16597.969648199967
731 3501.781055 10354.649597 3636.3340396333283 16423.860799833303
732 3634.129202 20460.676329 3637.8553350999946 16565.529573499967
733 3647.754579 15072.303168 3638.7847530999948 16516.477621333303
734 3686.694013 11454.001331 3643.5176289333281 16206.267042599968
735 3510.123851 12407.180021 3637.7284025666613 16025.7071005333
736 3508.638709 16335.868899 3633.0467247999945 15957.529638599966
737 3667.330747 17832.783557 3633.432309833328 15994.620250299968
738 3537.841745 13269.540103 3630.8528320999949 15932.4732165333
739 3620.319162 14770.584115 3627.6444819666617 15860.167818199965
740 3552.571611 16094.290975 3623.5031865999949 15897.258234966632
741 3713.954158 17906.858989 3626.8297450666619 16071.034844566631
742 3579.439648 15332.755078 3625.0961938333285 15939.902719833299
743 3604.371513 17052.87916 3620.1558555999954 15950.101802966632
744 3659.143742 13729.956311 3620.9638571333289 15921.617202633297
745 3700.324453 15994.977325 3626.1086055999958 15992.064056766631
746 3590.624312 16147.401075 3625.1545801666625 15926.352433266631
747 3567.928655 13918.92402 3621.0946900999957 15777.790574366631
748 3648.109202 16681.078668 3621.0826795999956 15851.490157933296
749 3755.253468 16926.453541 3624.8208916333288 15791.532516599964
750 3634.821942 18532.074581 3623.6946116333283 15754.1129083333
751 3714.694305 15671.03568 3622.4653942333284 15648.825411599966
752 3642.745097 14395.395744 3624.5849153999952 15417.735472899965
753 3799.963638 18202.355193 3628.1194020666617 15464.629860233299
754 3577.977341 17256.061541 3625.3885575666623 15650.328371399963
755 3593.504786 14414.996861 3623.8774127666625 15679.885109499965
756 3660.35571 18665.401366 3626.4874268999961 15764.264783133298
757 3712.52878 13967.121835 3631.3753651333291 15701.577888666632
758 3663.686602 14595.72531 3631.9871346666623 15565.592049666633
759 3589.815667 14898.386442 3629.8464577666623 15581.4763427333
760 3628.393175 17621.959043 3630.160695599996 15665.4558619333
761 3706.176812 20733.861922 3636.9738874999962 16011.429606099968
762 3577.876537 11842.802799 3635.0987986666632 15724.167155099969
763 3638.944488 16346.406459 3634.8051289666628 15766.637264799969
764 3673.199736 17387.370446 3634.3553197333295 15964.416235299968
765 3755.385583 13635.92029 3642.5307107999961 16005.374244266635
766 3649.11583 21425.332852 3647.2132814999954 16175.02304269997
767 3603.277003 15798.42487 3645.0781566999954 16107.211086466637
768 3675.554308 18456.565902 3649.6685754666623 16280.111946433304
769 3606.000604 15285.551786 3649.1912901999958 16297.277535466639
770 3607.844945 16969.350013 3651.0337346666624 16326.446170066638
771 3589.876251 18496.882712 3646.8978044333289 16346.11362749997
772 3625.748814 12431.185535 3648.4414432999961 16249.394642733303
773 3626.435294 16732.987676 3649.176902666662 16238.731593266635
774 3611.180272 17640.071014 3647.578120333329 16369.068750033302
775 3659.23142 21067.458683 3646.2083525666621 16538.151461966638
776 3636.38882 13436.460156 3647.7338361666625 16447.786764666635
777 3696.631322 13484.268676 3652.0239250666627 16433.29825319997
778 3544.904131 15007.220334 3648.5837560333293 16377.502975399972
779 3622.42719 18593.286642 3644.1562134333294 16433.064078766638
780 3627.904888 14915.786753 3643.9256449666632 16312.521151166637
781 3702.231172 16841.352874 3643.5102071999963 16351.531724299968
782 3598.740608 16405.898166 3642.0433908999967 16418.548471699971
783 3675.883561 13651.024913 3637.90738833333 16266.837462366637
784 83574.005489 21828.201055 6304.4416599333308 16419.242112833304
785 3697.474229 17167.631538 6307.907308033331 16510.996602066636
786 3599.16435 15782.831688 6305.8675960333312 16414.910946133303
787 3546.797383 17096.642981 6300.3432161333312 16519.228317666639
788 3678.864374 14475.520617 6300.8491418666645 16515.221494566638
789 3672.608856 15518.105615 6303.6089148333313 16535.878800333307
790 3665.939415 16935.369888 6304.8604561666643 16512.99249516664
791 3619.527579 17512.351951 6301.9721483999983 16405.608829466637
792 96886.330894 16599.023047 9412.2539602999987 16564.149504399971
793 3375.739405 14234.340099 9403.480457533331 16493.74729239997
794 3618.936538 15366.064143 9401.6716842666665 16426.370415633304
795 3690.332614 11150.131384 9399.5032519666656 16343.510785433306
796 3632.971392 17833.403756 9398.96510403333 16223.779815566637
797 3725.933593 22089.838269 9403.05365703333 16433.493595533302
798 3614.438558 13863.0333 9401.0164653666634 16280.375842133304
799 3659.151898 16610.780969 9402.7881751666628 16324.550148233304
800 3647.001961 14432.34419 9404.0934090333267 16239.983287466635
801 3661.609447 17995.371235 9406.4845155666626 16223.266238233302
802 3613.018065 17267.446149 9406.0601572666619 16384.474925366634
803 3569.837088 14283.739676 9404.1735503999971 16302.833325366637
804 3601.498394 18454.103448 9403.8508211333283 16329.967739833304
805 3650.557508 14176.974332 9403.5616907333279 16100.284928133304
806 3664.458543 16911.591907 9404.49734816666 16216.122653166638
807 3641.67164 16267.153183 9402.66535876666 16308.885470066636
808 3632.619271 17350.15962 9405.5891967666612 16386.983446266637
809 3623.136358 20988.414699 9405.6128356999925 16466.821048166636
810 3671.893591 15322.069183 9407.0791257999936 16480.363795833302
811 3631.359365 21372.579943 9404.7167322333262 16631.404698133305
812 3697.430179 16686.458049 9408.0063845999921 16640.756694233303
813 3662.985963 14964.824634 9407.57646466666 16684.55001826664
814 105448.536791 17936.615145 10136.727508066659 16554.830487933305
815 3601.616411 12092.145118 10133.532247466659 16385.647607266637
816 3660.479743 15140.447995 10135.576093899994 16364.23481749997
817 3670.605793 19261.127691 10139.703040899994 16436.384307833305
818 3680.673043 19645.884774 10139.763329866661 16608.7297797333
819 3576.578413 16456.644085 10136.562315099993 16640.014395399969
820 3621.029755 12311.362349 10135.065326433329 16485.880810766634
821 3674.698267 23076.765198 10136.904349366663 16671.361252333303
822 3614.933556 16165.254403 7027.8577714333287 16656.902297533303
823 3661.066787 15640.322358 7037.3686841666622 16703.7683728333
824 3623.681674 18160.22055 7037.5268553666619 16796.9069197333
825 3659.160307 17667.760259 7036.4877784666614 17014.161215566633
826 3620.445803 14518.001782 7036.0702588333279 16903.6478164333
827 3602.835307 18008.743285 7031.9669826333284 16767.611316966631
828 3599.403943 17457.694004 7031.4658287999955 16887.433340433297
829 3626.641621 17031.490905 7030.3821528999952 16901.457004966633
830 3531.016803 10132.640391 7026.515980966662 16758.133544999968
831 3506.075781 17895.391214 7021.3315254333284 16754.800877633297
832 3607.481002 18884.556299 7021.146956666661 16808.704549299964
833 3643.858219 18462.725415 7023.6143276999937 16948.004073933298
834 3635.459914 15175.269114 7024.7463783666608 16838.7095961333
835 3687.785014 21185.340175 7025.9872952333271 17072.321790899965
836 3649.933308 16937.74436 7025.5031207333277 17073.1935393333
837 3610.135983 17174.443046 7024.4519321666612 17103.436534766635
838 3552.472528 12794.145652 7021.7803740666614 16951.569402499968
839 3548.416124 16900.29221 7019.2896995999954 16815.298652866637
840 3619.762948 16355.442656 7017.5520114999954 16849.744435299966
841 3675.948061 13082.088849 7019.0383013666615 16573.394732166635
842 3616.646479 19223.440766 7016.3455113666614 16657.9608227333
843 3730.342523 17805.789118 7018.5907300333283 16752.659638866633
844 3622.459828 15339.758402 3624.3881645999941 16666.0977474333
845 3635.38831 14752.752626 3625.5138945666608 16754.784664366634
846 3615.367603 18743.233703 3624.010156566661 16874.877521299968
847 3655.208356 20102.872891 3623.4969086666611 16902.9356946333
848 3682.70253 21370.291601 3623.5645582333277 16960.415922199969
849 3628.076763 21779.915202 3625.2811698999944 17137.858292766636
850 3592.546448 16017.999223 3624.3317263333279 17261.412855233302
851 3598.180222 19897.148396 3621.7811248333278 17155.425628499965
852 3652.970125 20000.270916 3623.049010466661 17283.259512266632
853 3637.515284 14812.716899 3622.2639603666607 17255.6726636333
854 3632.332353 19038.700155 3622.5523163333273 17284.9553171333
855 3596.215421 19522.998615 3620.454153466661 17346.796595666634
856 3638.275652 9906.698835 3621.0484817666606 17193.0864974333
857 72270.512862 12613.159983 5909.9710669333281 17013.233720699969
858 3438.198542 15455.420869 5904.5975535666612 16946.491282866638
859 3597.54044 11847.571784 5903.6275141999949 16773.693978833304
860 3597.481845 17748.829206 5905.8430155999949 17027.5669393333
861 3810.241 17502.452141 5915.9818562333285 17014.4689702333
862 3603.181472 14362.302954 5915.8385385666625 16863.727192066635
863 3628.980404 15061.501471 5915.3426113999967 16750.353060599969
864 3635.813052 12047.632543 5915.3543826666628 16646.098508233303
865 3638.940875 15166.664244 5913.7262446999966 16445.475977199967
866 3636.401421 15007.289646 5913.2751817999961 16381.127486733301
867 3607.385139 12377.039596 5913.1834869999966 16221.214038399969
868 3635.533961 13540.554355 5915.95220143333 16246.09432849997
869 3628.877867 14591.67299 5918.634259533329 16169.14035449997
870 3695.928069 12241.28404 5921.1730968999955 16032.001733966637
871 3602.980761 20021.657886 5918.7408535666627 16263.320701866638
872 3577.806292 19200.957838 5917.4461806666632 16262.571270933304
873 3649.329978 16672.843744 5914.7457624999961 16224.806425133303
874 3625.85369 18660.73803 5914.85889123333 16335.505746066636
875 3536.362199 14962.906304 5911.5580208666624 16342.510868666637
876 3615.646832 12413.174575 5911.5673284999957 16131.508897733303
877 3654.218948 14656.732829 5911.5343482333292 15949.970895666636
878 3572.063195 17318.9396 5907.846370399996 15814.925828966636
879 3566.018302 12565.437821 5905.7777550333294 15507.776582933302
880 3670.886424 15933.094393 5908.389087566663 15504.946421933302
881 3636.926648 12760.357164 5909.6806350999959 15267.053380866635
882 3648.745476 15614.606325 5909.539813466663 15120.864561166636
883 3608.1782240000002 18567.091076 5908.5619114666633 15246.010367066636
884 3658.660245 14046.695806 5909.439507866663 15079.610222099969
885 3599.745303 19956.088364 5909.5571705999964 15094.046547066637
886 3689.339363 16591.863015 5911.2592942999963 15316.885353066638
887 3566.120856 14309.103573 3621.1128940999965 15373.416806066638
888 3626.278515 18379.90912 3627.3822265333297 15470.899747766638
889 3661.828388 14313.035705 3629.5251581333296 15553.081878466637
890 3660.172981 18154.002765 3631.6148626666627 15566.587663766635
891 3668.845928 14287.950798 3626.9016935999962 15459.437618999968
892 3679.077527 16937.151981 3629.4315620999964 15545.265919899966
893 3663.185392 15539.651881 3630.5717283666627 15561.204266899966
894 3633.432275 18929.092104 3630.4923691333297 15790.586252266632
895 3597.292949 16869.869496 3629.1041049333294 15847.359760666634
896 3626.597797 15258.619101 3628.7773174666627 15855.737409166633
897 3632.873157 14879.856712 3629.6269180666623 15939.164646366633
898 3679.700683 12050.879123 3631.0991421333292 15889.508805299965
899 3649.072714 17193.492164 3631.7723036999955 15976.236111099966
900 3512.943497 15958.622513 3625.672817966662 16100.147393533298
901 3601.779767 14265.957562 3625.632784833329 15908.290716066633
902 3595.355397 18716.247925 3626.217754999996 15892.133718966632
903 3708.326705 16868.778112 3628.1843125666628 15898.664864566634
904 3634.141658 13272.823368 3628.4605781666623 15719.067709166633
905 3681.80199 12480.464168 3633.3085711999961 15636.319637966631
