Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-149.983334,1473.302633,10.115385,LAZY,LAZY,33,52
﻿2,-150.080419,278.053106,6.480769,LAZY,LAZY,45,52
﻿3,983.498442,256.766628,5.134615,LAZY,LAZY,28,52
﻿4,-150.071338,369.902228,6.346154,LAZY,LAZY,36,52
﻿5,-150.06246,888.753456,7.730769,LAZY,LAZY,42,52
﻿6,-150.082995,406.234584,6.923077,LAZY,LAZY,37,52
﻿7,388.114838,187.923605,6.038462,LAZY,LAZY,44,52
﻿8,1214.118284,296.771474,6.346154,COLLISION_WITH_NavModifierVolume62,LAZY,44,52
﻿9,4732.150344,731.779036,6.653846,COLLISION_WITH_NavModifierVolume13,LAZY,32,52
﻿10,3038.551397,463.160019,8.826923,COLLISION_WITH_NavModifierVolume10,LAZY,31,52
﻿11,1882.499012,531.882097,7.384615,LAZY,LAZY,30,52
﻿12,7640.285333,236.12071,5.769231,LAZY,LAZY,43,52
﻿13,3843.758854,766.249626,6.903846,COLLISION_WITH_NavModifierVolume43,LAZY,33,52
﻿14,4777.251465,187.87923,5.673077,STOP_VIOLATION,LAZY,41,52
﻿15,15365.556941,839.08253,7.346154,LAZY,LAZY,41,52
﻿16,6212.294815,660.814501,8.057692,COLLISION_WITH_NavModifierVolume142,LAZY,38,52
﻿17,2835.317267,209.053797,6.134615,COLLISION_WITH_NavModifierVolume2,LAZY,40,52
﻿18,8740.175544,509.93749,6.846154,COLLISION_WITH_NavModifierVolume32,LAZY,40,52
﻿19,1153.31987,317.023112,6.019231,COLLISION_WITH_NavModifierVolume32,LAZY,31,52
﻿20,2708.182989,273.505309,6.25,LAZY,LAZY,38,52
﻿21,893.103633,890.365675,7.230769,COLLISION_WITH_NavModifierVolume57,LAZY,32,52
﻿22,4176.768699,195.791486,6.596154,COLLISION_WITH_BP_IntersectionBorder147,LAZY,24,52
﻿23,2999.478721,362.01352,7.0,LAZY,LAZY,38,52
﻿24,1742.609504,477.529496,6.480769,COLLISION_WITH_NavModifierVolume19,LAZY,30,52
﻿25,3407.818112,430.321236,5.75,COLLISION_WITH_NavModifierVolume3,LAZY,36,52
﻿26,2235.641182,281.64514,7.384615,LAZY,LAZY,40,52
﻿27,2203.190993,664.08245,7.096154,COLLISION_WITH_NavModifierVolume133,LAZY,43,52
﻿28,4079.501663,181.631492,5.5,COLLISION_WITH_BP_IntersectionBorder6,LAZY,45,52
﻿29,10929.150558,436.874238,6.692308,LAZY,LAZY,35,52
﻿30,2656.817025,998.28851,7.980769,YIELD_VIOLATION,LAZY,30,52
﻿31,3888.47823,130.006693,6.096154,COLLISION_WITH_NavModifierVolume12,LAZY,48,52
﻿32,1242.837541,521.864813,7.423077,LAZY,LAZY,34,52
﻿33,1435.843168,779.663772,6.903846,LAZY,LAZY,36,52
﻿34,1939.366993,218.911584,6.192308,COLLISION_WITH_NavModifierVolume140,LAZY,42,52
﻿35,6069.621199,271.338442,6.673077,LAZY,LAZY,43,52
﻿36,2190.767292,386.298494,5.5,COLLISION_WITH_NavModifierVolume54,LAZY,25,52
﻿37,6457.961741,187.994481,7.038462,COLLISION_WITH_NavModifierVolume45,LAZY,42,52
﻿38,3741.752207,310.546593,6.192308,LAZY,LAZY,35,52
﻿39,8510.508004,271.660144,6.365385,LAZY,LAZY,37,52
﻿40,2250.263852,44.691281,5.730769,COLLISION_WITH_NavModifierVolume10,LAZY,41,52
﻿41,11713.279389,549.926806,5.865385,COLLISION_WITH_NavModifierVolume28,LAZY,34,52
﻿42,2042.833672,303.53169,6.192308,COLLISION_WITH_NavModifierVolume34,LAZY,36,52
﻿43,4853.469346,223.906411,6.75,COLLISION_WITH_NavModifierVolume11,LAZY,40,52
﻿44,2070.979996,147.146991,5.423077,STOP_VIOLATION,LAZY,43,52
﻿45,3160.903804,279.285419,5.923077,COLLISION_WITH_BP_IntersectionBorder67,LAZY,38,52
﻿46,6690.888081,505.927576,6.192308,LAZY,LAZY,20,52
﻿47,10375.359655,378.155157,7.884615,LAZY,LAZY,45,52
﻿48,1078.771989,64.572817,5.961538,LAZY,LAZY,45,52
﻿49,772.800336,175.873323,6.038462,LAZY,LAZY,38,52
﻿50,4882.559662,445.084907,7.192308,COLLISION_WITH_BP_IntersectionBorder104,LAZY,41,52
﻿51,6166.609433,226.683188,6.384615,COLLISION_WITH_NavModifierVolume16,LAZY,41,52
﻿52,2364.949004,436.763049,7.519231,COLLISION_WITH_NavModifierVolume13,LAZY,40,52
﻿53,15465.668424,517.031528,6.384615,COLLISION_WITH_NavModifierVolume23,LAZY,37,52
﻿54,672.248879,838.649763,8.5,COLLISION_WITH_NavModifierVolume141,LAZY,27,52
﻿55,2308.927541,377.501306,5.538462,COLLISION_WITH_BP_IntersectionBorder183,LAZY,20,52
﻿56,4611.786442,367.352349,6.615385,STOP_VIOLATION,LAZY,33,52
﻿57,9703.164997,437.816883,6.576923,COLLISION_WITH_BP_IntersectionBorder40,LAZY,44,52
﻿58,5198.17291,692.808656,5.423077,COLLISION_WITH_NavModifierVolume22,LAZY,25,52
﻿59,4798.023711,366.270456,5.846154,COLLISION_WITH_NavModifierVolume8,LAZY,24,52
﻿60,3047.2227,683.788589,6.538462,COLLISION_WITH_BP_IntersectionBorder181,LAZY,25,52
﻿61,2678.15391,570.48132,7.230769,LAZY,LAZY,30,52
﻿62,7254.348917,388.521106,7.269231,LAZY,LAZY,41,52
﻿63,2874.885329,591.425064,7.019231,LAZY,LAZY,38,52
﻿64,4317.852073,599.422139,7.307692,COLLISION_WITH_NavModifierVolume35,LAZY,36,52
﻿65,8322.325587,759.499189,7.942308,LAZY,LAZY,37,52
﻿66,6751.625361,360.829304,6.596154,LAZY,LAZY,41,52
﻿67,4069.707548,272.933139,6.038462,STOP_VIOLATION,LAZY,42,52
﻿68,3486.286287,143.880557,6.307692,LAZY,LAZY,40,52
﻿69,993.471778,201.547771,6.192308,COLLISION_WITH_NavModifierVolume38,LAZY,26,52
﻿70,9860.577641,629.601861,7.25,COLLISION_WITH_NavModifierVolume60,LAZY,26,52
﻿71,487.900896,269.403247,6.230769,LAZY,LAZY,38,52
﻿72,3996.462349,228.787185,5.980769,COLLISION_WITH_BP_IntersectionBorder108,LAZY,42,52
﻿73,2235.600392,373.79174,6.557692,STOP_VIOLATION,LAZY,39,52
﻿74,8727.368719,668.275149,6.807692,COLLISION_WITH_NavModifierVolume26,LAZY,25,52
﻿75,6234.45112,322.096918,5.25,COLLISION_WITH_NavModifierVolume45,LAZY,18,52
﻿76,6355.812711,828.406223,7.346154,COLLISION_WITH_NavModifierVolume8,LAZY,31,52
﻿77,5696.571225,149.415359,5.711538,LAZY,LAZY,33,52
﻿78,1714.66104,246.049133,6.076923,STOP_VIOLATION,LAZY,44,52
﻿79,9735.297747,846.872702,6.942308,STOP_VIOLATION,LAZY,24,52
﻿80,5518.223452,356.976492,6.673077,COLLISION_WITH_NavModifierVolume33,LAZY,32,52
﻿81,7861.019196,476.307398,6.75,COLLISION_WITH_NavModifierVolume2,LAZY,38,52
﻿82,1600.227657,623.90131,6.25,COLLISION_WITH_NavModifierVolume10,LAZY,21,52
﻿83,4344.418149,128.142497,5.307692,COLLISION_WITH_BP_IntersectionBorder97,LAZY,39,52
﻿84,1869.470083,257.978243,7.788462,COLLISION_WITH_NavModifierVolume140,LAZY,35,52
﻿85,7723.092203,267.022251,6.057692,COLLISION_WITH_BP_IntersectionBorder230,LAZY,28,52
﻿86,2430.057604,492.508104,6.307692,COLLISION_WITH_NavModifierVolume16,LAZY,36,52
