Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,93860.369477,41757.571456,69.166667,TIMEFINISHED,TIMEFINISHED,13,30
﻿2,95278.758663,44522.777904,73.866667,TIMEFINISHED,TIMEFINISHED,13,30
﻿3,87156.595471,42172.102812,67.133333,TIMEFINISHED,TIMEFINISHED,9,30
﻿4,88233.527179,42004.794535,74.933333,TIMEFINISHED,TIMEFINISHED,9,30
﻿5,92447.698903,42202.235614,65.866667,TIMEFINISHED,TIMEFINISHED,12,30
﻿6,99100.909185,44899.246439,73.866667,TIMEFINISHED,TIMEFINISHED,13,30
﻿7,85989.243031,34550.523493,57.733333,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,7,30
﻿8,89746.887339,45509.777224,71.766667,TIMEFINISHED,TIMEFINISHED,12,30
﻿9,94157.951061,41655.204448,71.7,TIMEFINISHED,TIMEFINISHED,10,30
﻿10,88263.429178,39667.80881,64.133333,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,8,30
﻿11,95811.160646,47181.773671,77.566667,TIMEFINISHED,TIMEFINISHED,13,30
﻿12,91441.554853,28599.65552,56.733333,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,7,30
﻿13,96611.448508,43108.618491,67.933333,TIMEFINISHED,TIMEFINISHED,8,30
﻿14,87504.908405,34718.206001,56.666667,TIMEFINISHED,TIMEFINISHED,8,30
﻿15,88051.19539,32816.698903,56.9,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,7,30
﻿16,89520.848941,56391.40125,90.7,STOP_VIOLATION,TIMEFINISHED,12,30
﻿17,101441.023553,38941.708289,63.5,TIMEFINISHED,TIMEFINISHED,7,30
﻿18,86438.033294,36830.888389,63.366667,TIMEFINISHED,TIMEFINISHED,6,30
﻿19,95783.946789,50899.914195,81.266667,TIMEFINISHED,TIMEFINISHED,10,30
﻿20,93416.889632,35420.841412,58.266667,COLLISION_WITH_BP_IntersectionBorder130,COLLISION_WITH_BP_IntersectionBorder221,11,30
﻿21,97453.664876,53551.752897,82.2,TIMEFINISHED,TIMEFINISHED,14,30
﻿22,90617.687294,41217.734783,68.933333,TIMEFINISHED,TIMEFINISHED,5,30
﻿23,93068.702416,52687.707106,89.4,TIMEFINISHED,TIMEFINISHED,13,30
﻿24,96809.197649,43806.371109,69.7,TIMEFINISHED,TIMEFINISHED,9,30
﻿25,87420.755386,33126.145048,61.333333,TIMEFINISHED,TIMEFINISHED,7,30
﻿26,91109.721165,46775.756518,73.5,TIMEFINISHED,TIMEFINISHED,8,30
﻿27,89647.907515,27164.751703,49.333333,TIMEFINISHED,COLLISION_WITH_NavModifierVolume43,6,30
﻿28,90431.922473,52897.187781,85.566667,TIMEFINISHED,TIMEFINISHED,14,30
﻿29,89652.963265,36668.847225,65.233333,TIMEFINISHED,TIMEFINISHED,8,30
﻿30,86936.400902,41477.972458,63.6,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,8,30
