Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,92817.287219,31877.778831,51.3125,TIMEFINISHED,TIMEFINISHED,9,32
﻿2,-250.464311,18127.169475,30.1875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿3,-369.732287,21399.591191,37.25,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿4,-217.602626,20266.532463,33.5,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿5,-323.238304,24395.121814,40.09375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,5,32
﻿6,-285.79766,29326.816427,47.09375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume50,4,32
﻿7,-239.226926,24294.958504,40.46875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,4,32
﻿8,76340.128839,15400.834656,27.25,TIMEFINISHED,TIMEFINISHED,3,32
﻿9,-283.226414,18120.330947,30.5625,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,4,32
﻿10,-306.882777,24558.006535,41.0,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,9,32
﻿11,84553.752418,19872.215704,36.25,TIMEFINISHED,TIMEFINISHED,4,32
﻿12,-240.135407,15063.279642,28.09375,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_NavModifierVolume19,7,32
﻿13,-342.129082,21685.140252,36.46875,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿14,-274.469556,19477.538324,32.9375,COLLISION_WITH_BP_IntersectionBorder71,TIMEFINISHED,3,32
﻿15,68345.336103,18540.056642,32.5,COLLISION_WITH_NavModifierVolume40,COLLISION_WITH_NavModifierVolume19,4,32
﻿16,-306.603372,16988.141037,31.46875,COLLISION_WITH_BP_IntersectionBorder71,COLLISION_WITH_BP_IntersectionBorder147,4,32
