Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-695.683577,12381.805732,33.92,COLLISION_WITH_BP_IntersectionBorder193,COLLISION_WITH_NavModifierVolume50,4,25
﻿2,10446.431629,4530.379807,14.666667,STOP_VIOLATION,COLLISION_WITH_NavModifierVolume50,3,24
﻿3,-306.776594,5832.98471,17.291667,COLLISION_WITH_BP_IntersectionBorder192,LAZY,5,24
﻿4,7066.217888,2829.4902,10.666667,COLLISION_WITH_NavModifierVolume19,LAZY,12,24
﻿5,24099.953614,2416.175654,10.166667,STOP_VIOLATION,LAZY,12,24
﻿6,-2005.852289,3971.346336,14.875,COLLISION_WITH_NavModifierVolume36,COLLISION_WITH_BP_IntersectionBorder117,3,24
﻿7,7684.47787,4231.366662,15.5,COLLISION_WITH_NavModifierVolume2,LAZY,14,24
﻿8,4828.977722,2817.660108,12.041667,COLLISION_WITH_NavModifierVolume43,LAZY,13,24
﻿9,9744.820073,2537.592768,11.375,COLLISION_WITH_NavModifierVolume43,LAZY,13,24
﻿10,5396.592541,4288.821508,12.75,COLLISION_WITH_BP_IntersectionBorder147,LAZY,14,24
﻿11,18101.914768,5289.268405,16.583333,COLLISION_WITH_BP_IntersectionBorder203,LAZY,12,24
﻿12,33140.386329,2821.510157,11.041667,COLLISION_WITH_NavModifierVolume40,LAZY,11,24
﻿13,13220.945069,7587.028967,23.458333,COLLISION_WITH_NavModifierVolume43,COLLISION_WITH_NavModifierVolume40,6,24
﻿14,30700.095116,3764.812827,13.791667,COLLISION_WITH_NavModifierVolume40,LAZY,14,24
﻿15,51264.592043,3707.822926,14.791667,TIMEFINISHED,LAZY,13,24
﻿16,47388.624798,4102.255438,18.125,TIMEFINISHED,COLLISION_WITH_NavModifierVolume40,3,24
﻿17,15165.013974,2155.135733,9.916667,COLLISION_WITH_BP_IntersectionBorder203,LAZY,14,24
﻿18,29525.554071,6628.848101,22.166667,COLLISION_WITH_NavModifierVolume40,LAZY,15,24
﻿19,30359.310393,2163.632336,11.166667,COLLISION_WITH_NavModifierVolume40,LAZY,13,24
﻿20,31653.479885,4905.779514,14.75,COLLISION_WITH_NavModifierVolume40,LAZY,12,24
﻿21,47920.693133,2434.520636,12.958333,TIMEFINISHED,COLLISION_WITH_NavModifierVolume21,3,24
﻿22,18017.9568,4149.691828,17.583333,COLLISION_WITH_NavModifierVolume8,LAZY,5,24
﻿23,20693.419268,3390.867125,13.916667,COLLISION_WITH_BP_IntersectionBorder147,COLLISION_WITH_NavModifierVolume33,3,24
﻿24,30030.550947,3887.523983,13.916667,COLLISION_WITH_NavModifierVolume2,LAZY,13,24
﻿25,5523.353995,1557.84192,7.625,COLLISION_WITH_NavModifierVolume21,LAZY,3,24
﻿26,55769.241339,4321.181946,15.041667,TIMEFINISHED,LAZY,13,24
﻿27,27883.742262,6025.082153,19.166667,COLLISION_WITH_BP_IntersectionBorder123,COLLISION_WITH_BP_IntersectionBorder123,3,24
﻿28,20471.277334,2874.433163,11.791667,COLLISION_WITH_NavModifierVolume50,LAZY,13,24
﻿29,24043.806538,2775.047247,12.0,COLLISION_WITH_BP_IntersectionBorder123,LAZY,13,24
﻿30,32573.215195,4397.165627,16.166667,COLLISION_WITH_BP_IntersectionBorder123,COLLISION_WITH_NavModifierVolume10,3,24
﻿31,22850.818482,2455.980073,10.541667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿32,17252.348186,2828.767265,12.458333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,13,24
﻿33,25084.408868,3066.166981,12.333333,COLLISION_WITH_BP_IntersectionBorder123,COLLISION_WITH_BP_IntersectionBorder123,2,24
﻿34,24618.269727,2467.141189,11.333333,COLLISION_WITH_NavModifierVolume40,LAZY,3,24
﻿35,13648.37355,5224.219904,16.375,COLLISION_WITH_NavModifierVolume43,LAZY,5,24
﻿36,24228.740999,4571.677911,17.5,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿37,23560.364216,2282.655903,11.208333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,14,24
﻿38,23019.611672,2340.395473,12.041667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,11,24
﻿39,16137.754429,1641.606562,8.208333,COLLISION_WITH_NavModifierVolume8,LAZY,6,24
﻿40,53100.431286,5186.976371,16.375,TIMEFINISHED,LAZY,12,24
﻿41,16407.348307,637.385316,8.041667,COLLISION_WITH_NavModifierVolume40,LAZY,3,24
﻿42,34202.924001,3327.410128,12.75,COLLISION_WITH_BP_IntersectionBorder123,LAZY,15,24
﻿43,7334.720513,984.530097,7.041667,COLLISION_WITH_BP_IntersectionBorder212,LAZY,14,24
﻿44,31719.018273,1392.622796,12.291667,COLLISION_WITH_NavModifierVolume40,LAZY,12,24
﻿45,23031.94253,4835.084156,16.708333,COLLISION_WITH_BP_IntersectionBorder123,COLLISION_WITH_NavModifierVolume14,3,24
﻿46,17096.3509,3191.735687,12.291667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,4,24
﻿47,31631.503991,629.758509,11.625,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿48,23667.074883,4049.34546,17.75,COLLISION_WITH_NavModifierVolume40,COLLISION_WITH_NavModifierVolume40,2,24
﻿49,16859.586686,3318.229944,12.208333,COLLISION_WITH_NavModifierVolume40,LAZY,4,24
﻿50,20364.66466,4211.021009,13.708333,COLLISION_WITH_BP_IntersectionBorder192,LAZY,13,24
﻿51,24125.597087,2697.19595,12.25,COLLISION_WITH_BP_IntersectionBorder123,LAZY,11,24
﻿52,35261.845972,4390.291652,15.541667,COLLISION_WITH_NavModifierVolume40,LAZY,3,24
﻿53,3901.811423,1236.344115,9.166667,COLLISION_WITH_BP_IntersectionBorder200,LAZY,15,24
﻿54,5381.925279,1113.63354,8.333333,COLLISION_WITH_NavModifierVolume43,LAZY,14,24
﻿55,32784.173582,2958.529303,12.166667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,14,24
﻿56,32060.530596,4658.899434,15.375,COLLISION_WITH_BP_IntersectionBorder123,LAZY,13,24
﻿57,5375.36124,1717.930427,9.125,COLLISION_WITH_NavModifierVolume43,LAZY,12,24
﻿58,16223.87898,1719.505994,9.541667,COLLISION_WITH_BP_IntersectionBorder203,LAZY,4,24
﻿59,8226.783152,790.387152,7.791667,COLLISION_WITH_NavModifierVolume19,LAZY,13,24
﻿60,3390.592347,3649.63976,14.916667,COLLISION_WITH_BP_IntersectionBorder212,LAZY,12,24
﻿61,23477.945372,2895.297629,13.458333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿62,32042.602619,5189.171281,17.333333,COLLISION_WITH_NavModifierVolume40,LAZY,13,24
﻿63,55025.939345,6508.847981,19.583333,TIMEFINISHED,LAZY,14,24
﻿64,12588.113379,764.744515,7.125,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿65,26478.688524,2739.363211,12.791667,COLLISION_WITH_NavModifierVolume2,LAZY,13,24
﻿66,16845.028615,2486.891024,12.833333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿67,32226.227177,4907.581185,14.875,COLLISION_WITH_BP_IntersectionBorder123,COLLISION_WITH_BP_IntersectionBorder123,3,24
﻿68,5285.913956,3301.420888,13.25,COLLISION_WITH_NavModifierVolume43,LAZY,5,24
﻿69,9217.788581,1158.538058,8.333333,COLLISION_WITH_NavModifierVolume43,LAZY,14,24
﻿70,52373.854105,4035.973624,14.125,TIMEFINISHED,LAZY,11,24
﻿71,5859.403931,1641.682891,9.833333,COLLISION_WITH_BP_IntersectionBorder200,LAZY,15,24
﻿72,5332.540221,2916.220809,11.916667,COLLISION_WITH_NavModifierVolume43,LAZY,15,24
﻿73,5257.896989,1057.658172,7.416667,COLLISION_WITH_NavModifierVolume43,LAZY,14,24
﻿74,53479.204469,2496.862322,16.625,COLLISION_WITH_BP_IntersectionBorder123,LAZY,14,24
﻿75,26131.527564,4005.185434,19.875,COLLISION_WITH_NavModifierVolume43,LAZY,12,24
﻿76,32833.325765,6260.798494,20.0,COLLISION_WITH_NavModifierVolume40,LAZY,5,24
﻿77,19281.83559,3507.709293,13.333333,COLLISION_WITH_BP_IntersectionBorder221,LAZY,14,24
﻿78,35067.661792,3744.341394,14.458333,COLLISION_WITH_NavModifierVolume40,LAZY,14,24
﻿79,4097.690832,2206.113096,9.416667,COLLISION_WITH_BP_IntersectionBorder200,LAZY,13,24
﻿80,22958.927024,3363.111146,14.375,COLLISION_WITH_BP_IntersectionBorder123,LAZY,14,24
﻿81,4028.700511,960.227851,8.208333,COLLISION_WITH_BP_IntersectionBorder200,LAZY,3,24
﻿82,24380.859789,2265.071597,10.125,COLLISION_WITH_BP_IntersectionBorder123,LAZY,15,24
﻿83,21954.544195,2349.373124,13.916667,COLLISION_WITH_NavModifierVolume40,LAZY,14,24
﻿84,32122.437857,3470.334112,12.708333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,12,24
﻿85,52667.465593,5578.70052,16.666667,TIMEFINISHED,LAZY,14,24
﻿86,9903.766136,682.020046,9.291667,COLLISION_WITH_NavModifierVolume20,LAZY,11,24
﻿87,26086.531798,1816.096326,8.416667,COLLISION_WITH_NavModifierVolume30,LAZY,3,24
﻿88,24759.825179,4746.254941,19.416667,COLLISION_WITH_BP_IntersectionBorder123,LAZY,6,24
﻿89,31570.551367,3479.907018,13.958333,COLLISION_WITH_BP_IntersectionBorder123,LAZY,14,24
﻿90,9028.874266,4011.592743,19.666667,COLLISION_WITH_NavModifierVolume54,LAZY,4,24
﻿91,19874.554497,2452.324284,15.166667,COLLISION_WITH_BP_IntersectionBorder203,COLLISION_WITH_NavModifierVolume40,3,24
﻿92,28338.516084,5624.619138,20.458333,COLLISION_WITH_NavModifierVolume40,LAZY,13,24
﻿93,16300.407949,2628.278668,12.125,COLLISION_WITH_BP_IntersectionBorder123,LAZY,15,24
