Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,262799.392924,70577.853879,214.516129,COLLISION_WITH_BP_IntersectionBorder130,COLLISION_WITH_BP_IntersectionBorder130,5,31
﻿2,105904.056144,34327.392536,77.870968,COLLISION_WITH_BP_IntersectionBorder130,STOP_VIOLATION_TIMEOUT,16,31
﻿3,169974.049053,31226.128759,74.096774,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,13,31
﻿4,9225.599296,19610.960059,104.064516,COLLISION_WITH_BP_IntersectionBorder242,STOP_VIOLATION_TIMEOUT,11,31
﻿5,40687.143445,24579.122906,59.193548,COLLISION_WITH_BP_IntersectionBorder130,STOP_VIOLATION_TIMEOUT,14,31
﻿6,26674.573558,26960.325845,67.83871,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
﻿7,90547.238382,29659.85326,75.322581,COLLISION_WITH_BP_IntersectionBorder203,STOP_VIOLATION_TIMEOUT,17,31
﻿8,41537.310896,21799.809024,58.258065,COLLISION_WITH_BP_IntersectionBorder209,STOP_VIOLATION_TIMEOUT,18,31
﻿9,83112.124428,16249.753675,43.774194,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,15,31
﻿10,63352.942933,20700.325286,54.290323,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
﻿11,72058.922211,25724.362961,63.032258,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,18,31
﻿12,50085.564989,24354.763994,62.193548,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
﻿13,149853.759096,30946.871999,80.516129,COLLISION_WITH_NavModifierVolume40,STOP_VIOLATION_TIMEOUT,19,31
﻿14,62915.066285,19707.978589,56.258065,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,15,31
﻿15,30174.857063,15633.950761,41.612903,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,16,31
﻿16,33149.451587,15280.520627,43.258065,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,18,31
﻿17,73905.047143,20979.292441,57.548387,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,20,31
﻿18,113242.938743,19127.131321,51.645161,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
﻿19,60765.704906,20575.165844,55.483871,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,16,31
﻿20,191609.100896,28500.394551,70.258065,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,21,31
﻿21,44459.778476,21047.214236,56.483871,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
﻿22,39692.861776,13418.441289,38.645161,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,14,31
﻿23,82295.435114,14736.600488,41.870968,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,15,31
﻿24,99079.755466,15582.136938,43.935484,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,19,31
﻿25,89351.3545,20302.814986,57.83871,STOP_VIOLATION_TIMEOUT,STOP_VIOLATION_TIMEOUT,17,31
