Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,140807.825029,37356.177786,76.806452,STOP_VIOLATION,STOP_VIOLATION,23,31
﻿2,13285.248551,32449.156652,60.225806,COLLISION_WITH_NavModifierVolume137,STOP_VIOLATION,22,31
﻿3,18574.650711,30903.758153,56.83871,STOP_VIOLATION,STOP_VIOLATION,15,31
﻿4,41086.845403,17791.665918,36.032258,STOP_VIOLATION,STOP_VIOLATION,18,31
﻿5,71857.05645,25815.408885,49.032258,STOP_VIOLATION,STOP_VIOLATION,18,31
﻿6,18449.770883,24138.556398,49.967742,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿7,70402.172945,22970.955413,45.0,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿8,85663.873579,23692.291927,47.129032,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿9,120077.54153,25970.817865,50.806452,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿10,47194.837226,29007.225166,55.225806,STOP_VIOLATION,STOP_VIOLATION,19,31
﻿11,52393.014699,22014.064896,44.774194,STOP_VIOLATION,STOP_VIOLATION,19,31
﻿12,36398.723101,28324.844167,58.387097,STOP_VIOLATION,STOP_VIOLATION,23,31
﻿13,21127.036285,18191.2329,38.032258,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿14,32103.182555,21044.923177,40.645161,STOP_VIOLATION,STOP_VIOLATION,16,31
﻿15,27661.196958,17255.32675,34.032258,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿16,77150.818354,24962.065729,49.0,STOP_VIOLATION,STOP_VIOLATION,17,31
﻿17,38768.493308,17431.423182,35.709677,STOP_VIOLATION,STOP_VIOLATION,22,31
﻿18,25493.320433,20708.898085,41.83871,STOP_VIOLATION,STOP_VIOLATION,21,31
﻿19,104246.820715,19265.554936,53.0,COLLISION_WITH_BP_IntersectionBorder272,STOP_VIOLATION,13,31
﻿20,56140.254047,19530.748366,37.483871,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿21,70428.401906,20410.989257,41.709677,STOP_VIOLATION,STOP_VIOLATION,20,31
﻿22,58282.152892,20345.134389,41.032258,STOP_VIOLATION,STOP_VIOLATION,21,31
﻿23,46766.969204,21341.263706,42.483871,STOP_VIOLATION,STOP_VIOLATION,26,31
﻿24,57580.007799,19662.984275,40.419355,STOP_VIOLATION,STOP_VIOLATION,25,31
﻿25,81495.690707,17086.136383,36.322581,STOP_VIOLATION,STOP_VIOLATION,18,31
﻿26,69612.453239,17810.1629,38.387097,STOP_VIOLATION,STOP_VIOLATION,19,31
﻿27,76632.272272,21912.79529,52.0,STOP_VIOLATION,STOP_VIOLATION,16,31
﻿28,22272.956414,15237.547588,32.419355,STOP_VIOLATION,STOP_VIOLATION,18,31
