Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,59963.100586,23572.084587,55.4,TIMEFINISHED,TIMEFINISHED,8,25
﻿2,-336.139483,9577.924621,23.92,COLLISION_WITH_NavModifierVolume10,COLLISION_WITH_BP_IntersectionBorder200,3,25
﻿3,68824.115992,14146.967544,39.92,TIMEFINISHED,TIMEFINISHED,5,25
﻿4,26420.025977,8328.590089,25.8,COLLISION_WITH_BP_IntersectionBorder192,COLLISION_WITH_BP_IntersectionBorder192,3,25
﻿5,50855.045239,7460.97124,25.28,TIMEFINISHED,COLLISION_WITH_NavModifierVolume2,2,25
﻿6,57950.793567,12905.633529,34.76,TIMEFINISHED,COLLISION_WITH_NavModifierVolume2,3,25
﻿7,65464.034394,16167.265791,40.84,TIMEFINISHED,TIMEFINISHED,4,25
﻿8,53133.684392,14142.827999,34.04,TIMEFINISHED,TIMEFINISHED,3,25
﻿9,62331.527143,12987.357243,35.12,TIMEFINISHED,COLLISION_WITH_NavModifierVolume2,3,25
﻿10,68402.992744,16029.540924,37.56,TIMEFINISHED,TIMEFINISHED,3,25
﻿11,71340.263753,12525.220771,32.12,TIMEFINISHED,COLLISION_WITH_BP_IntersectionBorder221,3,25
﻿12,23754.343856,12807.465886,33.6,COLLISION_WITH_NavModifierVolume19,COLLISION_WITH_NavModifierVolume19,3,25
﻿13,63047.777532,13808.382419,39.68,TIMEFINISHED,TIMEFINISHED,6,25
﻿14,6322.51106,16219.835881,39.96,COLLISION_WITH_BP_IntersectionBorder200,TIMEFINISHED,3,25
﻿15,53016.519174,15204.079453,41.52,TIMEFINISHED,TIMEFINISHED,5,25
﻿16,7961.550754,20167.361877,48.48,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume50,3,25
﻿17,58214.660906,12671.962794,31.88,TIMEFINISHED,TIMEFINISHED,2,25
﻿18,47781.474077,11196.368532,33.6,TIMEFINISHED,COLLISION_WITH_NavModifierVolume18,3,25
