Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,7220.25525,243.867316,5.74,COLLISION_WITH_BP_IntersectionBorder89,CORRECTINGWRONG,3,50
﻿2,4357.845344,145.922079,5.22,COLLISION_WITH_NavModifierVolume33,LAZY,8,50
﻿3,2619.453913,-427.961278,4.64,COLLISION_WITH_NavModifierVolume13,LAZY,18,50
﻿4,12590.885758,-7.121291,4.16,COLLISION_WITH_NavModifierVolume29,LAZY,15,50
﻿5,7579.609304,824.266255,5.44,COLLISION_WITH_NavModifierVolume26,LAZY,7,50
﻿6,2210.539471,151.758831,4.12,COLLISION_WITH_NavModifierVolume9,LAZY,20,50
﻿7,3489.369138,443.441785,4.66,COLLISION_WITH_NavModifierVolume14,LAZY,16,50
﻿8,14.092495,-46.611625,4.22,LAZY,LAZY,15,50
﻿9,83.310755,349.093511,4.22,LAZY,LAZY,14,50
﻿10,4881.081563,-461.163503,3.98,STOP_VIOLATION,LAZY,16,50
﻿11,1400.161674,-119.555419,4.08,CORRECTINGWRONG,LAZY,18,50
﻿12,464.135935,-287.518982,4.12,LAZY,LAZY,16,50
﻿13,75.137468,456.128852,4.48,LAZY,LAZY,17,50
﻿14,6729.893468,17.992201,4.1,COLLISION_WITH_BP_IntersectionBorder18,REVERSE,18,50
﻿15,1435.721635,490.212538,4.12,COLLISION_WITH_NavModifierVolume19,LAZY,14,50
﻿16,2260.779613,822.4049,4.46,COLLISION_WITH_BP_IntersectionBorder97,LAZY,12,50
﻿17,68.768069,435.716538,4.3,LAZY,LAZY,16,50
﻿18,6095.690508,113.758213,4.0,COLLISION_WITH_NavModifierVolume46,REVERSE,16,50
﻿19,119.510267,195.305468,4.22,LAZY,LAZY,16,50
﻿20,2084.080294,354.238357,4.34,REVERSE,LAZY,22,50
﻿21,5510.554982,-115.81638,4.08,COLLISION_WITH_NavModifierVolume39,LAZY,17,50
﻿22,15464.402958,689.591149,4.04,COLLISION_WITH_NavModifierVolume49,LAZY,15,50
﻿23,2580.059261,-78.58561,4.98,COLLISION_WITH_NavModifierVolume19,CORRECTINGWRONG,7,50
﻿24,22931.491647,-503.163054,5.12,COLLISION_WITH_NavModifierVolume11,LAZY,15,50
﻿25,1680.376391,487.15555,4.56,CORRECTINGWRONG,LAZY,19,50
﻿26,81.154393,154.41973,4.48,LAZY,LAZY,15,50
﻿27,2824.498517,-286.769326,4.84,COLLISION_WITH_BP_IntersectionBorder94,LAZY,14,50
﻿28,9988.260465,317.773483,4.26,COLLISION_WITH_NavModifierVolume137,LAZY,14,50
﻿29,228.319688,175.434153,4.04,COLLISION_WITH_NavModifierVolume2,LAZY,12,50
﻿30,214.463919,-215.199819,4.14,COLLISION_WITH_NavModifierVolume7,LAZY,14,50
﻿31,29.216496,23.08359,4.26,COLLISION_WITH_NavModifierVolume141,LAZY,16,50
﻿32,8591.050351,334.894491,4.18,COLLISION_WITH_NavModifierVolume26,LAZY,11,50
﻿33,219.907276,116.593076,4.18,LAZY,LAZY,15,50
﻿34,15712.517129,-221.414186,4.18,COLLISION_WITH_NavModifierVolume5,LAZY,20,50
﻿35,50.878234,-111.699468,4.42,LAZY,LAZY,13,50
﻿36,3205.305538,-90.980589,4.08,COLLISION_WITH_NavModifierVolume13,LAZY,15,50
﻿37,6814.659089,348.961783,4.36,COLLISION_WITH_NavModifierVolume133,LAZY,12,50
﻿38,2855.50262,-603.862194,5.04,STOP_VIOLATION,LAZY,16,50
﻿39,1638.528707,-89.490191,4.16,COLLISION_WITH_NavModifierVolume19,LAZY,18,50
﻿40,6222.219236,244.589502,4.16,COLLISION_WITH_NavModifierVolume46,LAZY,17,50
﻿41,6365.295845,512.696046,3.98,COLLISION_WITH_BP_IntersectionBorder97,LAZY,15,50
﻿42,10853.448987,168.455839,3.92,REVERSING_WRONG,LAZY,15,50
﻿43,3337.486504,-44.726918,4.36,REVERSE,LAZY,18,50
﻿44,11676.224834,520.439962,4.32,COLLISION_WITH_NavModifierVolume9,LAZY,17,50
﻿45,11662.677142,285.592526,4.3,COLLISION_WITH_NavModifierVolume22,LAZY,14,50
﻿46,4602.992127,60.501796,4.08,CORRECTINGWRONG,LAZY,18,50
﻿47,1444.689692,146.342515,3.84,COLLISION_WITH_NavModifierVolume2,LAZY,21,50
﻿48,5016.613152,535.291716,4.1,STOP_VIOLATION,LAZY,13,50
﻿49,3818.143035,391.423876,4.38,COLLISION_WITH_NavModifierVolume26,LAZY,18,50
﻿50,5348.475834,83.173859,4.04,CORRECTINGWRONG,LAZY,16,50
﻿51,3822.089504,443.970912,4.28,COLLISION_WITH_NavModifierVolume19,LAZY,14,50
﻿52,8840.063559,163.949311,4.58,COLLISION_WITH_NavModifierVolume13,LAZY,15,50
﻿53,6104.710755,199.354574,3.8,CORRECTINGWRONG,LAZY,14,50
﻿54,4186.17737,129.288059,3.98,COLLISION_WITH_NavModifierVolume142,LAZY,18,50
﻿55,5582.052314,-87.894595,4.22,COLLISION_WITH_NavModifierVolume140,LAZY,14,50
﻿56,1053.616573,-978.370908,6.28,COLLISION_WITH_NavModifierVolume17,LAZY,15,50
﻿57,3792.742949,194.355629,3.94,COLLISION_WITH_NavModifierVolume27,LAZY,15,50
﻿58,3762.056343,178.236377,3.84,COLLISION_WITH_NavModifierVolume19,LAZY,18,50
﻿59,9922.153104,488.770125,4.0,COLLISION_WITH_NavModifierVolume13,LAZY,14,50
﻿60,5637.758998,-311.132453,3.98,COLLISION_WITH_BP_IntersectionBorder92,LAZY,14,50
﻿61,1164.112864,479.525894,4.32,CORRECTINGWRONG,LAZY,12,50
﻿62,3592.4946,-141.960309,4.1,COLLISION_WITH_NavModifierVolume142,LAZY,18,50
﻿63,5822.731673,325.193982,4.2,COLLISION_WITH_NavModifierVolume140,LAZY,17,50
﻿64,421.997079,188.146614,4.14,LAZY,LAZY,16,50
﻿65,8939.404852,-53.170048,3.86,COLLISION_WITH_NavModifierVolume13,LAZY,17,50
﻿66,3353.367378,-103.376053,4.04,COLLISION_WITH_NavModifierVolume17,LAZY,21,50
﻿67,5539.99922,13.83075,4.08,LAZY,LAZY,15,50
﻿68,4913.667491,392.15016,4.88,CORRECTINGWRONG,LAZY,13,50
﻿69,6481.501728,-37.658388,3.76,COLLISION_WITH_NavModifierVolume140,LAZY,17,50
﻿70,7223.122865,-168.721911,3.82,COLLISION_WITH_NavModifierVolume,LAZY,21,50
﻿71,9744.464678,263.439385,4.08,COLLISION_WITH_NavModifierVolume13,LAZY,17,50
﻿72,14904.422925,205.699685,4.22,COLLISION_WITH_NavModifierVolume41,LAZY,14,50
﻿73,9051.526728,-1441.713165,5.62,COLLISION_WITH_NavModifierVolume133,LAZY,14,50
﻿74,666.646458,-130.384432,3.9,LAZY,LAZY,20,50
﻿75,5054.525855,-33.26847,3.92,CORRECTINGWRONG,LAZY,21,50
﻿76,1058.188041,-102.99327,4.4,COLLISION_WITH_NavModifierVolume8,LAZY,15,50
﻿77,7235.117637,-155.745086,4.34,COLLISION_WITH_NavModifierVolume,LAZY,13,50
﻿78,0.251981,-11724.390083,13.38,TIMEFINISHED,LAZY,18,50
﻿79,13784.05662,29.535626,4.38,COLLISION_WITH_NavModifierVolume16,LAZY,14,50
﻿80,6280.573537,-18.522594,3.98,COLLISION_WITH_NavModifierVolume25,LAZY,16,50
﻿81,4074.699298,8.540692,4.02,COLLISION_WITH_NavModifierVolume142,LAZY,13,50
﻿82,3732.803079,187.648572,4.3,COLLISION_WITH_BP_IntersectionBorder86,LAZY,16,50
﻿83,3370.103931,-132.717102,4.36,COLLISION_WITH_NavModifierVolume54,LAZY,14,50
﻿84,25429.828718,1024.033328,4.72,COLLISION_WITH_BP_IntersectionBorder18,LAZY,16,50
﻿85,11468.430919,556.710943,5.0,CORRECTINGWRONG,CORRECTINGWRONG,7,50
﻿86,8383.215093,-207.829069,3.88,COLLISION_WITH_NavModifierVolume13,LAZY,14,50
﻿87,5510.281192,-10.496379,4.2,COLLISION_WITH_BP_IntersectionBorder97,LAZY,14,50
﻿88,5783.909438,-447.11317,3.84,COLLISION_WITH_BP_IntersectionBorder97,LAZY,14,50
﻿89,6795.757684,-14.409164,5.32,COLLISION_WITH_NavModifierVolume50,LAZY,16,50
﻿90,5750.333357,216.829517,4.12,COLLISION_WITH_NavModifierVolume133,LAZY,15,50
﻿91,7709.076588,252.833463,3.98,COLLISION_WITH_NavModifierVolume,LAZY,17,50
﻿92,4461.87439,16.207377,4.24,STOP_VIOLATION,LAZY,15,50
﻿93,444.982982,83.923199,4.14,COLLISION_WITH_NavModifierVolume133,REVERSE,16,50
﻿94,17246.767046,362.853175,4.1,COLLISION_WITH_BP_IntersectionBorder24,LAZY,14,50
﻿95,6633.459699,-184.697221,4.2,COLLISION_WITH_NavModifierVolume54,REVERSE,12,50
﻿96,423.890068,157.3141,3.94,CORRECTINGWRONG,REVERSE,14,50
﻿97,6438.480937,166.795499,3.9,COLLISION_WITH_BP_IntersectionBorder106,LAZY,17,50
﻿98,5960.703323,162.066088,3.96,COLLISION_WITH_NavModifierVolume,LAZY,15,50
﻿99,10218.396768,290.898403,4.04,COLLISION_WITH_NavModifierVolume62,LAZY,15,50
﻿100,6080.937327,-962.084562,6.02,COLLISION_WITH_NavModifierVolume50,LAZY,18,50
﻿101,7799.869239,126.79616,3.74,COLLISION_WITH_NavModifierVolume50,LAZY,18,50
﻿102,4917.45486,395.075927,4.26,CORRECTINGWRONG,LAZY,14,50
﻿103,6196.648889,85.21088,3.86,COLLISION_WITH_BP_IntersectionBorder97,LAZY,17,50
﻿104,4779.731069,-88.306315,4.14,CORRECTINGWRONG,LAZY,13,50
﻿105,4111.931135,-4.899734,4.16,COLLISION_WITH_NavModifierVolume48,LAZY,14,50
﻿106,5549.007044,4.009043,4.32,CORRECTINGWRONG,LAZY,15,50
﻿107,809.283243,118.772997,3.88,CORRECTINGWRONG,LAZY,19,50
﻿108,5481.261652,243.796987,3.78,CORRECTINGWRONG,LAZY,12,50
﻿109,9738.504099,60.898988,4.02,COLLISION_WITH_NavModifierVolume137,LAZY,16,50
﻿110,1013.717225,245.007358,4.6,COLLISION_WITH_NavModifierVolume47,LAZY,14,50
﻿111,1310.914123,591.38854,4.02,COLLISION_WITH_NavModifierVolume8,LAZY,17,50
﻿112,7082.702462,42.657276,4.08,COLLISION_WITH_NavModifierVolume46,LAZY,16,50
﻿113,2413.177633,-377.899799,4.54,COLLISION_WITH_BP_IntersectionBorder94,LAZY,17,50
﻿114,5857.673082,159.510434,4.38,COLLISION_WITH_NavModifierVolume20,REVERSE,12,50
﻿115,5335.981882,137.447344,4.22,CORRECTINGWRONG,LAZY,14,50
﻿116,10711.21112,-170.363454,4.0,COLLISION_WITH_NavModifierVolume2,LAZY,12,50
﻿117,3443.218354,-1074.651641,6.32,STOP_VIOLATION,REVERSE,12,50
﻿118,18040.245245,195.418402,4.22,COLLISION_WITH_NavModifierVolume22,LAZY,16,50
﻿119,3525.634459,-256.969136,3.98,COLLISION_WITH_NavModifierVolume46,LAZY,18,50
﻿120,3309.581586,-2064.306735,7.2,COLLISION_WITH_NavModifierVolume133,LAZY,19,50
