Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-1662.471705,1824.032077,7.0,COLLISION_WITH_NavModifierVolume133,COLLISION_WITH_NavModifierVolume20,2,51
﻿2,8551.085217,1746.954131,7.647059,COLLISION_WITH_NavModifierVolume141,LAZY,11,51
﻿3,22240.463607,1600.664096,8.705882,COLLISION_WITH_NavModifierVolume11,LAZY,12,51
﻿4,10021.570174,4248.732779,10.980392,COLLISION_WITH_BP_IntersectionBorder156,LAZY,13,51
﻿5,6255.456111,815.212758,6.313725,LAZY,LAZY,24,51
﻿6,32162.946203,1590.207059,7.019608,COLLISION_WITH_NavModifierVolume141,LAZY,23,51
﻿7,7835.193185,1672.318411,7.72549,COLLISION_WITH_NavModifierVolume,LAZY,14,51
﻿8,487.56794,881.360084,6.529412,COLLISION_WITH_NavModifierVolume12,LAZY,22,51
﻿9,207.034684,530.952366,6.196078,COLLISION_WITH_NavModifierVolume36,LAZY,24,51
﻿10,9264.155827,746.134578,6.254902,COLLISION_WITH_NavModifierVolume20,LAZY,27,51
﻿11,1624.58982,1668.487796,7.176471,COLLISION_WITH_NavModifierVolume8,LAZY,22,51
﻿12,2591.578539,1158.462413,6.490196,COLLISION_WITH_NavModifierVolume23,LAZY,10,51
﻿13,3557.743327,321.656428,4.745098,COLLISION_WITH_BP_IntersectionBorder147,LAZY,21,51
﻿14,457.254966,323.532125,5.568627,COLLISION_WITH_BP_IntersectionBorder213,LAZY,23,51
﻿15,4649.568126,1728.433393,6.647059,COLLISION_WITH_NavModifierVolume35,LAZY,12,51
﻿16,10446.805795,676.453901,5.901961,COLLISION_WITH_BP_IntersectionBorder36,LAZY,17,51
﻿17,1833.95872,749.805219,6.666667,COLLISION_WITH_NavModifierVolume24,LAZY,26,51
﻿18,43781.148997,1744.302106,7.176471,COLLISION_WITH_NavModifierVolume8,LAZY,25,51
﻿19,5949.4197,1855.409245,8.215686,LAZY,LAZY,15,51
﻿20,11801.596267,1343.841981,7.137255,LAZY,LAZY,25,51
﻿21,17876.356242,489.66375,5.058824,COLLISION_WITH_NavModifierVolume142,LAZY,17,51
﻿22,1139.517968,1430.901225,7.0,COLLISION_WITH_NavModifierVolume38,LAZY,16,51
﻿23,2071.305625,870.943186,6.176471,COLLISION_WITH_BP_IntersectionBorder116,LAZY,20,51
﻿24,9597.376915,1378.887462,7.627451,COLLISION_WITH_NavModifierVolume,LAZY,23,51
﻿25,4087.193881,1907.145867,7.45098,COLLISION_WITH_BP_IntersectionBorder117,LAZY,14,51
