Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Media_B,Acum_C,Acum_D,Acum_E,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering,Ticks_StopContext_TrafficLight,Ticks_StopContext_Stop,Ticks_StopContext_Yield,MutNumChanged,MutAvgMagnitude,MutNumLarge,MutParentFitness,Acum_SteerApproachPenalty,NumStopZonesEntered,NotNorm_PeakFitness
﻿1,BP_VehicleAI210,-195.41164,3,BP_SpawnPoint42,COLLISION_WITH_NavModifierVolume10,126.085205,33.875796,1239.538523,0.000017,697.99345,139.016359,0.016068,0.382537,0.0,1239.937128,0.0,285.025064,100.0,100.0,true,2.04965,0.196071,0.031577,0.196071,0.146811,25.0,47.569099,0.0,0.0,682.758965,0.0,0.0,0.0,0.0,38.914287,38.914287,11,50.002034,25.0,0.0,0.0,0,0.0,0,0.0,260.034639,1,940.455234
﻿1,BP_VehicleAI215,1330.718629,4,BP_SpawnPoint44,COLLISION_WITH_NavModifierVolume17,72.977634,7.617942,1410.659548,0.000183,968.853356,204.354048,0.248506,0.406151,0.0,1411.314205,0.0,0.0,147.0,147.0,true,2.027092,0.129489,1.094627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.618213,42.618213,16,73.170638,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1403.696263
﻿1,BP_VehicleAI216,613.282979,4,BP_SpawnPoint5,COLLISION_WITH_BP_IntersectionBorder116,650.25525,371.765077,1634.006839,0.000741,684.94668,204.354048,0.716722,0.579746,0.0,1635.303306,0.0,0.0,147.0,147.0,true,2.646992,0.045744,0.316613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.968069,24.968069,17,60.065287,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1391.768222
﻿1,BP_VehicleAI224,140.754542,5,BP_SpawnPoint41,COLLISION_WITH_BP_IntersectionBorder192,629.033335,207.836316,976.9063,0.000417,986.80406,214.085193,0.517334,0.20056,0.0,977.624193,0.0,0.0,154.0,154.0,true,2.571912,0.040509,0.095414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.134374,22.134374,25,64.439789,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,877.355147
﻿1,BP_VehicleAI25,-175.723231,5,BP_SpawnPoint52,COLLISION_WITH_NavModifierVolume38,703.692111,286.106231,812.931443,0.00049,1097.841884,215.475357,0.977682,0.165985,0.0,814.07511,0.0,0.0,155.0,155.0,true,2.92111,0.101786,0.03192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.421195,24.421195,6,67.900364,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,639.17775
﻿1,BP_VehicleAI222,210.7039,5,BP_SpawnPoint49,COLLISION_WITH_BP_IntersectionBorder193,735.350668,404.24929,1349.342394,0.000664,921.516191,223.816338,0.604153,0.35731,0.0,1350.303857,0.0,0.0,161.0,161.0,true,3.125291,0.078514,0.288537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.379785,22.379785,23,85.299282,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1212.096807
﻿1,BP_VehicleAI217,595.273654,6,BP_SpawnPoint2,COLLISION_WITH_BP_IntersectionBorder172,868.977894,266.50715,1729.408038,0.000585,1336.185985,283.593373,0.845909,0.504751,0.0,1730.758698,0.0,0.0,204.0,204.0,true,3.053215,0.12272,0.905893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.216996,17.216996,18,75.080842,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1623.823797
﻿1,BP_VehicleAI218,859.600046,7,BP_SpawnPoint47,LAZY,50.0,0.0,976.553713,0.000007,1401.686306,290.544191,0.013914,0.107036,0.0,976.674663,0.0,0.0,209.0,209.0,true,1.428472,0.163336,3.292153,0.0,0.0,0.0,0.0,0.0,117.074617,0.0,0.0,0.0,0.0,0.0,25.153814,25.153814,19,44.540283,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,972.246513
﻿1,BP_VehicleAI214,1440.627354,8,BP_SpawnPoint28,COLLISION_WITH_BP_IntersectionBorder51,960.512096,349.939229,2749.205586,0.000444,1640.804152,348.931061,0.940305,0.932788,0.0,2751.078679,0.0,0.0,251.0,251.0,true,3.416546,0.117173,1.366862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.950464,34.950464,15,88.778548,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,2609.953853
﻿1,BP_VehicleAI28,-3202.046749,9,BP_SpawnPoint50,STOP_VIOLATION,0.0,0.0,862.348799,0.000047,1836.106012,373.954006,0.120515,0.236528,449.321466,862.705842,0.0,0.0,269.0,269.0,true,1.779235,3.243873,0.0,3.243873,0.0,201.0,13.893563,0.000006,0.0,4455.527389,0.0,0.0,0.0,5.3,139.297998,139.297998,9,163.434841,0.0,201.0,0.0,0,0.0,0,0.0,44.6531,1,779.357331
﻿1,BP_VehicleAI211,1830.693161,10,BP_SpawnPoint29,COLLISION_WITH_NavModifierVolume19,110.255635,5.209226,1944.960491,0.000224,2401.847349,442.072022,0.757792,0.439739,0.0,1946.158021,0.0,0.0,318.0,318.0,true,2.836436,0.146795,3.841902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.743134,110.743134,12,137.722035,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1940.948795
﻿1,BP_VehicleAI22,4328.907056,11,BP_SpawnPoint37,COLLISION_WITH_BP_IntersectionBorder200,239.475867,149.875422,4715.819793,0.000155,2340.888109,464.314639,0.506476,1.932076,0.0,4718.258344,0.0,0.0,334.0,334.0,true,3.514743,0.113468,2.325898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.594884,-28.594884,3,89.564221,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4577.477084
﻿1,BP_VehicleAI27,4741.508188,13,BP_SpawnPoint36,STOP_VIOLATION,0.0,563.443028,5381.735063,0.000428,1773.73093,556.065436,1.02887,3.688327,611.15404,5386.45226,0.0,0.0,400.0,400.0,true,3.810171,4.339953,0.866869,4.247698,0.0,142.0,103.617603,0.000026,0.0,294.716726,0.0,0.0,0.0,4.0,82.605471,82.605471,8,188.313298,0.0,142.0,0.0,0,0.0,0,0.0,294.320728,1,4844.806837
﻿1,BP_VehicleAI24,2830.023305,13,BP_SpawnPoint51,STOP_VIOLATION,0.0,57.062555,6358.210161,0.000133,1858.688393,561.626091,0.348568,4.908094,787.511885,6363.466823,0.0,0.0,404.0,404.0,true,3.027786,2.949719,0.98927,2.938823,0.0,154.0,65.258305,0.000008,0.0,4016.176589,0.0,0.0,0.0,4.4,109.643812,109.643812,5,164.746027,0.0,154.0,0.0,0,0.0,0,0.0,182.457947,1,6079.992689
