Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Media_B,Acum_C,Acum_D,Acum_E,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering
﻿1,BP_VehicleAI219,-574.845633,2,BP_SpawnPoint34,COLLISION_WITH_NavModifierVolume32,914.755794,232.517227,572.181601,0.000033,270.547927,59.777034,0.012347,0.233441,0.0,572.427388,0.0,0.0,43.0,43.0,true,2.445173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.606348,-2.606348,20,21.738987
﻿1,BP_VehicleAI242,-769.055657,2,BP_SpawnPoint37,COLLISION_WITH_NavModifierVolume14,1552.52339,303.702194,1086.473183,0.00018,369.552971,73.67867,0.092317,0.604426,0.0,1087.169926,0.0,0.0,53.0,53.0,true,2.972418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.003594,5.003594,43,25.843036
﻿1,BP_VehicleAI239,-572.161138,3,BP_SpawnPoint32,COLLISION_WITH_NavModifierVolume32,1478.995532,305.71475,1211.784631,0.000121,374.913933,76.458998,0.063302,0.701211,0.0,1212.549145,0.0,0.0,55.0,55.0,true,2.945529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.186143,4.186143,40,28.309914
﻿1,BP_VehicleAI228,-981.318817,3,BP_SpawnPoint13,COLLISION_WITH_NavModifierVolume45,1826.552715,358.762109,1203.184978,0.000241,375.78048,77.849161,0.127331,0.683698,0.0,1203.996007,0.0,0.0,56.0,56.0,true,3.099784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.337459,-7.337459,29,23.329562
﻿1,BP_VehicleAI223,1535.234628,3,BP_SpawnPoint30,COLLISION_WITH_NavModifierVolume16,0.0,27.543865,1561.55792,0.000001,406.951875,79.239325,0.000339,1.220233,0.0,1562.778492,0.0,0.0,57.0,57.0,true,3.197115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.417917,14.417917,24,27.789203
﻿1,BP_VehicleAI238,-874.48831,3,BP_SpawnPoint8,COLLISION_WITH_NavModifierVolume43,1773.283535,336.435885,1234.366691,0.000277,353.816917,79.239325,0.134934,0.729485,0.0,1235.23111,0.0,0.0,57.0,57.0,true,3.098819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.148628,-6.148628,39,23.978681
﻿1,BP_VehicleAI244,-875.92513,3,BP_SpawnPoint4,COLLISION_WITH_NavModifierVolume24,1851.81977,197.88165,1172.911896,0.00041,415.258727,79.239325,0.235469,0.628925,0.0,1173.77629,0.0,0.0,57.0,57.0,true,3.194553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.71819,-3.71819,45,29.786303
﻿1,BP_VehicleAI245,-964.854096,3,BP_SpawnPoint19,COLLISION_WITH_NavModifierVolume23,1910.556684,342.208823,1286.978525,0.000368,369.757303,79.239325,0.189694,0.743192,0.0,1287.911411,0.0,0.0,57.0,57.0,true,3.179631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.093211,-4.093211,46,24.220339
﻿1,BP_VehicleAI25,91.926924,3,BP_SpawnPoint50,COLLISION_WITH_NavModifierVolume6,444.413903,253.921626,1301.959083,0.00054,406.918679,83.409815,0.305951,0.741228,0.0,1303.006261,0.0,0.0,60.0,60.0,true,2.661173,0.695869,0.0,0.695869,0.0,13.0,97.802752,0.0,0.0,414.941055,0.0,0.0,0.0,0.5,-0.051717,-0.051717,6,38.730724
﻿1,BP_VehicleAI232,-1050.611306,3,BP_SpawnPoint29,COLLISION_WITH_NavModifierVolume49,1965.932346,391.328045,1305.979533,0.000089,426.781147,83.409815,0.051195,0.618357,0.0,1306.649085,0.0,0.0,60.0,60.0,true,3.245178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.949463,6.949463,33,22.887903
﻿1,BP_VehicleAI225,-1090.091806,3,BP_SpawnPoint14,COLLISION_WITH_NavModifierVolume50,2261.115998,334.401389,1504.28641,0.000331,426.490833,86.190143,0.198634,0.940538,0.0,1505.425581,0.0,0.0,62.0,62.0,true,3.425252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.131423,3.131423,26,29.965856
﻿1,BP_VehicleAI246,-1179.516531,3,BP_SpawnPoint23,COLLISION_WITH_NavModifierVolume26,2410.247075,384.790533,1614.452847,0.000297,431.569243,88.97047,0.178367,0.889864,0.0,1615.521077,0.0,0.0,64.0,64.0,true,3.536568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.923146,5.923146,47,24.386226
﻿1,BP_VehicleAI28,-1035.421537,3,BP_SpawnPoint31,COLLISION_WITH_NavModifierVolume33,2516.508482,322.222067,1801.989179,0.000351,402.897859,90.360633,0.197055,1.122778,0.0,1803.309012,0.0,0.0,65.0,65.0,true,3.575642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354045,2.354045,9,30.19188
﻿1,BP_VehicleAI218,-1221.981068,3,BP_SpawnPoint36,COLLISION_WITH_NavModifierVolume20,2488.982205,385.634138,1651.635679,0.000174,294.474478,90.360633,0.071541,0.928057,0.0,1652.635276,0.0,0.0,65.0,65.0,true,3.5392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.843404,4.843404,19,32.93782
﻿1,BP_VehicleAI211,1364.835658,3,BP_SpawnPoint44,COLLISION_WITH_NavModifierVolume17,14.52928,131.515429,1594.83398,0.000084,404.033178,87.580306,0.046072,0.996906,0.0,1595.876957,0.457378,0.0,63.0,66.0,true,3.57926,0.032525,0.0,0.032525,0.0,2.0,0.0,0.0,0.0,84.539211,0.0,0.0,0.0,0.0,16.99867,16.99867,12,27.81331
﻿1,BP_VehicleAI26,-1274.364977,3,BP_SpawnPoint20,COLLISION_WITH_NavModifierVolume25,2719.824787,319.967854,1763.975971,0.000492,446.115724,93.140961,0.30642,1.145272,0.0,1765.427663,0.0,0.0,67.0,67.0,true,3.695002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.474333,-2.474333,7,31.620911
﻿1,BP_VehicleAI27,-1728.841387,3,BP_SpawnPoint10,COLLISION_WITH_NavModifierVolume24,2587.36246,545.991075,1403.7792,0.000409,438.255483,93.140961,0.251367,0.481582,0.0,1404.512148,0.0,0.0,67.0,67.0,true,3.593818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878239,6.878239,8,34.050347
﻿1,BP_VehicleAI215,-1621.607389,3,BP_SpawnPoint42,COLLISION_WITH_NavModifierVolume10,1263.870098,298.820815,1513.821232,0.0,474.148484,94.531124,0.0,0.652923,0.0,1514.474155,0.0,984.265503,68.0,68.0,true,3.172144,0.0,0.0,0.0,0.38416,19.0,218.308579,0.0,0.0,370.81655,0.0,0.0,0.0,0.0,19.294029,19.294029,16,33.593517
﻿1,BP_VehicleAI216,-1733.411699,3,BP_SpawnPoint12,COLLISION_WITH_NavModifierVolume44,2562.768954,517.990332,1346.524638,0.000374,474.451992,94.531124,0.250022,0.572927,0.0,1347.347587,0.0,0.0,68.0,68.0,true,3.653167,0.01565,0.0,0.01565,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.985484,4.985484,17,34.645958
﻿1,BP_VehicleAI222,-1194.307334,3,BP_SpawnPoint21,COLLISION_WITH_NavModifierVolume25,2738.376334,367.025126,1909.806908,0.000286,446.282499,94.531124,0.176946,1.110272,0.0,1911.094126,0.0,0.0,68.0,68.0,true,3.749758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625263,8.625263,23,28.389976
﻿1,BP_VehicleAI230,-1091.500969,3,BP_SpawnPoint16,COLLISION_WITH_NavModifierVolume30,3030.686832,314.202087,2251.752166,0.000286,501.989315,98.701615,0.20644,1.429345,0.0,2253.38795,0.0,0.0,71.0,71.0,true,3.952408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00768,6.00768,31,33.758249
﻿1,BP_VehicleAI234,-2462.149672,3,BP_SpawnPoint41,COLLISION_WITH_BP_IntersectionBorder208,2902.277166,710.545066,1241.85458,0.000511,466.299747,98.701615,0.325051,0.404425,0.0,1242.584056,0.0,0.0,71.0,71.0,true,3.792046,0.035537,0.0,0.035537,0.0,2.0,0.0,0.0,0.0,91.911496,0.0,0.0,0.0,0.0,7.916067,7.916067,35,33.353567
﻿1,BP_VehicleAI23,-1206.029507,3,BP_SpawnPoint9,COLLISION_WITH_NavModifierVolume56,3072.417704,349.096496,2213.765734,0.000488,483.353902,100.091779,0.327418,1.391541,0.0,2215.484693,0.0,0.0,72.0,72.0,true,3.933117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.309621,-0.309621,4,29.789546
﻿1,BP_VehicleAI221,-1041.638319,3,BP_SpawnPoint27,COLLISION_WITH_NavModifierVolume50,2981.17305,352.616862,2290.584427,0.000299,548.340137,100.091779,0.226995,1.340171,0.0,2292.151593,0.0,0.0,72.0,72.0,true,3.983224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.324183,10.324183,22,30.013356
