Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Media_B,Acum_C,Acum_D,Acum_E,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering,Ticks_StopContext_TrafficLight,Ticks_StopContext_Stop,Ticks_StopContext_Yield,MutNumChanged,MutAvgMagnitude,MutNumLarge,MutParentFitness
﻿2,BP_VehicleAI259,8437.531278,17,BP_SpawnPoint43,COLLISION_WITH_BP_IntersectionBorder131,1309.38172,972.755086,10710.458908,0.000505,1825.76635,390.635969,1.118865,8.090312,0.0,10719.668085,0.0,0.0,281.0,281.0,true,6.783762,0.640723,0.530435,0.389162,0.0,7.0,0.0,0.0,0.0,0.0,0.147548,0.404005,0.0,0.0,23.100431,23.100431,9,85.853657,0.0,0.0,7.0,17,0.005542,1,94267.390698
﻿2,BP_VehicleAI280,7061.683806,19,BP_SpawnPoint11,COLLISION_WITH_BP_IntersectionBorder63,2140.487473,2090.205889,11282.801217,0.000904,1983.771167,439.291695,2.08911,7.486842,0.0,11292.377168,0.0,0.0,316.0,316.0,true,9.04481,0.953661,0.234804,0.518208,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.002197,24.002197,30,149.438623,0.0,0.0,9.0,28,0.007064,0,-2146.011723
﻿2,BP_VehicleAI279,7377.395014,19,BP_SpawnPoint34,STOP_VIOLATION,0.0,1101.00162,8756.977362,0.002478,1842.465964,450.413003,3.719541,4.814087,679.016999,8765.51099,1.229916,0.0,324.0,326.0,true,6.382303,4.200672,2.723953,4.013732,0.0,74.0,509.85605,0.000032,0.0,455.045359,0.0,0.0,0.0,3.7,46.881093,46.881093,29,140.277417,0.0,73.0,1.0,20,0.000955,0,-2146.011723
﻿2,BP_VehicleAI268,15383.325028,21,BP_SpawnPoint40,STOP_VIOLATION,0.0,102.602855,14967.851757,0.000238,2370.080225,496.288402,0.787326,12.637757,789.172364,14981.27684,0.0,0.0,357.0,357.0,true,5.54137,3.793125,0.831205,3.786168,0.016721,82.0,227.396481,0.000026,0.0,57.124815,0.0,0.0,0.0,4.1,60.261585,60.261585,18,121.458907,0.0,81.0,1.0,23,0.009232,0,94267.390698
﻿2,BP_VehicleAI251,14676.876106,23,BP_SpawnPoint24,COLLISION_WITH_NavModifierVolume46,1084.190539,963.750419,16708.892831,0.000478,2577.7563,535.212983,1.640262,14.283972,0.0,16724.817064,0.0,0.0,385.0,385.0,true,6.429252,0.270464,3.231737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.139177,47.139177,1,92.578865,0.0,0.0,0.0,0,0.0,0,0.0
﻿2,BP_VehicleAI262,10866.83674,26,BP_SpawnPoint18,COLLISION_WITH_BP_IntersectionBorder15,1247.712718,2877.602455,14980.91298,0.00051,2795.793503,603.330999,1.70775,9.531183,0.0,14992.151913,0.0,0.0,434.0,434.0,true,8.274371,0.495234,5.60316,0.056352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.977174,-59.977174,12,138.993468,0.0,0.0,1.0,33,0.002467,0,94267.390698
﻿2,BP_VehicleAI255,21490.814384,30,BP_SpawnPoint7,STOP_VIOLATION,0.0,755.268269,24296.974767,0.000404,3100.826236,711.763759,1.508485,20.437989,728.237631,24318.921241,0.0,0.0,512.0,512.0,true,7.764983,4.093387,1.695902,4.075602,0.012104,71.0,1173.52007,0.000027,0.0,1627.556121,0.0,0.0,0.0,3.6,29.794276,29.794276,5,121.366352,0.0,70.0,1.0,28,-0.00223,0,94267.390698
﻿2,BP_VehicleAI281,24470.736878,32,BP_SpawnPoint21,COLLISION_WITH_NavModifierVolume53,1078.344394,940.832205,26471.906286,0.000646,3608.220542,756.248994,3.19003,23.747967,0.0,26498.844283,8.930807,0.0,544.0,547.0,true,7.369007,0.224152,4.353931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.309444,11.309444,31,92.641857,0.0,0.0,0.0,35,-0.004742,0,-2146.011723
﻿2,BP_VehicleAI271,24292.208288,34,BP_SpawnPoint30,COLLISION_WITH_NavModifierVolume141,844.506615,962.0318,26075.681756,0.00029,4101.117465,806.294883,1.631625,21.433322,0.0,26098.746703,0.0,0.0,580.0,580.0,true,7.480806,0.214322,8.81764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.353852,37.353852,21,103.586795,0.0,0.0,0.0,28,-0.000599,0,-2146.011723
﻿2,BP_VehicleAI266,17129.119689,35,BP_SpawnPoint45,STOP_VIOLATION,0.0,1630.853878,21408.00144,0.000547,3797.458222,831.317827,2.530712,15.670122,727.323886,21426.202274,0.0,0.0,598.0,598.0,true,8.463504,2.942517,4.418207,2.250163,0.0,84.0,130.333664,0.000004,0.0,3263.218926,0.0,0.0,0.0,4.2,133.839183,133.839183,16,212.817452,0.0,83.0,1.0,29,0.006139,0,94267.390698
﻿2,BP_VehicleAI282,13035.367616,36,BP_SpawnPoint37,COLLISION_WITH_BP_IntersectionBorder86,1450.332396,4403.23238,18872.92921,0.001385,4168.365964,839.658809,4.566935,11.436246,0.0,18888.932392,0.0,0.0,604.0,604.0,true,11.158917,1.092079,6.987977,0.055443,0.0,1.0,0.0,0.0,0.0,0.0,0.028819,0.294897,0.0,0.0,34.10034,34.10034,32,216.262445,0.0,0.0,1.0,30,0.00917,0,-2146.011723
﻿2,BP_VehicleAI278,27404.126163,46,BP_SpawnPoint13,COLLISION_WITH_BP_IntersectionBorder40,1168.472435,3225.649799,31824.520946,0.000389,5319.275994,1075.986619,2.72313,25.685018,0.0,31852.929093,0.0,0.0,774.0,774.0,true,11.095448,0.676256,6.963583,0.349386,0.0,6.0,0.0,0.0,0.0,54.680697,0.0,0.0,0.0,0.0,-118.974735,-118.974735,28,208.646742,0.0,0.0,6.0,20,0.001856,0,-2146.011723
﻿2,BP_VehicleAI254,32779.128087,50,BP_SpawnPoint15,COLLISION_WITH_BP_IntersectionBorder15,1306.015532,5128.7412,39196.06659,0.000625,5609.68992,1164.957089,4.40784,28.310183,0.0,39228.784612,14.899793,0.0,838.0,843.0,true,14.79549,1.599869,4.203557,0.413872,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.649267,-103.649267,4,219.177064,0.0,0.0,7.0,33,0.00016,0,94267.390698
﻿2,BP_VehicleAI272,17136.94637,50,BP_SpawnPoint20,COLLISION_WITH_NavModifierVolume20,1729.822494,4345.079101,26772.581293,0.00058,5713.896818,1173.298071,4.219656,19.06091,126.305904,26795.861859,0.0,0.0,844.0,844.0,true,15.945332,5.334387,8.401759,4.239645,0.0,79.0,0.0,0.000019,0.0,3710.319779,1.788213,0.0,0.0,0.0,110.120052,110.120052,22,338.938832,0.0,0.0,79.0,21,0.034849,2,-2146.011723
﻿2,BP_VehicleAI287,48409.64112,50,BP_SpawnPoint19,COLLISION_WITH_NavModifierVolume8,611.508905,2058.474532,52101.689276,0.000274,5767.622885,1176.078398,2.249577,40.171497,0.0,52144.110349,0.0,0.0,846.0,846.0,true,14.218829,1.914967,1.820114,1.145242,0.0,20.0,0.0,0.0,0.0,1064.485792,0.0,0.0,1.0,0.0,-32.969225,-32.969225,37,165.856621,0.0,0.0,20.0,32,0.007612,0,-2146.011723
﻿2,BP_VehicleAI284,44138.320995,70,BP_SpawnPoint17,STOP_VIOLATION,0.0,4835.670853,49218.658907,0.001755,7450.749816,1639.002874,13.763581,38.512546,632.001578,49270.935033,22.249821,0.0,1179.0,1187.0,true,15.909575,5.015817,7.795673,3.796041,0.0,74.0,437.779712,0.000028,0.0,468.915202,0.0,0.0,0.0,3.7,-31.228715,-31.228715,34,328.892192,0.0,72.0,2.0,27,0.000637,0,-2146.011723
﻿2,BP_VehicleAI274,52441.680602,86,BP_SpawnPoint27,COLLISION_WITH_NavModifierVolume141,867.62973,3360.795337,56631.396222,0.000383,10309.92206,2037.979824,5.108094,41.26022,0.0,56677.764536,7.658867,0.0,1466.0,1468.0,true,19.657306,2.139663,16.035761,0.069687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.081075,202.081075,24,353.653147,0.0,0.0,1.0,36,0.00658,0,-2146.011723
﻿2,BP_VehicleAI277,82250.424038,91,BP_SpawnPoint16,COLLISION_WITH_NavModifierVolume8,318.895961,4198.323472,88256.591203,0.000904,10418.559993,2146.412585,11.987228,69.521967,0.0,88338.100398,18.133103,0.0,1544.0,1549.0,true,22.976234,3.336816,3.134638,2.014914,0.0,35.0,0.0,0.0,0.0,1552.323823,0.535459,0.234053,1.1,0.0,-72.349613,-72.349613,27,312.198294,0.0,0.0,35.0,30,0.011969,0,-2146.011723
﻿2,BP_VehicleAI270,94872.080852,120,BP_SpawnPoint14,TIMEFINISHED,0.0,2901.357517,97691.255548,0.000732,13962.66051,2840.104216,12.621665,82.726264,0.0,97786.603477,13.165109,0.0,2043.0,2048.0,true,18.638659,0.649764,21.23768,0.107493,0.0,2.0,0.0,0.0,0.0,0.0,0.612507,0.0,0.0,0.0,-82.055069,-82.055069,20,307.300248,0.0,0.0,2.0,32,0.005935,0,94267.390698
﻿2,BP_VehicleAI288,79728.053474,120,BP_SpawnPoint4,TIMEFINISHED,0.0,4029.845811,83853.663958,0.000321,14025.170329,2847.055034,5.848862,63.23808,0.0,83922.750901,0.0,0.0,2048.0,2048.0,true,21.73759,1.552985,23.327631,0.154278,0.0,3.0,0.0,0.0,0.0,164.851616,0.894458,0.025394,0.0,0.0,-160.691151,-160.691151,38,448.372799,0.0,0.0,3.0,27,0.013277,0,-2146.011723
﻿3,BP_VehicleAI2144,178.521572,4,BP_SpawnPoint19,COLLISION_WITH_NavModifierVolume23,48.022995,3.648616,230.138411,0.000059,450.166142,98.701615,0.036576,0.018195,0.0,230.193182,0.0,0.0,71.0,71.0,true,1.818407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.050374,-56.050374,43,56.050374,0.0,0.0,0.0,384,0.289,384,0.0
