Generacion,CarID,Fitness_Final,Tiempo_Vivo,SpawnID,Razon_Muerte,Penalty_Muerte,Acum_PenaltyVelocidad,Acum_A,Media_B,Acum_C,Acum_D,Acum_E,Acum_F,Acum_WaitBonus,Acum_NetNormal,Acum_PenaltyCorrectingWrong,Acum_PenaltyTrafficViolation,Ticks_Normal,Ticks_Total,TrainingMode,Acum_ThrottlePos,Acum_BrakeInput,CoastTime,Acum_StopBrake,Acum_StopThrottle,Ticks_StopContext,Acum_CreepingPenalty,Acum_ReversePenalty,Acum_LazyPenalty,Acum_SteeringWhileStopped,Acum_ThrottleDuringGraceTime,Acum_BrakeDuringGraceTime,YieldValidationTime,StopValidationTime,Acum_SteeringInput,Acum_TargetSteering,CarIndex,Acum_ABS_Steering,Ticks_StopContext_TrafficLight,Ticks_StopContext_Stop,Ticks_StopContext_Yield,MutNumChanged,MutAvgMagnitude,MutNumLarge,MutParentFitness,Acum_SteerApproachPenalty,NumStopZonesEntered,NotNorm_PeakFitness
﻿1,BP_VehicleAI25,-249.030847,3,BP_SpawnPoint42,COLLISION_WITH_NavModifierVolume10,82.032539,22.358896,1257.179709,0.000096,676.44391,134.845868,0.090669,0.422613,0.0,1257.69299,0.0,276.712976,97.0,97.0,true,2.267154,0.218171,0.064853,0.218171,0.019884,26.0,47.917816,0.0,0.0,777.600838,0.0,0.0,0.0,0.0,33.640846,33.640846,6,49.414558,26.0,0.0,0.0,0,0.0,0,0.0,300.100772,1,948.399794
﻿1,BP_VehicleAI213,304.089428,3,BP_SpawnPoint52,COLLISION_WITH_NavModifierVolume38,225.644355,135.33509,664.746479,0.000172,660.5455,137.626196,0.157746,0.164648,0.0,665.068873,0.0,0.0,99.0,99.0,true,2.282823,0.056297,0.130377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.343061,5.343061,14,33.259579,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,560.550805
﻿1,BP_VehicleAI214,179.063342,4,BP_SpawnPoint5,COLLISION_WITH_BP_IntersectionBorder116,938.475854,470.598538,1587.149712,0.000504,590.145194,176.550776,0.39733,0.590693,0.0,1588.137734,0.0,0.0,127.0,127.0,true,3.019622,0.042997,0.3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.767946,9.767946,15,52.776875,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1301.310143
﻿1,BP_VehicleAI26,71.985939,5,BP_SpawnPoint41,COLLISION_WITH_BP_IntersectionBorder208,660.210559,215.840015,947.327077,0.000439,866.229401,186.281921,0.502213,0.207223,0.0,948.036513,0.0,0.0,134.0,134.0,true,2.819835,0.023984,0.358306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.60984,15.60984,7,58.393044,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,825.449036
﻿1,BP_VehicleAI210,-294.90461,5,BP_SpawnPoint49,COLLISION_WITH_BP_IntersectionBorder111,1243.279305,395.658568,1341.882463,0.00479,825.875698,198.793394,1.768257,0.382543,0.0,1344.033262,0.0,0.0,143.0,143.0,true,3.327885,0.057431,0.326132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.394523,16.394523,11,75.328487,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1184.879221
﻿1,BP_VehicleAI221,742.914774,6,BP_SpawnPoint7,COLLISION_WITH_BP_IntersectionBorder177,651.714222,233.792822,1627.14331,0.000506,1093.379529,236.32781,0.759609,0.518898,0.0,1628.421817,0.0,0.0,170.0,170.0,true,2.966848,0.080976,1.109596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.294084,15.294084,22,61.4583,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1484.444504
﻿1,BP_VehicleAI218,707.983026,6,BP_SpawnPoint2,COLLISION_WITH_BP_IntersectionBorder173,836.81581,277.313662,1820.648569,0.000597,1168.709396,247.449119,0.883685,0.580245,0.0,1822.112499,0.0,0.0,178.0,178.0,true,3.279613,0.120471,0.459231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.871234,15.871234,19,71.490011,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1689.146939
﻿1,BP_VehicleAI211,1600.721344,7,BP_SpawnPoint28,COLLISION_WITH_BP_IntersectionBorder67,793.073147,272.884603,2664.763682,0.000488,1431.564357,301.665499,0.902176,1.013235,0.0,2666.679093,0.0,0.0,217.0,217.0,true,3.399544,0.113155,1.084924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.957447,18.957447,12,71.307707,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,2513.138345
﻿1,BP_VehicleAI28,827.803478,8,BP_SpawnPoint47,LAZY,50.0,0.0,974.475496,0.000002,1494.877423,310.006481,0.004412,0.108178,0.0,974.588087,0.0,0.0,223.0,223.0,true,1.787528,0.172278,3.68502,0.0,0.0,0.0,0.0,0.0,146.784608,0.0,0.0,0.0,0.0,0.0,31.858391,31.858391,9,54.271169,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,974.588087
﻿1,BP_VehicleAI224,-3842.035559,9,BP_SpawnPoint50,STOP_VIOLATION,0.0,0.0,915.228935,0.000084,1768.488322,360.05237,0.205784,0.290969,533.284586,915.725688,0.0,0.0,259.0,259.0,true,2.154708,2.113519,0.0,2.113519,0.0,195.0,23.205652,0.000002,0.0,5183.973086,0.0,0.0,0.0,5.1,154.411244,154.411244,25,179.770663,0.0,195.0,0.0,0,0.0,0,0.0,83.867092,1,734.826695
