Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-3842.035559,3946.417506,13.64,STOP_VIOLATION,STOP_VIOLATION,9,25
﻿2,3866.845088,3356.198356,11.75,COLLISION_WITH_NavModifierVolume58,STOP_VIOLATION,6,24
﻿3,1158.426071,3015.510168,11.583333,STOP_VIOLATION,STOP_VIOLATION,4,24
﻿4,8054.872626,2270.480404,13.375,COLLISION_WITH_NavModifierVolume54,STOP_VIOLATION,5,24
﻿5,26728.594865,4951.180237,14.375,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿6,228.411134,1991.623911,13.0,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,3,24
﻿7,21138.523018,5247.03706,15.75,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿8,9967.805437,4055.098349,13.75,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿9,16177.498447,4059.631975,17.166667,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿10,27005.736681,5382.25794,15.833333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿11,2452.617003,5279.989612,15.333333,LAZY,STOP_VIOLATION,6,24
﻿12,442.802522,4504.156942,14.666667,COLLISION_WITH_NavModifierVolume38,STOP_VIOLATION,4,24
﻿13,18867.074684,6695.94688,18.291667,STOP_VIOLATION,STOP_VIOLATION,8,24
﻿14,559.474476,5507.37216,16.875,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,5,24
﻿15,5937.54121,6776.802703,18.666667,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,7,24
﻿16,34612.878886,5159.678911,17.083333,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿17,909.323566,6318.319711,19.708333,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,8,24
﻿18,647.688608,4008.51799,17.25,COLLISION_WITH_NavModifierVolume38,STOP_VIOLATION,4,24
﻿19,3259.36658,5844.217856,20.166667,LAZY,STOP_VIOLATION,7,24
﻿20,6196.348862,8406.574548,23.208333,COLLISION_WITH_NavModifierVolume58,STOP_VIOLATION,8,24
﻿21,36362.16398,6679.253653,19.416667,COLLISION_WITH_BP_IntersectionBorder3,STOP_VIOLATION,6,24
﻿22,5907.816517,8286.711698,24.291667,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿23,13346.112507,10066.424227,27.5,STOP_VIOLATION,STOP_VIOLATION,9,24
﻿24,16217.719647,8034.984177,24.75,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,7,24
﻿25,3605.119802,8031.777639,24.625,COLLISION_WITH_BP_IntersectionBorder67,STOP_VIOLATION,6,24
﻿26,8891.16231,8283.29834,23.75,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,6,24
﻿27,1384.970894,7532.614689,29.0,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,6,24
﻿28,14963.619999,6026.98271,20.083333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿29,1499.42823,9848.754176,28.083333,LAZY,STOP_VIOLATION,7,24
﻿30,9506.552043,5658.920798,25.208333,COLLISION_WITH_BP_IntersectionBorder131,STOP_VIOLATION,7,24
﻿31,1841.365938,11124.442918,30.083333,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,7,24
﻿32,22123.906694,7965.72389,24.583333,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿33,27971.937439,6871.17486,24.208333,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,5,24
﻿34,19843.400382,11839.564079,32.208333,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,7,24
﻿35,13602.003384,4936.074423,25.083333,COLLISION_WITH_NavModifierVolume30,STOP_VIOLATION,4,24
﻿36,13534.048182,9226.065257,26.666667,COLLISION_WITH_NavModifierVolume38,STOP_VIOLATION,6,24
﻿37,9204.169537,11350.661141,32.208333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿38,8848.400147,9004.442165,29.375,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,6,24
﻿39,26831.837263,10082.507855,31.0,STOP_VIOLATION,STOP_VIOLATION,10,24
﻿40,21044.033721,9799.464938,31.875,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,6,24
﻿41,31042.114128,9141.290709,30.0,STOP_VIOLATION,STOP_VIOLATION,8,24
﻿42,23237.904435,11306.166836,32.125,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,6,24
﻿43,13330.704205,10843.544789,37.25,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,7,24
﻿44,4949.559133,10606.829581,33.25,LAZY,STOP_VIOLATION,4,24
﻿45,18570.600433,8436.646716,25.708333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿46,12567.928441,11542.148203,34.041667,LAZY,STOP_VIOLATION,5,24
﻿47,53912.314927,9241.062046,34.041667,TIMEFINISHED,STOP_VIOLATION,8,24
﻿48,27541.646926,8990.94329,26.5,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿49,2239.336954,12955.44623,34.333333,LAZY,STOP_VIOLATION,9,24
﻿50,55301.873894,10343.392231,29.125,TIMEFINISHED,STOP_VIOLATION,5,24
﻿51,1128.335053,11541.926387,35.833333,COLLISION_WITH_NavModifierVolume38,STOP_VIOLATION,8,24
﻿52,36111.155255,11513.379614,32.75,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,4,24
﻿53,5403.894603,11093.022996,32.083333,COLLISION_WITH_BP_IntersectionBorder67,STOP_VIOLATION,8,24
﻿54,5860.799876,13346.305214,39.708333,LAZY,STOP_VIOLATION,6,24
﻿55,21279.300793,11157.261759,33.541667,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿56,21914.388017,11167.748746,33.75,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿57,2516.037391,13499.462364,41.625,LAZY,STOP_VIOLATION,5,24
﻿58,24800.408929,15437.490137,43.125,STOP_VIOLATION,STOP_VIOLATION,9,24
﻿59,22154.561797,12225.336038,34.291667,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿60,54661.880394,15030.877097,40.708333,TIMEFINISHED,STOP_VIOLATION,5,24
﻿61,2437.294909,11064.71155,35.75,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,8,24
﻿62,9594.940899,13378.684312,38.125,STOP_VIOLATION,STOP_VIOLATION,8,24
﻿63,20723.962123,12056.169052,34.625,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,6,24
﻿64,2757.990667,11287.832309,35.541667,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,4,24
﻿65,33491.420883,14277.464865,41.833333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿66,15648.821799,12607.16911,37.083333,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,6,24
﻿67,41997.792263,13961.950453,44.916667,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,6,24
﻿68,30026.421295,14514.98517,40.375,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,4,24
﻿69,18369.215182,13851.464571,40.625,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,5,24
﻿70,2875.978222,12244.705571,36.666667,LAZY,STOP_VIOLATION,5,24
﻿71,31121.152543,14419.251384,42.666667,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,5,24
﻿72,2702.773554,14324.17681,40.333333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿73,21714.954858,13333.02087,37.625,COLLISION_WITH_BP_IntersectionBorder147,STOP_VIOLATION,4,24
﻿74,11591.794342,14765.418241,40.041667,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿75,7006.964068,14893.483287,40.625,COLLISION_WITH_BP_IntersectionBorder67,STOP_VIOLATION,5,24
﻿76,38823.87465,14940.071272,40.541667,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿77,23463.424072,16277.290793,45.875,COLLISION_WITH_BP_IntersectionBorder147,STOP_VIOLATION,5,24
﻿78,7338.987677,16432.495642,42.583333,COLLISION_WITH_BP_IntersectionBorder67,STOP_VIOLATION,5,24
﻿79,21771.26836,13620.986577,37.916667,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,5,24
﻿80,15352.962379,13411.807838,40.0,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿81,7308.117044,16107.725333,42.75,LAZY,STOP_VIOLATION,5,24
﻿82,3628.166965,14568.243078,38.625,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,5,24
﻿83,25871.966506,10200.838672,36.625,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,4,24
﻿84,32275.520038,13047.252952,40.958333,COLLISION_WITH_NavModifierVolume30,STOP_VIOLATION,6,24
﻿85,27237.357312,14105.171207,39.291667,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿86,50754.216004,15860.53091,43.166667,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,7,24
﻿87,28782.950206,16810.403666,46.083333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿88,35673.190778,18575.11083,52.75,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,5,24
﻿89,25685.970428,19482.22513,51.208333,COLLISION_WITH_BP_IntersectionBorder147,STOP_VIOLATION,6,24
﻿90,48353.439718,16364.461975,48.958333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿91,52472.203382,16091.476641,44.75,TIMEFINISHED,STOP_VIOLATION,6,24
﻿92,22516.573586,16576.121095,45.875,COLLISION_WITH_BP_IntersectionBorder86,STOP_VIOLATION,7,24
﻿93,4138.274968,18666.965568,49.833333,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,6,24
﻿94,37619.850861,13845.457097,42.583333,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,5,24
﻿95,3398.48022,15446.651486,41.458333,LAZY,STOP_VIOLATION,5,24
﻿96,34811.809663,16277.636448,47.708333,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,4,24
﻿97,31342.003766,14368.250456,41.958333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿98,20202.669345,17681.952298,48.833333,STOP_VIOLATION,STOP_VIOLATION,8,24
﻿99,38432.426834,13071.563326,41.666667,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,4,24
﻿100,25355.464419,16553.174752,48.333333,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,5,24
﻿101,58985.622713,19069.313267,55.291667,TIMEFINISHED,STOP_VIOLATION,5,24
﻿102,28685.998885,14199.887707,45.333333,COLLISION_WITH_BP_IntersectionBorder147,STOP_VIOLATION,5,24
﻿103,48010.330784,21656.488994,60.333333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿104,26292.115569,13924.946914,44.0,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,5,24
﻿105,21240.692814,15201.02477,46.333333,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿106,26348.02164,15950.146544,44.833333,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,6,24
﻿107,41323.312767,17876.001032,48.916667,COLLISION_WITH_NavModifierVolume30,STOP_VIOLATION,5,24
﻿108,34004.380098,14668.921534,43.625,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿109,44566.085638,15591.561761,47.375,TIMEFINISHED,TIMEFINISHED,3,24
﻿110,60814.424754,21215.258919,54.166667,TIMEFINISHED,STOP_VIOLATION,6,24
﻿111,22952.633536,22356.380747,56.625,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,5,24
﻿112,31335.438567,14804.966416,44.083333,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,6,24
﻿113,62121.560621,17977.637858,57.083333,TIMEFINISHED,STOP_VIOLATION,5,24
﻿114,38502.808415,17795.88558,50.458333,COLLISION_WITH_NavModifierVolume30,STOP_VIOLATION,4,24
﻿115,53292.918112,24130.014501,60.083333,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿116,27663.223178,19418.08261,52.0,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,6,24
﻿117,3702.08296,22538.385418,57.958333,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿118,31725.522832,19139.694924,53.416667,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿119,4130.735849,18085.92055,48.125,LAZY,STOP_VIOLATION,7,24
﻿120,19319.836373,18445.873676,53.625,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,6,24
﻿121,23624.427783,15835.464225,50.75,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿122,37392.878682,16280.783289,47.375,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿123,4375.06283,15952.283356,50.875,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,5,24
﻿124,25366.468174,21070.965716,55.75,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,5,24
﻿125,19015.877077,19614.425159,50.375,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿126,32080.011557,22572.248191,61.166667,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿127,46693.148035,22749.239345,66.25,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,6,24
﻿128,3948.499783,20563.949939,57.291667,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿129,39084.573579,22322.040927,56.541667,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿130,50307.561775,23229.924902,62.0,TIMEFINISHED,STOP_VIOLATION,6,24
﻿131,41062.546819,20204.753883,60.833333,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿132,25538.491988,21771.668445,58.25,STOP_VIOLATION,STOP_VIOLATION,6,24
﻿133,31644.785968,21339.283306,59.291667,COLLISION_WITH_NavModifierVolume33,STOP_VIOLATION,6,24
﻿134,59858.218584,18419.394989,52.875,STOP_VIOLATION,STOP_VIOLATION,8,24
﻿135,30657.686903,19863.757271,58.333333,COLLISION_WITH_NavModifierVolume43,STOP_VIOLATION,7,24
﻿136,4522.077296,23658.910166,66.875,LAZY,TIMEFINISHED,4,24
﻿137,10320.480589,20472.592197,56.541667,LAZY,STOP_VIOLATION,6,24
﻿138,51829.885171,20039.524898,56.583333,TIMEFINISHED,STOP_VIOLATION,6,24
﻿139,37444.688476,22846.743958,61.875,COLLISION_WITH_BP_IntersectionBorder150,STOP_VIOLATION,5,24
﻿140,30600.58241,19641.087421,55.708333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿141,51971.292971,20511.724261,54.541667,TIMEFINISHED,STOP_VIOLATION,5,24
﻿142,64048.171181,28055.618688,67.25,STOP_VIOLATION,STOP_VIOLATION,7,24
﻿143,22797.126025,19888.496889,61.375,COLLISION_WITH_BP_IntersectionBorder200,STOP_VIOLATION,6,24
﻿144,20538.9358,21158.986187,56.208333,STOP_VIOLATION,STOP_VIOLATION,5,24
﻿145,5768.28857,21905.265027,57.833333,COLLISION_WITH_BP_IntersectionBorder116,STOP_VIOLATION,8,24
﻿146,49665.892822,30900.237535,74.75,TIMEFINISHED,STOP_VIOLATION,8,24
