Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,394.021562,-67.969063,4.7,COLLISION_WITH_NavModifierVolume21,FLIPPED,22,30
﻿2,384.123712,-153.849177,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿3,415.302559,-182.810415,4.466667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿4,-330.524478,-202.899173,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿5,-404.239184,-209.930983,4.566667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿6,-149.438741,-187.666765,4.066667,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿7,381.56777,-170.767015,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿8,-460.140762,-193.806808,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿9,-122.600426,-246.749164,4.466667,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿10,-427.428941,-188.795273,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿11,308.495563,-171.04134,4.0,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿12,-276.02566,-207.108466,4.133333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿13,-197.922347,-239.342897,4.2,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿14,-148.866912,-189.937572,4.033333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,3,30
﻿15,-158.195473,-206.685825,4.133333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿16,-279.294833,-202.41241,4.2,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿17,-248.929518,-182.13652,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿18,-151.657396,-194.426947,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿19,-151.88367,-188.288076,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿20,-231.297453,-193.023243,3.9,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿21,411.834821,-191.618037,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿22,-392.524427,-193.002662,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿23,-174.353072,-211.694015,4.033333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿24,-393.037986,-199.953455,4.0,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿25,-171.084775,-196.784678,4.166667,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,3,30
﻿26,-107.413871,-188.772829,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿27,-149.072029,-178.185795,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿28,189.208435,-170.380043,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿29,-497.094321,-203.637459,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿30,407.685262,-174.188939,4.3,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿31,-132.520017,-231.15727,4.233333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿32,-435.634099,-194.976276,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿33,-299.858819,-217.630031,4.266667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿34,-332.468888,-191.940298,4.2,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿35,-314.807318,-188.264025,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿36,-299.903258,-170.289595,3.866667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿37,-395.981302,-193.973738,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿38,407.485266,-177.273826,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿39,405.615806,-161.369304,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿40,395.634803,-192.034775,4.5,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume18,3,30
﻿41,414.709938,-154.492422,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿42,-407.934673,-218.574157,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿43,-372.269216,-195.744672,4.033333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿44,-0.460714,-207.134047,4.233333,FLIPPED,COLLISION_WITH_NavModifierVolume10,4,30
﻿45,-357.281946,-197.681841,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿46,420.459339,-168.631521,4.033333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿47,-445.983077,-201.19291,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿48,-401.795627,-178.560315,3.9,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿49,-342.770628,-191.097347,4.1,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿50,-260.327471,-179.357654,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,3,30
﻿51,414.272719,-151.619504,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿52,-332.114759,-194.0254,4.033333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿53,424.204719,-147.003781,4.0,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿54,-385.148964,-194.221983,4.0,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿55,-354.035236,-200.238633,3.966667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿56,438.740328,-165.027829,4.1,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿57,430.850287,-233.808218,4.266667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿58,435.92728,-216.15759,4.233333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿59,366.413671,-185.499852,4.366667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume22,3,30
﻿60,-434.561265,-220.642366,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,3,30
﻿61,-388.407832,-221.825868,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿62,-427.306907,-228.697832,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿63,-501.193527,-238.253325,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿64,-323.086495,-205.16478,3.966667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume22,3,30
﻿65,-374.873099,-236.746329,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿66,-342.659929,-218.14576,4.266667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿67,446.095176,-180.832702,3.9,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿68,318.240021,-196.29175,4.233333,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿69,-409.397846,-208.627673,4.066667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿70,-162.342641,-278.992271,4.3,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿71,-329.519896,-227.422448,4.266667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿72,465.664911,-167.951514,4.1,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿73,504.900295,-211.04365,4.166667,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿74,-449.632123,-304.266984,4.1,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
﻿75,-297.600863,-295.377942,4.1,COLLISION_WITH_NavModifierVolume22,COLLISION_WITH_NavModifierVolume10,4,30
﻿76,334.366869,-238.065022,4.133333,COLLISION_WITH_NavModifierVolume21,COLLISION_WITH_NavModifierVolume10,4,30
