Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-1884.476662,3080.200084,9.921569,COLLISION_WITH_BP_IntersectionBorder108,COLLISION_WITH_NavModifierVolume13,3,51
﻿2,-978.322329,737.391813,5.823529,COLLISION_WITH_NavModifierVolume35,LAZY,6,51
﻿3,5591.449161,1833.639364,6.901961,COLLISION_WITH_NavModifierVolume22,LAZY,8,51
﻿4,1360.573755,1326.1679,6.921569,COLLISION_WITH_NavModifierVolume2,LAZY,12,51
﻿5,5575.88035,574.533813,5.431373,COLLISION_WITH_NavModifierVolume46,LAZY,11,51
﻿6,9205.296681,810.724782,5.882353,COLLISION_WITH_NavModifierVolume8,LAZY,20,51
﻿7,14034.180826,1365.05945,7.254902,COLLISION_WITH_NavModifierVolume7,LAZY,16,51
﻿8,2381.001876,1182.683901,6.490196,COLLISION_WITH_NavModifierVolume2,LAZY,16,51
﻿9,2755.839061,284.432012,5.372549,COLLISION_WITH_NavModifierVolume8,LAZY,26,51
﻿10,-150.290164,1069.89598,6.784314,LAZY,LAZY,27,51
﻿11,6951.613459,849.979145,7.058824,LAZY,LAZY,30,51
﻿12,-1204.583339,1001.343736,7.470588,COLLISION_WITH_NavModifierVolume16,LAZY,22,51
﻿13,2151.378282,1085.84507,6.607843,COLLISION_WITH_NavModifierVolume13,LAZY,21,51
﻿14,2081.993323,770.009104,7.313725,COLLISION_WITH_NavModifierVolume16,LAZY,25,51
﻿15,3418.408849,372.907148,5.45098,COLLISION_WITH_NavModifierVolume18,LAZY,25,51
﻿16,6537.936235,875.364447,6.235294,YIELD_VIOLATION,LAZY,28,51
﻿17,31586.853593,1206.212096,7.45098,COLLISION_WITH_NavModifierVolume2,LAZY,24,51
﻿18,28775.997384,2613.688418,8.843137,COLLISION_WITH_NavModifierVolume11,LAZY,11,51
﻿19,2327.758904,261.174418,5.470588,COLLISION_WITH_NavModifierVolume27,LAZY,21,51
﻿20,38092.213849,1168.594801,6.686275,LAZY,LAZY,26,51
﻿21,52399.631593,2038.380396,10.333333,LAZY,LAZY,24,51
﻿22,26881.610543,1744.89085,7.941176,LAZY,LAZY,12,51
﻿23,76061.325688,1902.147941,8.627451,TIMEFINISHED,LAZY,30,51
﻿24,3488.263001,1731.58532,9.058824,LAZY,LAZY,21,51
﻿25,10925.582271,607.341524,6.431373,STOP_VIOLATION,LAZY,22,51
﻿26,13852.441514,990.738721,6.627451,LAZY,LAZY,29,51
﻿27,22001.167048,510.96662,6.098039,LAZY,LAZY,31,51
﻿28,13088.462648,832.923121,6.745098,LAZY,LAZY,24,51
﻿29,2552.131619,142.380947,5.647059,COLLISION_WITH_NavModifierVolume5,LAZY,17,51
﻿30,5310.706252,1288.056086,8.392157,COLLISION_WITH_NavModifierVolume8,LAZY,24,51
﻿31,14180.256205,971.377702,7.254902,LAZY,LAZY,33,51
﻿32,3803.011935,521.494952,6.352941,COLLISION_WITH_NavModifierVolume3,LAZY,24,51
﻿33,42678.97459,1534.19103,8.823529,COLLISION_WITH_NavModifierVolume49,LAZY,30,51
﻿34,2004.678371,880.622859,7.647059,STOP_VIOLATION,LAZY,30,51
﻿35,8849.972899,420.177068,5.568627,STOP_VIOLATION,LAZY,25,51
﻿36,21676.896728,1121.910738,7.921569,COLLISION_WITH_NavModifierVolume53,LAZY,25,51
﻿37,17473.025306,873.173632,7.156863,COLLISION_WITH_BP_IntersectionBorder92,LAZY,25,51
﻿38,25559.302832,1283.237053,9.333333,COLLISION_WITH_NavModifierVolume53,LAZY,32,51
﻿39,17194.394153,730.041847,7.568627,LAZY,LAZY,29,51
﻿40,10827.902611,697.501744,7.352941,COLLISION_WITH_NavModifierVolume60,LAZY,27,51
﻿41,23455.125379,839.389658,7.686275,LAZY,LAZY,26,51
﻿42,5274.543686,1135.800809,7.686275,STOP_VIOLATION,LAZY,30,51
﻿43,4291.340064,834.329068,5.941176,COLLISION_WITH_BP_IntersectionBorder147,LAZY,28,51
﻿44,2562.210718,529.095864,5.54902,COLLISION_WITH_NavModifierVolume47,LAZY,26,51
﻿45,2903.203103,699.081311,7.470588,STOP_VIOLATION,LAZY,25,51
﻿46,3362.505702,546.588557,6.156863,COLLISION_WITH_NavModifierVolume4,LAZY,22,51
﻿47,10271.252193,653.928525,5.862745,COLLISION_WITH_BP_IntersectionBorder20,LAZY,12,51
﻿48,3946.990162,672.807487,7.176471,COLLISION_WITH_NavModifierVolume53,LAZY,32,51
﻿49,6994.086908,1388.041523,7.490196,COLLISION_WITH_NavModifierVolume58,LAZY,23,51
﻿50,11313.0543,499.276646,5.666667,COLLISION_WITH_NavModifierVolume49,LAZY,30,51
﻿51,7625.921222,656.774462,6.392157,COLLISION_WITH_NavModifierVolume20,LAZY,25,51
﻿52,10522.181801,1036.821756,7.333333,STOP_VIOLATION,LAZY,26,51
﻿53,6190.710814,1085.806869,8.27451,COLLISION_WITH_NavModifierVolume53,LAZY,25,51
﻿54,21215.080839,1266.722492,7.627451,COLLISION_WITH_NavModifierVolume52,LAZY,22,51
﻿55,7254.72892,984.568151,7.078431,COLLISION_WITH_NavModifierVolume8,LAZY,27,51
﻿56,11756.200105,1203.112461,8.058824,COLLISION_WITH_NavModifierVolume61,LAZY,18,51
﻿57,2369.543107,777.941864,6.215686,COLLISION_WITH_BP_IntersectionBorder116,LAZY,18,51
﻿58,2924.109218,294.652143,6.607843,COLLISION_WITH_BP_IntersectionBorder147,LAZY,33,51
﻿59,6409.988989,147.71883,5.27451,COLLISION_WITH_NavModifierVolume142,LAZY,36,51
﻿60,80157.194575,2667.305021,9.019608,TIMEFINISHED,LAZY,23,51
﻿61,43962.512018,2672.345669,10.352941,STOP_VIOLATION,LAZY,16,51
﻿62,6924.517503,1131.197325,7.647059,LAZY,LAZY,21,51
﻿63,11365.093294,816.248093,7.686275,STOP_VIOLATION,LAZY,28,51
﻿64,20616.381374,672.652056,6.862745,COLLISION_WITH_BP_IntersectionBorder86,LAZY,23,51
﻿65,3740.190489,745.809391,6.803922,STOP_VIOLATION,LAZY,18,51
﻿66,4538.332295,1054.262494,6.490196,LAZY,LAZY,26,51
﻿67,25843.997632,900.993603,8.960784,TIMEFINISHED,LAZY,34,51
﻿68,24440.495131,1155.62747,8.078431,LAZY,LAZY,20,51
﻿69,3012.765296,779.960406,7.490196,COLLISION_WITH_NavModifierVolume5,LAZY,30,51
﻿70,21314.795551,964.924741,7.509804,COLLISION_WITH_NavModifierVolume53,LAZY,28,51
﻿71,14097.005801,1180.533156,7.72549,LAZY,LAZY,29,51
﻿72,12116.38844,773.514502,6.411765,COLLISION_WITH_BP_IntersectionBorder147,LAZY,22,51
﻿73,11683.324507,1560.708838,7.019608,COLLISION_WITH_NavModifierVolume142,LAZY,13,51
﻿74,9629.802259,1451.548881,8.137255,STOP_VIOLATION,LAZY,19,51
﻿75,1865.312227,607.024145,6.54902,STOP_VIOLATION,LAZY,23,51
﻿76,5141.007782,397.442481,6.705882,STOP_VIOLATION,LAZY,33,51
﻿77,21827.784083,1104.938093,5.921569,COLLISION_WITH_NavModifierVolume53,LAZY,13,51
﻿78,12684.936112,1130.547352,8.627451,COLLISION_WITH_BP_IntersectionBorder36,LAZY,25,51
﻿79,9708.894913,572.398228,7.215686,STOP_VIOLATION,LAZY,21,51
﻿80,4246.294534,487.298944,5.294118,STOP_VIOLATION,LAZY,16,51
﻿81,10102.526849,1328.396361,8.333333,LAZY,LAZY,18,51
﻿82,74113.401423,2679.192751,9.235294,TIMEFINISHED,LAZY,23,51
﻿83,29256.159895,1316.604538,7.529412,COLLISION_WITH_NavModifierVolume8,LAZY,38,51
﻿84,8624.851531,830.732804,7.647059,COLLISION_WITH_NavModifierVolume53,LAZY,17,51
﻿85,20368.736323,520.874017,5.901961,COLLISION_WITH_NavModifierVolume53,LAZY,31,51
﻿86,27927.138036,1050.766127,6.764706,COLLISION_WITH_NavModifierVolume53,LAZY,30,51
﻿87,10284.106907,782.617455,6.745098,COLLISION_WITH_NavModifierVolume53,LAZY,25,51
﻿88,21391.675405,1063.685319,6.803922,COLLISION_WITH_NavModifierVolume141,LAZY,22,51
﻿89,4251.476356,1379.903101,8.372549,COLLISION_WITH_NavModifierVolume2,LAZY,28,51
﻿90,12648.413976,2091.790209,8.705882,COLLISION_WITH_NavModifierVolume2,LAZY,25,51
﻿91,4120.965637,1143.275692,6.745098,STOP_VIOLATION,LAZY,13,51
﻿92,11897.649529,1319.51778,7.392157,COLLISION_WITH_BP_IntersectionBorder147,LAZY,20,51
﻿93,4436.932088,1386.349644,8.392157,LAZY,LAZY,31,51
﻿94,34875.037779,1300.37662,9.098039,COLLISION_WITH_BP_IntersectionBorder67,LAZY,31,51
﻿95,3328.631059,857.940867,7.019608,STOP_VIOLATION,LAZY,24,51
﻿96,12236.003873,785.019163,7.843137,COLLISION_WITH_BP_IntersectionBorder147,LAZY,31,51
﻿97,2424.527481,1399.015128,7.137255,COLLISION_WITH_BP_IntersectionBorder116,LAZY,15,51
﻿98,7144.415308,1066.950012,7.568627,LAZY,LAZY,26,51
﻿99,12054.11328,552.132212,6.235294,COLLISION_WITH_NavModifierVolume53,LAZY,21,51
﻿100,9386.196018,1010.214161,6.254902,COLLISION_WITH_NavModifierVolume32,LAZY,28,51
﻿101,676.29482,232.994895,4.882353,LAZY,LAZY,14,51
﻿102,12651.084526,2514.41816,10.431373,STOP_VIOLATION,LAZY,21,51
﻿103,13037.618075,817.994555,7.235294,COLLISION_WITH_NavModifierVolume30,LAZY,25,51
﻿104,23087.982907,544.502094,7.72549,COLLISION_WITH_NavModifierVolume53,LAZY,29,51
﻿105,8609.721382,979.191878,8.921569,LAZY,LAZY,22,51
﻿106,4815.600654,1444.171099,7.647059,STOP_VIOLATION,LAZY,27,51
﻿107,27621.288055,1888.600196,9.019608,LAZY,LAZY,27,51
﻿108,2602.367182,1376.406561,8.745098,COLLISION_WITH_NavModifierVolume16,LAZY,36,51
﻿109,14938.734288,944.199762,10.039216,LAZY,LAZY,35,51
﻿110,25895.501528,1066.323319,5.803922,COLLISION_WITH_NavModifierVolume11,LAZY,25,51
﻿111,7124.536903,1239.942017,7.078431,LAZY,LAZY,27,51
﻿112,35014.926397,2365.480641,11.54902,COLLISION_WITH_BP_IntersectionBorder131,LAZY,34,51
﻿113,9837.734459,1226.135493,8.176471,COLLISION_WITH_BP_IntersectionBorder86,LAZY,21,51
﻿114,14163.081239,1242.603278,7.352941,COLLISION_WITH_BP_IntersectionBorder36,LAZY,32,51
﻿115,4936.465389,649.575883,6.745098,COLLISION_WITH_NavModifierVolume8,LAZY,16,51
﻿116,23938.725277,1459.511429,7.745098,LAZY,LAZY,26,51
﻿117,5276.336222,457.597543,6.45098,COLLISION_WITH_NavModifierVolume19,LAZY,27,51
﻿118,13343.122113,803.834092,10.72549,LAZY,LAZY,31,51
﻿119,20407.960608,1800.097796,8.490196,COLLISION_WITH_BP_IntersectionBorder107,LAZY,30,51
﻿120,7324.957947,1170.481605,7.235294,STOP_VIOLATION,LAZY,16,51
﻿121,36578.457213,1723.755815,8.058824,COLLISION_WITH_BP_IntersectionBorder202,LAZY,24,51
﻿122,12029.355922,604.940231,6.254902,COLLISION_WITH_BP_IntersectionBorder147,LAZY,28,51
﻿123,6534.773866,721.928969,6.431373,LAZY,LAZY,25,51
﻿124,5648.207061,378.638121,6.568627,COLLISION_WITH_BP_IntersectionBorder213,LAZY,30,51
﻿125,49496.825179,2095.00994,10.745098,COLLISION_WITH_NavModifierVolume58,LAZY,33,51
﻿126,17853.148626,1064.548297,9.392157,LAZY,LAZY,30,51
﻿127,3698.333413,1387.097105,7.607843,COLLISION_WITH_NavModifierVolume61,LAZY,32,51
﻿128,24117.778332,691.067805,7.411765,LAZY,LAZY,36,51
﻿129,2687.024082,247.874238,5.392157,COLLISION_WITH_NavModifierVolume2,LAZY,27,51
﻿130,85923.241968,2672.180544,9.960784,TIMEFINISHED,LAZY,28,51
﻿131,14351.176315,2350.764971,11.980392,LAZY,LAZY,13,51
﻿132,10033.611139,1291.844838,7.921569,STOP_VIOLATION,LAZY,12,51
﻿133,7502.53759,1331.390776,9.960784,LAZY,LAZY,32,51
﻿134,81038.968034,3738.983758,14.039216,TIMEFINISHED,LAZY,24,51
﻿135,2264.014567,1244.112196,8.294118,STOP_VIOLATION,LAZY,30,51
﻿136,53694.250367,1842.086493,9.627451,COLLISION_WITH_NavModifierVolume58,LAZY,34,51
﻿137,59985.617392,2874.203099,12.431373,TIMEFINISHED,LAZY,26,51
﻿138,5076.204854,900.95337,8.058824,STOP_VIOLATION,LAZY,32,51
﻿139,22383.021639,1191.911123,6.843137,COLLISION_WITH_NavModifierVolume53,LAZY,20,51
﻿140,22899.156681,1436.817377,8.176471,COLLISION_WITH_NavModifierVolume141,LAZY,22,51
﻿141,51092.874538,1982.570679,9.647059,COLLISION_WITH_BP_IntersectionBorder150,LAZY,31,51
﻿142,17155.138173,1935.036679,9.058824,LAZY,LAZY,13,51
﻿143,17590.905966,2128.906608,11.372549,STOP_VIOLATION,LAZY,15,51
﻿144,14785.195733,1938.988397,10.254902,COLLISION_WITH_NavModifierVolume141,LAZY,31,51
