Generación,MejorFitnessNorm,FitnessMedio,TiempoMedio,RazónMuerteMejorCoche,RazónMuerteMásPopular,MuertosPorRazónMásPopular,N
﻿1,-2261.144753,11853.355126,22.431373,STOP_VIOLATION,STOP_VIOLATION,8,51
﻿2,54904.529615,10380.888247,21.44,COLLISION_WITH_NavModifierVolume40,LAZY,11,50
﻿3,7849.070815,12798.060369,26.38,STOP_VIOLATION,LAZY,9,50
﻿4,36085.914271,3158.794155,10.38,COLLISION_WITH_NavModifierVolume53,LAZY,19,50
﻿5,80075.221298,5472.922161,15.32,TIMEFINISHED,LAZY,25,50
﻿6,15480.669723,9512.070761,20.98,COLLISION_WITH_NavModifierVolume46,LAZY,11,50
﻿7,15500.656917,3038.552835,10.66,STOP_VIOLATION,LAZY,24,50
﻿8,653.788377,6376.929306,16.78,COLLISION_WITH_NavModifierVolume4,LAZY,8,50
﻿9,9019.313877,4596.261417,14.3,COLLISION_WITH_BP_IntersectionBorder128,LAZY,29,50
﻿10,6457.395568,5892.920299,14.38,COLLISION_WITH_NavModifierVolume58,LAZY,30,50
﻿11,45665.073293,5366.892672,14.26,STOP_VIOLATION,LAZY,29,50
﻿12,79829.230111,7726.127988,17.22,TIMEFINISHED,LAZY,6,50
﻿13,55812.844623,5911.610101,16.6,STOP_VIOLATION,LAZY,6,50
﻿14,67146.402321,7405.073528,16.9,COLLISION_WITH_NavModifierVolume53,LAZY,8,50
﻿15,56668.394675,8198.248694,21.2,COLLISION_WITH_BP_IntersectionBorder67,LAZY,11,50
﻿16,51239.495356,6560.361372,16.38,STOP_VIOLATION,LAZY,26,50
﻿17,14998.51581,5016.085748,15.02,COLLISION_WITH_NavModifierVolume54,LAZY,23,50
﻿18,11215.238059,8185.988114,17.54,COLLISION_WITH_BP_IntersectionBorder86,LAZY,29,50
﻿19,14685.699849,7403.334046,18.2,COLLISION_WITH_BP_IntersectionBorder147,LAZY,10,50
﻿20,61953.647643,5945.107388,15.72,COLLISION_WITH_NavModifierVolume137,LAZY,30,50
﻿21,16309.773735,6116.230548,14.64,COLLISION_WITH_BP_IntersectionBorder150,LAZY,27,50
﻿22,11079.612888,3777.869741,12.08,COLLISION_WITH_NavModifierVolume55,LAZY,29,50
﻿23,71866.240526,8912.36343,18.88,TIMEFINISHED,LAZY,27,50
﻿24,2887.378583,8126.00548,19.68,COLLISION_WITH_BP_IntersectionBorder116,LAZY,28,50
﻿25,58206.020421,7331.923265,17.16,TIMEFINISHED,LAZY,30,50
﻿26,48225.091373,4881.697125,14.64,COLLISION_WITH_NavModifierVolume137,LAZY,26,50
﻿27,21577.250193,8967.983802,20.3,COLLISION_WITH_BP_IntersectionBorder108,LAZY,27,50
﻿28,22435.80526,5420.76728,14.08,STOP_VIOLATION,LAZY,32,50
﻿29,20289.241898,10159.299049,20.92,STOP_VIOLATION,LAZY,10,50
﻿30,35851.954909,6895.339381,19.8,TIMEFINISHED,LAZY,10,50
﻿31,9535.583177,7172.203569,18.16,COLLISION_WITH_NavModifierVolume58,LAZY,28,50
﻿32,12613.826558,9960.322135,23.78,COLLISION_WITH_BP_IntersectionBorder86,LAZY,27,50
﻿33,15650.790431,11317.972662,25.26,COLLISION_WITH_BP_IntersectionBorder147,LAZY,8,50
﻿34,17583.728824,9350.127085,20.72,COLLISION_WITH_BP_IntersectionBorder150,LAZY,28,50
﻿35,19645.050024,7969.28926,18.9,COLLISION_WITH_BP_IntersectionBorder150,LAZY,26,50
﻿36,24590.604462,10445.253799,24.84,COLLISION_WITH_BP_IntersectionBorder150,LAZY,12,50
﻿37,13538.236534,5670.55259,14.54,COLLISION_WITH_BP_IntersectionBorder131,LAZY,8,50
﻿38,28904.629391,7387.607065,18.82,STOP_VIOLATION,LAZY,28,50
﻿39,14387.233078,6185.561388,15.36,COLLISION_WITH_BP_IntersectionBorder86,LAZY,28,50
﻿40,63715.063917,6114.582127,17.02,TIMEFINISHED,LAZY,27,50
﻿41,50625.959678,9991.243477,22.62,COLLISION_WITH_NavModifierVolume53,LAZY,26,50
